ope_id,school,state,zip_code,school_type,dl_subsidized_recipients,dl_subsidized_number_of_loans_originated,dl_subsidized_dollar_amount_of_loans_originated,dl_subsidized_number_of_disbursements,dl_subsidized_dollar_amount_of_disbursements,dl_unsubsidized_undergraduate_recipients,dl_unsubsidized_undergraduate_number_of_loans_originated,dl_unsubsidized_undergraduate_dollar_amount_of_loans_originated,dl_unsubsidized_undergraduate_number_of_disbursements,dl_unsubsidized_undergraduate_dollar_amount_of_disbursements,dl_unsubsidized_graduate_recipients,dl_unsubsidized_graduate_number_of_loans_originated,dl_unsubsidized_graduate_dollar_amount_of_loans_originated,dl_unsubsidized_graduate_number_of_disbursements,dl_unsubsidized_graduate_dollar_amount_of_disbursements,dl_parent_plus_recipients,dl_parent_plus_number_of_loans_originated,dl_parent_plus_dollar_amount_of_loans_originated,dl_parent_plus_number_of_disbursements,dl_parent_plus_dollar_amount_of_disbursements,dl_grad_plus_recipients,dl_grad_plus_number_of_loans_originated,dl_grad_plus_dollar_amount_of_loans_originated,dl_grad_plus_number_of_disbursements,dl_grad_plus_dollar_amount_of_disbursements
00104700,TROY UNIVERSITY,AL,360820001,Public,462,468,999912,858,1499980,389,393,933375,761,1554177,186,195,1159683,512,2833383,100,107,660683,123,716300,114,120,699330,164,821984
00105000,TUSKEGEE UNIVERSITY,AL,360881645,Private-Nonprofit,79,80,216244,160,217994,59,62,175341,125,178341,52,52,354205,104,354205,78,79,547855,158,547855,56,65,620681,129,620681
00105100,UNIVERSITY OF ALABAMA,AL,354870120,Public,449,452,1069262,462,1072762,377,380,1147715,396,1149715,378,379,2570619,385,2570619,243,266,2606577,269,2606577,129,134,1137899,136,1137899
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352941150,Public,507,520,1129380,818,1646911,373,388,1101082,691,1755952,531,572,4832831,1888,14545582,113,131,946859,199,1447568,312,349,2962954,621,5642554
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,Public,98,101,269464,101,269464,96,99,292116,99,292116,102,103,604842,103,604842,18,19,111390,19,111390,21,21,156852,21,156852
00105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,Public,373,398,754405,510,978100,247,257,682087,359,927028,582,604,7905345,1135,11092122,163,169,1139179,191,1257031,505,527,5245143,661,5598434
00106000,COASTAL ALABAMA COMMUNITY COLLEGE,AL,365072698,Public,133,133,395162,385,634720,109,109,296220,341,621459,-,-, -,-, -,2,2,6665,7,23065,-,-, -,-, -
00106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,Private-Nonprofit,3,3,10750,6,17250,3,3,22000,10,37311,8,8,79987,16,109879,1,1,3500,1,3500,1,1,8875,2,11875
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,Public,49,51,136482,56,136482,45,51,149244,54,149244,22,24,195517,24,195517,4,4,26699,4,26699,3,3,23734,3,23734
00106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,Public,9,10,28339,23,43445,12,12,30230,28,59712,17,17,188937,32,291307,1,1,4957,1,4957,1,1,716,4,17216
00107100,ARIZONA WESTERN COLLEGE,AZ,853658847,Public,1,1,1750,2,1750,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00107200,COCHISE COLLEGE,AZ,856352317,Public,17,17,30831,38,36081,15,15,34368,34,39549,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00107400,GRAND CANYON UNIVERSITY,AZ,850173030,Proprietary,12674,12694,46251111,35830,70024272,12796,12874,59178902,36899,90249973,11561,11605,147662109,39394,232525080,340,346,3244864,722,3814614,588,603,7777093,2002,11258712
00107600,GLENDALE COMMUNITY COLLEGE,AZ,853023090,Public,152,154,284907,300,289532,66,67,119843,129,122843,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00107700,MESA COMMUNITY COLLEGE,AZ,852024866,Public,135,136,236009,267,243509,68,69,132129,133,132129,-,-, -,-, -,2,2,13768,4,13768,-,-, -,-, -
00107800,PHOENIX COLLEGE,AZ,850134234,Public,126,133,217344,262,225800,79,84,159612,166,161326,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00107900,YAVAPAI COLLEGE,AZ,863013297,Public,38,39,75098,76,75098,39,42,82638,83,83735,-,-, -,-, -,1,1,3443,2,3443,-,-, -,-, -
00108100,ARIZONA STATE UNIVERSITY,AZ,852870412,Public,5062,5209,13596848,5351,13613401,4181,4367,12291599,4522,12321317,2426,2566,17181475,2594,17194975,861,912,6341121,984,6398161,1870,2018,17496333,2066,17512861
00108200,NORTHERN ARIZONA UNIVERSITY,AZ,860110001,Public,507,508,1511936,527,1512811,348,350,1114430,373,1116910,377,380,2699232,386,2699232,38,39,336081,50,341581,261,277,3157713,287,3168267
00108300,UNIVERSITY OF ARIZONA (THE),AZ,857210066,Public,834,859,2374479,1039,2447283,661,691,2015684,895,2097438,576,627,7659064,988,10503865,337,371,2364297,452,2598133,568,642,6481811,996,8439061
00108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,AR,716560000,Public,126,130,281438,255,284313,117,119,267391,239,269980,182,189,1108182,373,1108182,4,5,22477,10,22477,3,3,11953,6,11953
00108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,AR,716012790,Public,113,118,256388,238,267888,94,99,218755,197,225755,13,13,76231,26,76231,21,22,91237,46,94737,-,-, -,-, -
00108700,ARKANSAS BAPTIST COLLEGE,AR,722026099,Private-Nonprofit,38,41,104812,94,130187,34,35,65843,83,83360,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00108800,LYON COLLEGE,AR,725013699,Private-Nonprofit,1,1,5500,2,5500,0,0,0,1,3800,-,-, -,-, -,0,0,0,1,900,-,-, -,-, -
00108900,ARKANSAS TECH UNIVERSITY,AR,728012222,Public,200,208,417342,412,417342,169,179,497434,355,497434,72,73,364905,146,364905,14,14,47833,29,48096,9,9,56274,18,56274
00109000,ARKANSAS STATE UNIVERSITY,AR,724010000,Public,394,399,955212,415,957962,421,436,1300016,454,1301016,1649,1722,8343024,1725,8343024,34,34,157735,38,157735,229,240,1865031,244,1865031
00109100,ARKANSAS STATE UNIVERSITY - BEEBE,AR,720121000,Public,33,34,74144,76,84888,29,29,89974,60,91636,-,-, -,-, -,1,1,3500,4,9250,-,-, -,-, -
00109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,720350001,Public,196,199,384574,206,384574,150,152,332978,154,332978,330,344,1455659,346,1455659,48,50,195619,51,195619,205,221,1366673,221,1366673
00109300,CENTRAL BAPTIST COLLEGE,AR,720346470,Private-Nonprofit,4,4,6688,16,16888,3,3,6738,16,27069,-,-, -,-, -,1,1,4924,2,4924,-,-, -,-, -
00109400,UNIVERSITY OF THE OZARKS,AR,728302880,Private-Nonprofit,6,6,16459,12,17244,8,8,28424,15,28424,-,-, -,-, -,2,2,13000,4,13000,-,-, -,-, -
00109500,CROWLEY'S RIDGE COLLEGE,AR,724509775,Private-Nonprofit,-,-, -,-, -,1,1,3000,2,3000,-,-, -,-, -,2,3,20500,6,20500,-,-, -,-, -
00109700,HARDING UNIVERSITY,AR,721490001,Private-Nonprofit,132,132,357479,200,452285,153,163,452216,252,570227,250,251,2593656,387,3894054,40,40,417986,46,462185,76,77,747797,130,1200223
00109800,HENDERSON STATE UNIVERSITY,AR,719990001,Public,42,42,98368,60,107118,44,45,134097,58,143347,75,80,476572,131,491322,9,10,44172,13,45672,22,22,147144,37,147144
00109900,HENDRIX COLLEGE,AR,720323080,Private-Nonprofit,2,2,8250,2,8250,4,4,14500,4,14500,-,-, -,-, -,2,2,8700,2,8700,-,-, -,-, -
00110000,JOHN BROWN UNIVERSITY,AR,727612747,Private-Nonprofit,17,17,61477,62,124875,14,14,40361,44,104525,28,28,355891,227,1179521,3,3,9999,4,9999,1,1,19558,4,26392
00110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,722041099,Public,272,277,685623,277,685623,249,254,751343,255,753549,75,76,506379,76,506379,9,11,39266,11,39266,78,79,558834,79,558834
00110200,OUACHITA BAPTIST UNIVERSITY,AR,719980001,Private-Nonprofit,4,4,9525,4,9525,5,5,16374,5,16374,27,27,214666,52,381682,1,1,2192,2,3347,0,0,0,1,10405
00110300,PHILANDER SMITH COLLEGE,AR,722023718,Private-Nonprofit,30,31,60420,69,69295,18,19,56454,42,60704,-,-, -,-, -,2,2,4076,4,4076,-,-, -,-, -
00110500,SHORTER COLLEGE,AR,721144885,Private-Nonprofit,52,56,129884,169,162325,44,47,109087,152,158536,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00110600,WILLIAMS BAPTIST UNIVERSITY,AR,724764661,Private-Nonprofit,4,4,7272,4,7272,6,6,7488,7,9205,3,3,15984,11,44478,3,3,5905,5,8292,-,-, -,-, -
00110700,SOUTHERN ARKANSAS UNIVERSITY,AR,717535000,Public,75,79,218416,159,220166,80,86,262575,173,263575,223,229,1303428,448,1303428,30,31,133782,61,133782,69,71,543126,140,543126
00110800,UNIVERSITY OF ARKANSAS,AR,727010000,Public,978,1014,1732941,1098,1738491,686,701,1269124,777,1269853,305,320,1734867,330,1734867,115,122,893169,148,893169,116,135,957845,148,957845
00110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,722057102,Public,19,21,74050,26,81796,17,18,78362,22,82362,444,457,14272201,883,14272201,4,4,15712,4,15712,342,380,6219714,695,6219714
00111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,729047397,Public,41,41,147962,136,227107,41,41,175239,127,263055,3,3,19593,9,40093,1,1,8765,4,18005,1,1,11019,2,11019
00111100,ALLAN HANCOCK COLLEGE,CA,934546399,Public,36,43,156816,100,160066,34,41,164119,96,171869,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00111300,ANTELOPE VALLEY COLLEGE,CA,935365426,Public,57,57,198773,171,201898,56,61,170472,174,172722,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00111600,ART CENTER COLLEGE OF DESIGN,CA,911031999,Private-Nonprofit,174,174,443485,264,607519,152,152,374837,239,540247,20,20,215250,23,235750,30,31,421328,40,479008,8,8,111384,11,122539
00111700,AZUSA PACIFIC UNIVERSITY,CA,917027000,Private-Nonprofit,289,339,1200742,788,1538514,271,302,1280433,712,1717008,350,361,3966190,1456,10241814,41,44,454412,76,530634,392,418,3978466,1369,9323315
00111800,BAKERSFIELD COLLEGE,CA,933051299,Public,41,41,123688,84,127938,39,40,86462,80,86462,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00111900,BARSTOW COMMUNITY COLLEGE,CA,923116608,Public,80,80,206343,169,240101,10,10,34000,21,37900,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00112000,BERKELEY SCHOOL OF THEOLOGY,CA,947043029,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,1,1,6960,2,6960,-,-, -,-, -,-,-, -,-, -
00112200,BIOLA UNIVERSITY,CA,906390001,Private-Nonprofit,18,18,64780,103,200808,19,19,57770,105,270368,3,3,27332,40,274631,3,3,24413,6,45641,1,1,9165,18,217384
00112400,CABRILLO COLLEGE,CA,950033194,Public,6,6,23000,12,23000,6,6,28695,12,28695,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00112500,CALIFORNIA BAPTIST UNIVERSITY,CA,925043297,Private-Nonprofit,855,870,1993170,971,2179313,767,782,2273597,878,2506552,360,362,2909689,1718,12037770,35,38,246883,42,263123,200,213,1876581,392,3479506
00112700,CALIFORNIA COLLEGE OF THE ARTS,CA,941072206,Private-Nonprofit,19,20,78196,33,78196,18,18,62952,28,62952,26,27,346077,38,346077,9,11,143445,12,143445,14,15,225000,24,225000
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,911250001,Private-Nonprofit,2,2,3400,6,3400,4,4,22600,12,22600,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00113200,CALIFORNIA INSTITUTE OF THE ARTS,CA,913552397,Private-Nonprofit,1,1,4500,3,7250,0,0,0,1,1000,1,2,10000,2,10000,1,1,4000,1,4000,3,3,8988,4,10988
00113300,CALIFORNIA LUTHERAN UNIVERSITY,CA,913602787,Private-Nonprofit,22,22,107170,80,177450,27,27,124150,85,198793,95,96,777886,383,2337075,24,25,280817,32,288703,24,25,214299,81,521438
00113400,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,CA,945908181,Public,22,22,39413,23,39413,14,14,20112,18,20112,0,0,0,6,31536,9,9,46916,9,46916,-,-, -,-, -
00113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,928313599,Public,437,448,1340209,663,1371629,322,328,937146,480,968667,220,225,1514191,253,1528149,15,15,188381,24,220091,57,57,585842,61,585842
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,945423000,Public,192,196,700787,218,703537,168,171,619575,193,621671,61,64,480303,77,490553,7,7,45397,9,45397,8,8,77974,11,77974
00113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,908400006,Public,265,266,1121731,462,1129481,262,267,866346,445,874548,162,164,1226555,217,1295805,10,11,92668,18,103205,45,47,350193,49,350193
00114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,Public,148,149,556066,232,574666,134,136,594249,218,610824,70,70,524928,110,546459,4,4,36142,6,36142,49,50,467357,59,471357
00114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,907470001,Public,163,164,512513,242,526413,124,124,383631,169,388631,100,101,938701,156,941201,6,6,20989,8,20989,31,31,254693,33,257561
00114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,924072393,Public,320,323,1023970,382,1042107,256,259,827599,302,844432,68,71,443002,80,445045,5,5,35703,10,44525,17,19,158193,28,169458
00114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,934070001,Public,155,167,468459,291,497026,112,117,307260,187,335467,16,18,97079,28,124693,81,84,587432,132,635629,6,6,27368,6,27368
00114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,917682500,Public,269,280,778364,343,788114,172,175,495842,217,503617,49,50,311054,52,311054,13,13,91417,15,91417,22,22,188022,23,188022
00114600,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,959290001,Public,150,163,379391,209,384048,147,158,402871,186,403879,77,81,437774,89,437774,2,3,8314,6,8314,16,16,126244,16,126244
00114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,937408026,Public,197,200,673777,308,694755,136,138,461908,211,474909,22,23,190121,40,231121,1,1,5000,2,5000,20,20,170466,20,170466
00114900,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, HUMBOLDT",CA,955218299,Public,58,60,203478,90,207478,64,66,192329,91,197683,35,35,198420,41,203420,1,1,8500,1,8500,5,6,34826,8,45706
00115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,958196044,Public,214,218,802390,314,829914,241,245,831756,310,849644,72,76,673963,89,691163,24,27,208454,51,222982,33,36,327534,40,333119
00115100,SAN DIEGO STATE UNIVERSITY,CA,921821690,Public,379,393,1208993,531,1212973,333,343,1142313,461,1148242,223,227,1699139,263,1699139,32,32,254728,49,297036,116,117,1291900,127,1291900
00115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,913308307,Public,368,376,1501532,678,1513090,272,275,999833,503,1007833,296,303,1928624,351,1928624,-,-, -,-, -,183,186,1853754,202,1853754
00115400,SAN FRANCISCO STATE UNIVERSITY,CA,941321740,Public,461,476,1274757,565,1290672,340,355,1133788,445,1142381,73,75,537099,94,546011,107,111,775683,128,786219,64,66,622508,70,622508
00115500,SAN JOSE STATE UNIVERSITY,CA,951920036,Public,217,225,758667,295,776827,168,174,575850,240,593690,112,115,755338,134,765213,53,56,382028,71,382028,80,85,576576,98,580567
00115600,SONOMA STATE UNIVERSITY,CA,949283609,Public,63,63,185510,86,191725,45,46,133949,67,136261,39,39,297317,39,297317,9,9,76489,14,76489,5,5,43357,6,43357
00115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,953820299,Public,169,177,555174,223,565637,134,139,400499,183,404671,15,15,111753,18,119253,5,5,31000,6,31000,6,6,49169,6,49169
00116100,CERRITOS COMMUNITY COLLEGE,CA,906506296,Public,57,57,204694,113,204694,55,55,242693,111,245943,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00116200,CHABOT COLLEGE,CA,945452400,Public,10,10,36400,20,36400,8,8,35614,18,38614,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00116300,CHAFFEY COMMUNITY COLLEGE,CA,917379400,Public,18,18,35938,20,38188,20,20,58000,22,59000,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00116400,CHAPMAN UNIVERSITY,CA,928661099,Private-Nonprofit,27,27,85958,45,85958,28,28,75754,45,75754,93,93,1280358,499,4741125,21,21,225135,47,284271,125,126,1608286,613,7564680
00116500,CHURCH DIVINITY SCHOOL OF THE PACIFIC,CA,947091217,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,0,0,0,1,4330,-,-, -,-, -,-,-, -,-, -
00116600,CITRUS COLLEGE,CA,917411899,Public,21,22,49624,50,69516,21,22,58249,50,89027,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00116900,CLAREMONT GRADUATE UNIVERSITY,CA,917116163,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,46,49,551089,54,564436,-,-, -,-, -,128,145,1886955,165,1908708
00117000,CLAREMONT MCKENNA COLLEGE,CA,917116400,Private-Nonprofit,3,3,8342,5,8342,4,4,15857,7,15857,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00117100,HARVEY MUDD COLLEGE,CA,917115990,Private-Nonprofit,-,-, -,-, -,1,1,2000,2,3915,-,-, -,-, -,0,0,0,1,5564,-,-, -,-, -
00117200,PITZER COLLEGE,CA,917116101,Private-Nonprofit,2,2,10500,3,10500,5,5,20360,8,20360,-,-, -,-, -,2,2,47138,2,47138,-,-, -,-, -
00117300,POMONA COLLEGE,CA,917116301,Private-Nonprofit,4,4,7146,8,7146,3,3,13930,5,13930,-,-, -,-, -,1,1,31324,2,31324,-,-, -,-, -
00117400,SCRIPPS COLLEGE,CA,917113948,Private-Nonprofit,6,6,27281,12,27281,5,5,30000,9,30000,-,-, -,-, -,1,1,6000,2,6000,-,-, -,-, -
00117600,WEST HILLS COMMUNITY COLLEGE,CA,932101399,Public,1,1,1750,17,11638,1,1,3000,17,14882,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00117700,UNIVERSITY OF SILICON VALLEY,CA,951341697,Proprietary,126,132,473700,324,655329,126,156,486112,369,635884,2,2,26273,7,51135,61,83,782759,181,1005076,-,-, -,-, -
00117800,COLLEGE OF MARIN,CA,949042590,Public,3,3,10940,12,21690,1,1,10000,7,20000,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,940021997,Private-Nonprofit,6,6,23786,10,23786,6,6,38173,10,38173,41,42,672874,69,672874,-,-, -,-, -,1,1,4000,1,4000
00118100,COLLEGE OF SAN MATEO,CA,944023784,Public,4,4,14000,8,14000,6,6,15177,12,15177,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00118200,COLLEGE OF THE DESERT,CA,922609305,Public,4,4,10250,12,18375,4,4,12000,10,18375,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00118300,HOLY NAMES UNIVERSITY,CA,946191699,Private-Nonprofit,25,25,83750,38,97000,28,28,91000,45,101000,121,126,1409086,175,1626236,6,6,72561,10,72561,19,20,213853,25,233367
00118500,COLLEGE OF THE REDWOODS,CA,955019300,Public,20,20,63455,44,67946,18,18,46156,42,57338,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00118600,COLLEGE OF THE SEQUOIAS,CA,932772234,Public,4,4,11698,8,11698,1,1,1200,2,1200,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00118700,COLLEGE OF THE SISKIYOUS,CA,960942899,Public,5,5,12750,24,31575,6,6,18242,27,41798,-,-, -,-, -,1,1,5000,2,5000,-,-, -,-, -
00119000,CONTRA COSTA COLLEGE,CA,948063195,Public,10,10,24733,32,43933,10,10,35750,28,58683,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00119100,DIABLO VALLEY COLLEGE,CA,945231544,Public,27,27,80578,48,96266,27,27,104662,46,127412,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00119200,CUESTA COLLEGE,CA,934038106,Public,17,19,52328,49,86489,23,25,75565,55,125760,-,-, -,-, -,0,0,0,1,5666,-,-, -,-, -
00119300,CYPRESS COLLEGE,CA,906305897,Public,15,15,36700,31,37669,10,10,29500,21,31281,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,949012298,Private-Nonprofit,15,16,71750,28,80000,16,19,46856,31,54856,37,38,646007,147,1260544,6,6,60009,6,60009,65,68,816604,71,841085
00119700,EL CAMINO COLLEGE,CA,905060002,Public,68,69,140109,284,244823,63,64,175177,266,316172,-,-, -,-, -,1,1,12098,2,12098,-,-, -,-, -
00119900,FOOTHILL COLLEGE,CA,940224597,Public,62,64,174228,295,384382,41,45,126157,232,380304,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00120000,FULLER THEOLOGICAL SEMINARY,CA,911820002,Private-Nonprofit,-,-, -,-, -,1,1,2375,13,33510,55,55,539653,693,3809308,-,-, -,-, -,10,10,138963,196,1058317
00120100,FULLERTON COLLEGE,CA,928322095,Public,44,44,136912,90,139162,41,41,149649,83,149649,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00120200,GAVILAN COLLEGE,CA,950209599,Public,1,1,3500,2,3500,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
