ope_id_00100200,school_alabama_agricultural_mechanical_university,state_al,zip_code_357621357,school_type_public,recipients_236,number_of_loans_originated_240,dollar_amount_of_loans_originated_843545,number_of_disbursements_529,dollar_amount_of_disbursements_970795,recipients_283,number_of_loans_originated_306,dollar_amount_of_loans_originated_966467,number_of_disbursements_671,dollar_amount_of_disbursements_1113771,recipients_55,number_of_loans_originated_56,dollar_amount_of_loans_originated_481420,number_of_disbursements_118,dollar_amount_of_disbursements_576247,recipients_172,number_of_loans_originated_178,dollar_amount_of_loans_originated_2122746,number_of_disbursements_375,dollar_amount_of_disbursements_2332380,recipients_42,number_of_loans_originated_43,dollar_amount_of_loans_originated_331579,number_of_disbursements_85,dollar_amount_of_disbursements_333079
175800,SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE,IL,629010000,Public,124,127,322760,148,326260,132,139,406839,168,412839,301,306,2719237,312,2719237,26,28,182603,32,182603,203,216,2005359,224,2005359
175900,SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE,IL,620261060,Public,146,148,369263,175,369263,172,176,529781,210,529781,437,588,2838097,590,2838097,28,30,204890,34,204890,197,200,2275602,215,2275602
176500,UNIVERSITY OF SAINT MARY OF THE LAKE,IL,600601174,Private-Nonprofit,,,,,,,,,,,0,0,0,2,12271,,,,,,1,1,11359,1,11359
176700,BENEDICTINE UNIVERSITY,IL,605320900,Private-Nonprofit,49,53,182108,66,109544,59,62,220007,79,142988,130,185,3040026,190,785397,6,8,82189,11,52803,10,10,132205,12,75411
176800,SAINT XAVIER UNIVERSITY,IL,606553199,Private-Nonprofit,38,40,84455,45,88312,31,32,91073,36,94073,73,79,369462,99,401643,16,16,102836,16,102836,20,21,188577,23,188577
177100,TRINITY CHRISTIAN COLLEGE,IL,604630929,Private-Nonprofit,7,7,21015,29,57202,9,9,32757,30,76014,0,0,0,10,64063,2,2,14517,6,31015,,,,,
177200,TRINITY INTERNATIONAL UNIVERSITY,IL,600151283,Private-Nonprofit,0,0,0,1,500,0,0,0,2,3666,17,17,176801,268,1369527,,,,,,16,16,209593,204,1937768
177300,TRITON COLLEGE,IL,601711995,Public,8,8,22598,17,23682,17,17,55752,39,67020,,,,,,1,1,14235,2,14235,,,,,
177400,UNIVERSITY OF CHICAGO (THE),IL,606371476,Private-Nonprofit,5,5,18476,7,21226,12,12,51859,17,59609,130,136,2240654,212,1283626,7,7,137505,11,200859,90,99,2651835,152,1478299
177500,UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,IL,618205796,Public,250,255,614162,320,630412,168,172,434613,252,456139,594,624,4058479,654,4068729,91,93,717218,118,761736,441,470,3662352,506,3679686
177600,UNIVERSITY OF ILLINOIS CHICAGO,IL,606077128,Public,187,192,662025,284,695877,131,135,353826,209,412273,654,684,5470271,968,8719931,53,54,375108,65,375108,1003,1079,16145595,1406,22051531
177800,VANDERCOOK COLLEGE OF MUSIC,IL,606163731,Private-Nonprofit,0,0,0,1,1750,0,0,0,1,1000,0,0,0,1,6833,0,0,0,1,4500,,,,,
178000,WESTERN ILLINOIS UNIVERSITY,IL,614551390,Public,91,91,255595,120,292909,85,88,255167,117,282703,31,31,218284,50,298443,19,19,123095,27,136019,10,10,64867,12,71484
178100,WHEATON COLLEGE,IL,601875535,Private-Nonprofit,4,4,19500,20,27103,9,9,47000,24,54139,4,4,54880,36,244340,3,3,26602,5,26602,19,19,236463,23,259234
178300,WORSHAM COLLEGE OF MORTUARY SCIENCE,IL,600902646,Proprietary,82,82,313643,106,209932,95,95,474285,118,296066,,,,,,2,2,21462,2,10731,,,,,
178500,ANDERSON UNIVERSITY,IN,460123495,Private-Nonprofit,55,56,111821,65,114196,38,40,86510,52,92602,15,15,140980,16,140980,9,9,69919,12,69919,0,0,0,1,7500
178600,BALL STATE UNIVERSITY,IN,473060880,Public,463,470,1273943,519,1273943,407,414,1267343,462,1270593,1371,1414,8338347,1418,8338347,29,30,209014,38,209014,70,74,476354,76,476354
178700,BETHEL UNIVERSITY,IN,465455591,Private-Nonprofit,7,7,18588,17,33648,8,8,26871,22,61104,5,5,43480,17,107649,0,0,0,1,1828,,,,,
178800,BUTLER UNIVERSITY,IN,462083487,Private-Nonprofit,13,13,52500,46,83847,14,14,45500,39,72796,100,100,1377641,223,1917641,21,22,281473,31,296275,121,125,1585254,135,1585254
178900,CHRISTIAN THEOLOGICAL SEMINARY,IN,462083301,Private-Nonprofit,,,,,,,,,,,4,4,26766,4,26766,,,,,,,,,,
179200,DEPAUW UNIVERSITY,IN,461350037,Private-Nonprofit,4,4,14820,8,14820,7,9,23720,15,23720,,,,,,5,5,36359,6,36359,,,,,
179300,EARLHAM COLLEGE,IN,473744095,Private-Nonprofit,1,1,4500,3,6250,1,1,2000,3,3000,,,,,,5,5,23316,12,25396,1,1,5149,1,5149
179500,UNIVERSITY OF EVANSVILLE,IN,477220002,Private-Nonprofit,23,24,54264,28,54264,22,23,73200,30,73200,52,54,635719,57,635719,5,5,28337,5,28337,148,205,2608750,273,2608750
179800,FRANKLIN COLLEGE OF INDIANA,IN,461312623,Private-Nonprofit,1,1,4000,1,4000,,,,,,13,13,259329,33,331079,4,4,14730,4,14730,10,10,215255,29,301653
179900,GOSHEN COLLEGE,IN,465264794,Private-Nonprofit,2,2,2576,5,8879,3,3,8253,5,13420,0,0,0,21,129447,1,1,3668,1,3668,0,0,0,1,2493
180000,GRACE COLLEGE AND THEOLOGICAL SEMINARY,IN,465901224,Private-Nonprofit,15,15,38903,52,90686,15,15,55204,51,113659,14,14,147392,140,819550,1,1,6000,15,40136,2,2,8223,5,18365
180100,HANOVER COLLEGE,IN,472430108,Private-Nonprofit,1,1,5500,1,5500,1,1,7000,1,7000,4,4,49300,206,1561755,2,2,9592,2,9592,18,21,155933,214,3238675
180300,HUNTINGTON UNIVERSITY,IN,467501299,Private-Nonprofit,16,16,59740,35,67064,19,19,113883,40,123908,67,67,684814,114,911159,2,2,5778,3,5778,27,28,407933,56,458647
180400,UNIVERSITY OF INDIANAPOLIS,IN,462273697,Private-Nonprofit,135,138,465140,138,465140,74,77,271189,77,271189,299,307,2664729,307,2664729,9,9,77210,10,77210,50,50,475659,50,475659
180500,INDIANA INSTITUTE OF TECHNOLOGY,IN,468031297,Private-Nonprofit,250,251,461010,2838,1395399,266,267,820073,2942,2344811,32,32,211970,285,715794,2,2,10988,9,20072,9,9,57514,45,101511
180700,INDIANA STATE UNIVERSITY,IN,478092501,Public,64,64,195594,88,205844,88,90,290936,114,302434,103,103,732056,110,745925,29,31,185625,38,187225,68,74,649663,77,649663
180800,UNIVERSITY OF SOUTHERN INDIANA,IN,477123596,Public,31,31,85134,46,89233,46,46,153090,60,153090,186,189,921340,191,931307,15,15,68576,20,68576,23,23,165435,24,165435
180900,INDIANA UNIVERSITY - BLOOMINGTON,IN,474057000,Public,282,301,790715,387,790715,277,283,722752,364,722752,345,367,2329465,401,2329810,86,97,956620,121,956620,219,253,2338384,299,2345296
181100,INDIANA UNIVERSITY - EAST,IN,473741289,Public,117,123,263286,129,263286,176,182,498479,196,498479,26,26,137804,26,137804,3,5,9031,5,9031,6,6,52421,6,52421
181300,INDIANA UNIVERSITY-INDIANAPOLIS,IN,462022896,Public,290,301,764373,365,765120,346,357,1035144,420,1035560,1115,1186,8563039,1241,8563039,26,28,191092,31,191092,942,1065,14062390,1137,14062390
181400,INDIANA UNIVERSITY - KOKOMO,IN,469023557,Public,60,63,138409,75,138409,93,97,282569,115,282569,25,25,133956,25,133956,2,3,22795,5,22795,2,2,15507,2,15507
181500,INDIANA UNIVERSITY - NORTHWEST,IN,464081197,Public,96,98,266172,109,266172,129,132,371494,139,371494,38,39,165826,39,165826,5,5,37114,7,37114,3,3,24586,3,24586
181600,INDIANA UNIVERSITY - SOUTH BEND,IN,466347111,Public,92,92,186072,99,186278,127,130,340759,134,344313,60,60,282021,61,290943,4,4,22168,6,22168,37,44,319540,49,319540
181700,INDIANA UNIVERSITY SOUTHEAST,IN,471506405,Public,107,110,229386,125,229386,138,144,422214,156,422214,52,54,257703,58,259575,1,1,14317,2,14317,2,2,13425,2,13425
182000,MANCHESTER UNIVERSITY,IN,469621276,Private-Nonprofit,3,3,12000,3,6000,4,4,27120,4,13560,47,47,916250,47,328581,,,,,,47,47,1574599,65,1034036
182100,MARIAN UNIVERSITY,IN,462221997,Private-Nonprofit,201,202,777063,203,434569,214,215,1219800,219,703996,130,130,2411213,130,917644,3,3,27646,3,27646,85,86,4484624,86,1470979
182200,INDIANA WESLEYAN UNIVERSITY,IN,469534974,Private-Nonprofit,1089,1100,3720505,3320,3152687,1045,1054,5685070,3131,4726254,916,919,13121010,1990,12057439,8,9,57089,23,118685,47,49,359610,89,425515
182400,OAKLAND CITY UNIVERSITY,IN,476601099,Private-Nonprofit,3,3,6702,3,6702,2,2,3000,3,3000,10,10,64718,25,131799,,,,,,1,1,3000,2,12906
182500,PURDUE UNIVERSITY,IN,479072040,Public,129,130,409417,172,318858,201,201,843617,288,729038,499,500,6480285,506,4236350,71,72,674107,85,642877,120,122,1132364,122,814110
182700,PURDUE UNIVERSITY NORTHWEST,IN,463232094,Public,67,69,170988,141,174863,99,100,273168,200,282019,48,50,242558,94,239711,7,7,34939,13,31638,7,7,37063,12,32572
182800,PURDUE UNIVERSITY FORT WAYNE,IN,468051499,Public,78,78,159534,83,161784,98,100,265235,107,268985,38,42,210937,42,210937,7,8,48802,9,48802,,,,,
183000,ROSE-HULMAN INSTITUTE OF TECHNOLOGY,IN,478033999,Private-Nonprofit,5,5,11850,14,12000,7,7,19553,16,22606,,,,,,3,3,26598,9,70724,,,,,
183200,UNIVERSITY OF SAINT FRANCIS,IN,468083994,Private-Nonprofit,20,20,50750,26,62249,27,27,63611,35,80626,44,45,637289,60,698432,9,9,69937,11,79331,27,28,306004,28,306004
183400,CALUMET COLLEGE OF SAINT JOSEPH,IN,463942195,Private-Nonprofit,5,7,11415,7,11415,4,4,6532,5,7532,,,,,,2,2,5192,2,5192,,,,,
183500,SAINT MARY OF THE WOODS COLLEGE,IN,478760067,Private-Nonprofit,46,46,85720,52,89297,53,56,130948,65,137788,66,67,254655,68,258293,3,3,14403,3,14403,2,2,26080,3,27303
183600,SAINT MARY'S COLLEGE,IN,465565007,Private-Nonprofit,15,15,30991,22,30991,18,18,65809,35,69878,4,4,60376,38,259289,16,16,236633,29,236633,0,0,0,9,90726
183800,TAYLOR UNIVERSITY,IN,469891001,Private-Nonprofit,14,14,47792,21,55948,17,17,45563,22,49353,1,1,5807,1,5807,8,8,84496,12,100358,1,1,2046,2,2046
183900,TRINE UNIVERSITY,IN,467031764,Private-Nonprofit,57,59,115102,67,92887,50,52,139068,62,111271,26,26,291206,123,955502,18,20,115273,22,121106,8,11,86554,79,1046403
184000,UNIVERSITY OF NOTRE DAME,IN,465565602,Private-Nonprofit,8,8,28890,25,37640,14,14,42296,41,56046,108,108,2101041,113,763269,3,3,45946,6,63446,51,55,2263223,64,788697
184200,VALPARAISO UNIVERSITY,IN,463836493,Private-Nonprofit,74,74,218377,84,200253,78,80,266842,95,240731,73,73,766576,74,715326,14,14,95651,17,98331,28,28,294038,29,294038
184300,VINCENNES UNIVERSITY,IN,475911523,Public,76,82,174592,165,176842,77,80,181191,163,185553,,,,,,4,4,32461,8,32461,,,,,
184400,WABASH COLLEGE,IN,479330352,Private-Nonprofit,5,5,12894,7,12894,6,6,14106,8,14106,,,,,,1,1,5701,1,5701,,,,,
184600,BRIAR CLIFF UNIVERSITY,IA,511042324,Private-Nonprofit,4,4,9950,4,9950,9,9,41500,10,41500,28,28,410888,28,410888,,,,,,36,37,499562,37,499562
184700,BUENA VISTA UNIVERSITY,IA,505889987,Private-Nonprofit,52,52,184441,331,641729,54,54,253973,314,805784,70,70,466984,238,1354715,0,0,0,2,16815,1,1,4500,3,14442
184800,SOUTHEASTERN COMMUNITY COLLEGE,IA,526550605,Public,22,23,71199,54,83739,21,21,65631,51,99540,,,,,,,,,,,,,,,
185000,CENTRAL COLLEGE,IA,502191999,Private-Nonprofit,9,9,20811,10,23561,8,8,25133,8,25133,,,,,,2,2,12337,6,21855,,,,,
185200,CLARKE UNIVERSITY,IA,520013198,Private-Nonprofit,7,7,17720,8,17720,12,12,21702,13,21702,5,5,30346,5,30346,5,5,29797,5,29797,9,9,79334,9,79334
185400,COE COLLEGE,IA,524025092,Private-Nonprofit,2,2,2975,4,2975,1,1,2500,1,2500,,,,,,5,5,37837,5,37837,,,,,
185500,DES MOINES UNIVERSITY - OSTEOPATHIC MEDICAL CENTER,IA,502665360,Private-Nonprofit,,,,,,,,,,,458,481,6352009,484,6352009,,,,,,44,50,218259,92,237117
185600,CORNELL COLLEGE,IA,523141098,Private-Nonprofit,2,2,4500,2,4500,2,2,7000,2,7000,,,,,,5,5,39366,5,39366,,,,,
185700,SOUTHWESTERN COMMUNITY COLLEGE,IA,508011098,Public,11,11,30804,22,29656,10,10,18115,24,38740,,,,,,1,1,1500,2,1500,,,,,
185900,DORDT UNIVERSITY,IA,512501697,Private-Nonprofit,3,3,13500,3,13500,3,3,10200,3,10200,0,0,0,1,7349,2,2,14905,3,19045,,,,,
186000,DRAKE UNIVERSITY,IA,503114505,Private-Nonprofit,34,35,140388,40,83233,41,42,164953,48,111543,235,242,4178535,244,1971637,13,13,93573,14,81027,73,74,1905910,82,817753
186200,ELLSWORTH COMMUNITY COLLEGE,IA,501262302,Public,20,20,34955,38,33080,22,22,32349,42,32497,,,,,,8,8,21339,16,21339,,,,,
186400,IOWA LAKES COMMUNITY COLLEGE,IA,513342234,Public,9,9,20785,28,37685,10,10,27980,34,52657,,,,,,,,,,,,,,,
186500,IOWA CENTRAL COMMUNITY COLLEGE,IA,505015798,Public,156,158,265249,250,271776,126,129,307083,218,360788,,,,,,7,9,17314,15,14620,,,,,
186600,GRACELAND UNIVERSITY,IA,501401699,Private-Nonprofit,1,1,417,5,5736,2,2,11483,12,29392,72,72,592201,228,1720023,1,1,4550,1,4550,25,27,455241,58,907018
186700,GRAND VIEW UNIVERSITY,IA,503161599,Private-Nonprofit,33,34,65771,42,76398,33,34,105451,39,118119,35,37,244162,147,1024738,7,7,35604,7,35604,3,3,17469,12,82530
186800,GRINNELL COLLEGE,IA,501121690,Private-Nonprofit,10,11,21013,13,21013,3,3,13500,3,13500,,,,,,,,,,,,,,,
186900,IOWA STATE UNIVERSITY OF SCIENCE & TECHNOLOGY,IA,500112103,Public,389,434,1339173,546,1110392,484,535,1732514,642,1345139,230,256,3585058,266,2324730,81,85,1277570,127,790155,7,8,38010,19,92787
187300,LORAS COLLEGE,IA,520040178,Private-Nonprofit,2,2,3812,3,3812,1,1,1000,1,1000,21,21,407458,41,114277,,,,,,1,1,18553,1,3887
187400,LUTHER COLLEGE,IA,521011045,Private-Nonprofit,3,3,6000,3,6000,8,11,25375,14,26375,,,,,,2,2,11000,2,11000,,,,,
187500,MARSHALLTOWN COMMUNITY COLLEGE,IA,501584760,Public,14,14,21053,19,21053,14,14,31542,20,32667,,,,,,,,,,,,,,,
187700,NORTH IOWA AREA COMMUNITY COLLEGE,IA,504017299,Public,5,5,12284,12,15101,3,3,14067,5,12534,,,,,,1,1,4420,3,6390,,,,,
187900,MORNINGSIDE UNIVERSITY,IA,511061751,Private-Nonprofit,23,23,79301,30,81072,25,39,81127,46,83877,137,215,653269,217,653269,5,5,24202,7,24202,2,2,8404,2,8404
188000,MOUNT MERCY UNIVERSITY,IA,524024797,Private-Nonprofit,12,12,40980,35,77019,26,28,68583,36,82816,70,78,400544,79,404572,3,4,24101,4,24101,5,5,29920,5,29920
188100,UNIVERSITY OF ARIZONA GLOBAL CAMPUS (THE),CA,921231406,Proprietary,2747,2831,10176952,4931,8786772,2795,2896,14604575,4962,12274329,970,1026,13824277,1897,12892069,10,10,135182,18,143397,96,97,1754580,240,1930186
188300,NORTHWESTERN COLLEGE,IA,510411996,Private-Nonprofit,9,9,15307,28,36877,12,12,26437,22,45338,45,45,519043,138,861127,,,,,,1,1,9695,40,639776
188700,SIMPSON COLLEGE,IA,501251297,Private-Nonprofit,6,6,10007,9,10007,10,10,32224,16,32224,,,,,,7,7,37661,13,37661,,,,,
188900,ST. AMBROSE UNIVERSITY,IA,528032898,Private-Nonprofit,12,13,36454,19,39204,13,13,39181,19,39181,102,103,1078920,104,1078920,15,15,147206,24,147206,40,41,301523,41,301523
189000,UNIVERSITY OF NORTHERN IOWA,IA,506140002,Public,92,96,217667,121,221167,153,161,429177,188,430177,135,138,654516,139,654516,18,20,86326,24,86326,39,39,256319,39,256319
189100,UNIVERSITY OF DUBUQUE,IA,520015099,Private-Nonprofit,130,133,293061,133,293061,202,215,552378,217,553642,88,89,727471,89,727471,9,12,97257,12,97257,35,40,349701,40,349701
189200,UNIVERSITY OF IOWA,IA,522421316,Public,110,122,293247,122,293247,148,160,447206,160,447206,302,367,2071363,367,2071363,107,109,1100401,109,1100401,300,323,3348991,323,3348991
189300,UPPER IOWA UNIVERSITY,IA,521429206,Private-Nonprofit,298,298,660815,568,635877,305,305,984760,581,952603,172,172,1435495,310,1755880,5,5,27260,8,24760,8,8,41452,10,33617
189500,WALDORF UNIVERSITY,IA,504361700,Private-Nonprofit,139,140,523563,419,480061,140,143,800276,422,701581,54,54,818301,155,677085,3,4,18582,5,15712,,,,,
189600,WARTBURG COLLEGE,IA,506772200,Private-Nonprofit,6,7,21323,12,23323,7,7,23078,12,23078,0,0,0,6,25508,5,5,23532,6,23532,,,,,
189700,WARTBURG THEOLOGICAL SEMINARY,IA,520037769,Private-Nonprofit,,,,,,,,,,,1,1,8568,1,8568,,,,,,,,,,
190000,WILLIAM PENN UNIVERSITY,IA,525771799,Private-Nonprofit,30,31,77216,58,75582,34,34,89931,59,78541,,,,,,6,6,41300,11,40050,,,,,
190100,ALLEN COUNTY COMMUNITY COLLEGE,KS,667491607,Public,7,7,12987,7,12987,4,4,7921,4,7921,,,,,,,,,,,,,,,
190200,COWLEY COLLEGE,KS,670052662,Public,44,44,93088,93,154930,40,40,125158,69,184696,,,,,,,,,,,,,,,
190300,BAKER UNIVERSITY,KS,660060065,Private-Nonprofit,38,39,134225,62,163940,43,43,228241,68,250722,33,33,504696,86,764931,6,6,39416,6,39416,1,1,30294,3,68291
190400,BETHANY COLLEGE,KS,674561897,Private-Nonprofit,10,10,33888,14,33888,11,11,26691,17,26691,,,,,,5,5,32242,10,32242,,,,,
190500,BETHEL COLLEGE,KS,671178061,Private-Nonprofit,1,1,4500,2,4500,2,2,3487,2,3487,,,,,,,,,,,,,,,
190600,BUTLER COUNTY COMMUNITY COLLEGE,KS,670423280,Public,63,63,176893,91,204609,49,49,163673,69,194318,,,,,,,,,,,,,,,
190800,CENTRAL CHRISTIAN COLLEGE OF KANSAS,KS,674605799,Private-Nonprofit,41,41,166630,91,173466,42,43,203895,90,204900,2,2,41000,6,61208,1,1,10675,2,10675,,,,,
190900,CLOUD COUNTY COMMUNITY COLLEGE,KS,669011002,Public,13,13,21852,19,19171,10,11,22286,19,19544,,,,,,1,1,6000,2,6000,,,,,
191000,COFFEYVILLE COMMUNITY COLLEGE,KS,673375064,Public,26,26,77417,36,79667,21,21,46399,30,48399,,,,,,,,,,,,,,,
191100,COLBY COMMUNITY COLLEGE,KS,677014099,Public,8,8,18348,14,27965,9,9,34078,16,44446,,,,,,1,1,2008,2,6204,,,,,
191300,DODGE CITY COMMUNITY COLLEGE,KS,678012399,Public,16,16,55612,24,39530,13,13,42821,20,27560,,,,,,,,,,,,,,,
191400,DONNELLY COLLEGE,KS,661024298,Private-Nonprofit,6,6,16538,6,16538,8,8,28200,8,28200,,,,,,,,,,,,,,,
191500,FORT HAYS STATE UNIVERSITY,KS,676014099,Public,132,136,292241,138,292241,130,132,316565,133,316565,374,384,1287257,384,1287257,4,4,10570,10,37698,11,11,52094,14,52094
191600,FORT SCOTT COMMUNITY COLLEGE,KS,667013199,Public,9,9,17478,41,37239,9,9,40307,37,64534,,,,,,1,1,928,2,928,,,,,
191700,BARCLAY COLLEGE,KS,670590288,Private-Nonprofit,2,2,4332,4,8832,3,3,9500,7,14000,,,,,,,,,,,,,,,
191800,FRIENDS UNIVERSITY,KS,672133397,Private-Nonprofit,22,22,95643,32,67698,23,24,116849,32,76371,83,84,1379134,85,611961,4,4,41100,6,49757,2,2,8785,2,8785
191900,GARDEN CITY COMMUNITY COLLEGE,KS,678466398,Public,24,26,63643,29,67143,23,24,55959,26,58959,,,,,,1,1,1948,1,1948,,,,,
192100,HIGHLAND COMMUNITY COLLEGE,KS,660354062,Public,8,8,14880,19,20630,10,10,26111,23,29861,,,,,,,,,,,,,,,
192300,HUTCHINSON COMMUNITY COLLEGE,KS,675015894,Public,54,54,151588,94,189981,49,49,141571,86,233864,,,,,,0,0,0,1,411,,,,,
192400,INDEPENDENCE COMMUNITY COLLEGE,KS,673010000,Public,27,27,69824,67,96423,23,23,47802,54,59484,,,,,,,,,,,,,,,
192500,KANSAS CITY KANSAS COMMUNITY COLLEGE,KS,661129978,Public,20,20,34614,38,53791,21,21,53126,41,69430,,,,,,,,,,,,,,,
192600,PITTSBURG STATE UNIVERSITY,KS,667627500,Public,26,26,65141,70,112621,26,26,49571,75,126308,58,58,272507,213,774110,3,3,12036,12,37395,6,8,40259,10,40259
192700,EMPORIA STATE UNIVERSITY,KS,668015415,Public,67,67,109515,67,107765,60,60,122285,61,122285,413,417,2242308,419,2243308,3,3,18553,3,12553,3,3,44108,3,21893
192800,KANSAS STATE UNIVERSITY,KS,665060112,Public,103,110,258553,136,269969,173,179,428011,221,456004,259,273,1597440,288,1601676,38,41,259036,47,294244,193,210,1843861,215,1843861
192900,KANSAS WESLEYAN UNIVERSITY,KS,674016196,Private-Nonprofit,1,1,3750,2,6500,5,5,22000,8,24635,2,2,10741,12,41819,1,1,1050,1,1050,,,,,
193000,LABETTE COMMUNITY COLLEGE,KS,673574299,Public,6,6,8680,7,10680,5,5,12320,5,12320,,,,,,0,0,0,1,5205,,,,,
193100,MANHATTAN CHRISTIAN COLLEGE,KS,665024081,Private-Nonprofit,5,6,15021,8,15021,5,6,11750,7,11750,,,,,,2,2,10500,2,10500,,,,,
193300,MCPHERSON COLLEGE,KS,674603899,Private-Nonprofit,7,7,20000,9,20000,5,5,10000,7,10000,,,,,,7,7,111593,11,111593,,,,,
193600,NEOSHO COUNTY COMMUNITY COLLEGE,KS,667202699,Public,19,19,36242,38,42466,10,10,23916,22,26132,,,,,,1,1,835,2,835,,,,,
193700,OTTAWA UNIVERSITY,KS,660673399,Private-Nonprofit,25,25,94066,92,221425,29,29,148366,97,303036,31,31,420081,108,851033,3,3,48016,8,84587,0,0,0,3,20956
193800,PRATT COMMUNITY COLLEGE,KS,671248432,Public,20,22,76744,23,33624,19,21,46872,21,24306,,,,,,1,1,4500,1,4500,,,,,
193900,NEWMAN UNIVERSITY,KS,672132084,Private-Nonprofit,37,37,157716,41,80419,37,37,216111,40,106074,65,66,1134117,80,522915,1,1,3299,1,3299,49,52,1856987,58,735153
194000,SOUTHWESTERN COLLEGE,KS,671562499,Private-Nonprofit,22,22,93641,30,69529,22,22,115737,31,77221,10,11,181112,11,78466,2,2,25715,5,50402,,,,,
194300,UNIVERSITY OF SAINT MARY,KS,660485023,Private-Nonprofit,3,3,8000,17,32331,5,5,19250,32,70933,43,43,551268,210,1705873,1,1,5918,4,10300,4,4,71976,85,744600
194500,STERLING COLLEGE,KS,675791533,Private-Nonprofit,7,7,32500,7,32500,9,10,38250,10,38250,0,0,0,3,27168,3,3,23715,3,23715,,,,,
194600,TABOR COLLEGE,KS,670631799,Private-Nonprofit,,,,,,3,3,16800,6,18800,11,11,61500,43,239614,2,2,23600,3,23600,,,,,
194800,UNIVERSITY OF KANSAS,KS,660457535,Public,239,241,504980,267,521730,381,393,865610,428,879110,745,797,13782379,827,8678328,208,215,1432013,232,1465948,207,235,4268704,241,4009983
194900,WASHBURN UNIVERSITY - TOPEKA,KS,666211110,Public,90,90,236235,110,245235,102,102,270523,122,279565,21,21,100714,21,100714,10,10,55759,13,55759,40,43,336698,48,330391
195000,WICHITA STATE UNIVERSITY,KS,672600024,Public,222,223,565970,261,577138,216,216,547614,242,554535,198,200,1420860,210,1426346,10,12,67523,18,67523,90,96,812963,101,813150
195100,ALICE LLOYD COLLEGE,KY,418449703,Private-Nonprofit,3,3,7050,4,7050,3,3,3600,4,3600,,,,,,,,,,,,,,,
195200,ASBURY UNIVERSITY,KY,403901198,Private-Nonprofit,14,15,38662,34,66047,11,12,33150,26,61818,82,83,1348009,88,605581,4,4,18887,4,18887,2,2,15200,2,11638
195300,ASBURY THEOLOGICAL SEMINARY,KY,403901199,Private-Nonprofit,,,,,,,,,,,3,3,10367,5,10367,,,,,,,,,,
195400,BELLARMINE UNIVERSITY,KY,402051877,Private-Nonprofit,46,46,152403,50,152403,54,56,211711,61,211711,105,105,889961,105,889961,2,2,12878,2,12878,126,126,1805247,126,1805247
195500,BEREA COLLEGE,KY,404042182,Private-Nonprofit,1,1,1000,1,1000,7,8,13074,8,13074,,,,,,,,,,,,,,,
195800,BRESCIA UNIVERSITY,KY,423013023,Private-Nonprofit,12,12,18583,12,18583,14,15,38059,15,38059,5,5,31240,5,31240,,,,,,20,20,154218,20,154218
195900,CAMPBELLSVILLE UNIVERSITY,KY,427182799,Private-Nonprofit,122,127,255262,158,263887,108,116,312058,150,327183,463,482,3609297,486,3390047,5,5,31500,7,28183,44,45,325200,45,322950
196000,SPALDING UNIVERSITY,KY,402032188,Private-Nonprofit,17,17,65446,24,64854,23,23,111088,32,107646,322,378,6607763,398,2972982,1,1,1153,2,9153,96,99,1464600,102,983593
196100,CENTRE COLLEGE OF KENTUCKY,KY,404221394,Private-Nonprofit,6,6,19047,7,19047,8,8,13244,9,13244,,,,,,10,10,87009,12,87009,,,,,
196200,UNIVERSITY OF THE CUMBERLANDS,KY,407691372,Private-Nonprofit,628,685,1359634,1914,3238569,470,501,1450925,1823,4272394,661,703,5442937,3681,24027353,3,5,17525,10,31251,114,121,1424642,469,4917065
196300,EASTERN KENTUCKY UNIVERSITY,KY,404753102,Public,332,340,1038257,469,1153965,372,381,1197590,501,1340764,316,323,1880314,354,1968013,20,20,146023,64,298634,73,77,678718,83,678718
196400,GEORGETOWN COLLEGE,KY,403241628,Private-Nonprofit,7,7,20553,9,22449,87,87,227466,135,219238,11,11,48103,18,46375,4,6,37387,11,44609,1,1,7286,2,7286
196500,KENTUCKY CHRISTIAN UNIVERSITY,KY,411432205,Private-Nonprofit,2,2,5000,3,6750,1,1,2000,1,2000,0,0,0,5,22500,2,2,6400,2,6400,,,,,
196800,KENTUCKY STATE UNIVERSITY,KY,406012355,Public,26,26,92262,46,113637,24,24,79876,41,97751,9,9,109343,15,119593,14,14,101657,21,130398,,,,,
196900,KENTUCKY WESLEYAN COLLEGE,KY,423016057,Private-Nonprofit,2,2,5875,3,5375,7,7,24600,8,18800,,,,,,2,2,9700,2,9700,,,,,
197200,LINDSEY WILSON COLLEGE,KY,427281223,Private-Nonprofit,105,107,347245,210,536310,40,47,132485,130,301570,60,60,359783,446,2919876,2,2,8265,3,16745,12,12,94856,37,275376
197500,MIDWAY UNIVERSITY,KY,403471120,Private-Nonprofit,93,94,251758,97,231806,65,68,214025,70,163361,37,41,187273,41,182273,3,3,17458,3,17458,1,1,9434,1,9434
197600,MOREHEAD STATE UNIVERSITY,KY,403511689,Public,26,27,92026,52,90284,48,49,128295,90,122528,23,24,161531,31,114671,6,6,32395,12,32395,4,5,33684,9,27613
197700,MURRAY STATE UNIVERSITY,KY,420710009,Public,36,36,96997,48,96997,55,55,181017,78,181017,111,112,769103,115,769103,21,22,133222,28,133222,83,84,1038153,85,1038153
