ope_id,school,state,zip_code,school_type,dl_subsidized_recipients,dl_subsidized_number_of_loans_originated,dl_subsidized_dollar_amount_of_loans_originated,dl_subsidized_number_of_disbursements,dl_subsidized_dollar_amount_of_disbursements,dl_unsubsidized_undergraduate_recipients,dl_unsubsidized_undergraduate_number_of_loans_originated,dl_unsubsidized_undergraduate_dollar_amount_of_loans_originated,dl_unsubsidized_undergraduate_number_of_disbursements,dl_unsubsidized_undergraduate_dollar_amount_of_disbursements,dl_unsubsidized_graduate_recipients,dl_unsubsidized_graduate_number_of_loans_originated,dl_unsubsidized_graduate_dollar_amount_of_loans_originated,dl_unsubsidized_graduate_number_of_disbursements,dl_unsubsidized_graduate_dollar_amount_of_disbursements,dl_parent_plus_recipients,dl_parent_plus_number_of_loans_originated,dl_parent_plus_dollar_amount_of_loans_originated,dl_parent_plus_number_of_disbursements,dl_parent_plus_dollar_amount_of_disbursements,dl_grad_plus_recipients,dl_grad_plus_number_of_loans_originated,dl_grad_plus_dollar_amount_of_loans_originated,dl_grad_plus_number_of_disbursements,dl_grad_plus_dollar_amount_of_disbursements
00108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,AR,716012790,Public,1025,1091,3871809,2005,3871809,998,1234,3040191,2258,3040191,85,124,834400,225,834400,169,190,1722968,369,1722968,-,-, -,-, -
00108700,ARKANSAS BAPTIST COLLEGE,AR,722026099,Private-Nonprofit,262,262,812218,413,812218,270,283,839766,449,839766,-,-, -,-, -,11,12,75812,19,75812,-,-, -,-, -
00108800,LYON COLLEGE,AR,725013699,Private-Nonprofit,269,269,999515,489,999515,368,368,1315118,672,1315118,-,-, -,-, -,81,83,945847,152,945847,-,-, -,-, -
00108900,ARKANSAS TECH UNIVERSITY,AR,728012222,Public,2088,2388,7466087,4481,7466087,2043,2317,8099514,4342,8099514,266,334,3439614,646,3439614,209,239,2229229,463,2229229,31,36,316438,67,316438
00109000,ARKANSAS STATE UNIVERSITY,AR,724010000,Public,3682,3956,13984221,6497,13984221,3813,4290,17040168,7122,17040168,4275,5465,55744344,8318,55744344,310,357,3404479,582,3404479,369,477,5242215,604,5242215
00109100,ARKANSAS STATE UNIVERSITY - BEEBE,AR,720121000,Public,576,597,1834140,1041,1834140,520,551,2029113,963,2029113,-,-, -,-, -,8,10,47953,18,47953,-,-, -,-, -
00109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,720350001,Public,2565,2759,9682079,4717,9682079,2741,3121,10427078,5442,10427078,879,1172,12695580,1810,12695580,486,617,5252294,998,5252294,313,527,2868405,764,2868405
00109300,CENTRAL BAPTIST COLLEGE,AR,720346470,Private-Nonprofit,224,225,855202,417,848952,247,248,973521,457,971271,-,-, -,-, -,65,65,849550,120,838918,-,-, -,-, -
00109400,UNIVERSITY OF THE OZARKS,AR,728302880,Private-Nonprofit,271,271,928718,479,928718,281,292,812623,519,812623,-,-, -,-, -,29,29,327970,57,327970,-,-, -,-, -
00109500,CROWLEY'S RIDGE COLLEGE,AR,724509775,Private-Nonprofit,100,100,394907,185,394907,116,127,402491,234,402491,-,-, -,-, -,39,41,413969,80,413969,-,-, -,-, -
00109700,HARDING UNIVERSITY,AR,721490001,Private-Nonprofit,1057,1242,4498859,2107,4498859,1331,1618,5781751,2731,5781751,629,956,14716499,1365,14716499,300,429,5091442,575,5091442,217,386,5501345,506,5501345
00109800,HENDERSON STATE UNIVERSITY,AR,719990001,Public,582,618,2127579,1023,2127579,595,648,2355945,1099,2355945,321,388,4759946,569,4759946,91,113,1039285,170,1039285,47,56,418334,68,418334
00109900,HENDRIX COLLEGE,AR,720323080,Private-Nonprofit,325,330,1335201,618,1335201,466,479,1792084,899,1792084,1,1,20500,2,20500,120,133,2072872,228,2072872,1,1,19200,2,19200
00110000,JOHN BROWN UNIVERSITY,AR,727612747,Private-Nonprofit,458,460,1783682,829,1783682,553,553,2122036,1004,2122036,246,250,3017984,524,3017984,161,162,1954398,296,1954398,7,7,99073,14,99073
00110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,722041099,Public,2095,2285,8113517,3615,7964819,2010,2212,10419958,3485,10184837,855,969,13977503,1605,13753009,69,85,669652,128,666908,442,535,5960890,888,5856649
00110200,OUACHITA BAPTIST UNIVERSITY,AR,719980001,Private-Nonprofit,409,431,1610500,737,1610500,554,584,2044140,1026,2044140,52,52,764594,125,764594,126,143,1865981,234,1865981,3,3,18576,5,18576
00110300,PHILANDER SMITH COLLEGE,AR,722023718,Private-Nonprofit,494,535,1934765,999,1910015,495,511,1893146,952,1869254,20,25,252101,50,252101,85,89,998373,178,998373,-,-, -,-, -
00110500,SHORTER COLLEGE,AR,721144885,Private-Nonprofit,229,245,709698,731,709698,208,225,850723,701,850723,-,-, -,-, -,3,3,16926,7,16926,-,-, -,-, -
00110600,WILLIAMS BAPTIST UNIVERSITY,AR,724764661,Private-Nonprofit,159,159,584479,281,584479,197,212,767146,388,767146,19,19,194953,41,194953,39,41,318544,68,318544,-,-, -,-, -
00110700,SOUTHERN ARKANSAS UNIVERSITY,AR,717535000,Public,952,970,3951634,1614,3345356,1051,1157,4252837,1873,3431308,580,640,9447979,1108,8491951,214,236,1970786,389,1659961,80,92,1091188,156,982215
00110800,UNIVERSITY OF ARKANSAS,AR,727010000,Public,6290,7830,26173151,13068,26146051,8402,9947,35593977,17507,35536094,1083,1330,17114420,2137,17109170,2011,2386,39552952,3980,39552952,186,264,2408776,366,2408776
00110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,722057102,Public,607,712,2467976,1209,2467976,531,602,2899758,1017,2899758,1079,1357,38872694,2532,38872694,39,46,310527,79,310527,678,965,17690642,1749,17690642
00111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,729047397,Public,1318,1318,4911455,2464,4911455,1157,1179,5061348,2214,5061348,19,19,213909,36,213909,104,104,1069237,207,1069237,1,1,8530,2,8530
00111100,ALLAN HANCOCK COLLEGE,CA,934546399,Public,73,78,264063,152,264063,59,63,262073,123,262073,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00111300,ANTELOPE VALLEY COLLEGE,CA,935365426,Public,604,622,2142375,1931,1999918,563,594,2486276,1813,2322950,-,-, -,-, -,3,3,23162,10,23162,-,-, -,-, -
00111600,ART CENTER COLLEGE OF DESIGN,CA,911031999,Private-Nonprofit,683,883,2980136,1351,2980136,603,791,2273493,1204,2273493,47,76,1147672,113,1147672,129,165,4629642,259,4629642,23,35,990906,63,990906
00111700,AZUSA PACIFIC UNIVERSITY,CA,917027000,Private-Nonprofit,1345,1618,5976569,2969,5976569,1319,1538,5821485,2843,5821485,2406,2708,42238232,5189,42238232,400,448,8151203,803,8151203,1463,1914,29622027,3814,29622027
00111800,BAKERSFIELD COLLEGE,CA,933051299,Public,298,335,1020681,603,1020681,262,304,1117284,533,1117284,-,-, -,-, -,2,2,31113,4,31113,-,-, -,-, -
00111900,BARSTOW COMMUNITY COLLEGE,CA,923116608,Public,512,512,1474932,907,1474932,62,62,254691,110,254691,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00112000,BERKELEY SCHOOL OF THEOLOGY,CA,947043029,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,30,30,466805,60,466805,-,-, -,-, -,2,2,26396,4,26396
00112200,BIOLA UNIVERSITY,CA,906390001,Private-Nonprofit,1272,1276,5422509,2400,5422509,1332,1334,4841683,2513,4841683,403,404,6882109,738,6882109,294,300,6886658,559,6886658,88,89,2133398,189,2133398
00112400,CABRILLO  COLLEGE,CA,950033194,Public,140,140,522046,269,522046,119,119,588396,234,588396,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00112500,CALIFORNIA BAPTIST UNIVERSITY,CA,925043297,Private-Nonprofit,4917,6132,21739098,9693,21739098,4638,5757,18800927,9137,18800927,2670,2938,43484684,6067,43484684,809,1088,18306680,1573,18306680,817,1255,19756479,2029,19756479
00112700,CALIFORNIA COLLEGE OF THE ARTS,CA,941072206,Private-Nonprofit,276,352,1233722,585,1231472,252,285,860376,501,860376,87,109,1790651,182,1790651,101,123,3660971,208,3660971,56,64,1717025,107,1717025
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,911250001,Private-Nonprofit,7,7,20200,21,20200,41,41,253125,120,253125,3,3,20556,9,20556,26,28,1109290,81,1109290,-,-, -,-, -
00113200,CALIFORNIA INSTITUTE OF THE ARTS,CA,913552397,Private-Nonprofit,284,285,1230388,541,1230388,281,294,1034973,557,1034973,165,165,3265540,316,3265540,160,165,5612470,304,5612470,119,123,3487693,239,3487693
00113300,CALIFORNIA LUTHERAN UNIVERSITY,CA,913602787,Private-Nonprofit,986,1000,4209674,1952,4209674,1043,1106,3759832,2149,3759832,506,588,9139365,1408,9139365,486,525,11244597,973,11244597,101,140,2054913,319,2054913
00113400,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,CA,945908181,Public,225,255,930848,457,930848,259,299,1201573,558,1201573,14,15,144820,27,144820,105,126,1686279,216,1686279,-,-, -,-, -
00113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,928313599,Public,7006,7288,29580239,13064,29086666,6223,6513,26267437,11840,25868662,1308,1545,20234368,2610,19842724,499,510,8242002,953,8178983,110,147,2104503,218,2088900
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,945423000,Public,2756,2927,11726589,4850,11726589,2351,2547,11807518,4250,11807518,568,621,9208416,1102,9208416,83,91,1179628,165,1179628,42,51,575433,83,575433
00113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,908400006,Public,7173,7360,30320601,12950,30320601,5805,5996,25000509,10735,25000509,1581,1752,24678994,3054,24678994,386,401,6095659,761,6095659,118,150,1385997,217,1385997
00114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,Public,4080,4111,17598532,7330,17598532,3016,3050,13991070,5411,13991070,1070,1081,16336332,1996,16336332,64,67,1138158,122,1138158,101,129,1584297,200,1584297
00114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,907470001,Public,2719,2837,11826358,4870,11486517,1947,2075,9636135,3540,9368952,648,706,9809751,1370,9708337,176,205,2223865,297,2223865,71,101,1249495,143,1249495
00114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,924072393,Public,3774,3964,15591022,6644,15591022,2999,3206,13794066,5469,13794066,1114,1218,17046453,2128,17046453,90,93,969641,179,969641,65,73,844088,114,844088
00114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,934070001,Public,3728,4386,15426418,11764,15426418,4255,5277,17152687,14485,17152687,237,270,3642621,651,3642621,1366,1469,29491509,4032,29491509,16,21,265274,59,265274
00114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,917682500,Public,5061,5225,21664476,9398,21664476,4507,4676,19758665,8591,19758665,621,663,9533472,1176,9533472,399,413,6115887,797,6115887,36,44,541059,68,541059
00114600,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,959290001,Public,3655,4267,14908135,7322,14908135,3076,3527,10861657,6142,10861657,455,637,5747256,1012,5747256,305,325,4058145,610,4058145,10,16,102128,21,102128
00114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,937408026,Public,4029,4160,16367387,7167,16367387,3106,3287,12958524,5734,12958524,672,739,10073753,1295,10073753,108,118,1349978,217,1349978,55,70,628252,98,628252
00114900,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, HUMBOLDT",CA,955218299,Public,1610,1702,6560862,2923,6560862,1546,1659,6685374,2878,6685374,210,242,3095714,411,3095714,136,142,1806428,258,1806428,9,12,66188,18,66188
00115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,958196044,Public,6217,6465,26850159,11064,26850159,4883,5136,21877799,8775,21877799,937,1074,14714570,1699,14714570,956,975,14821725,1848,14821725,80,98,1155174,148,1155174
00115100,SAN DIEGO STATE UNIVERSITY,CA,921821690,Public,6106,6534,25999238,11679,25999238,6540,7059,28570008,12789,28570008,1561,1814,24488478,3038,24488478,1820,1989,40714785,3764,40714785,225,298,3032132,440,3032132
00115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,913308307,Public,6507,6844,27278486,11889,27278486,5577,5854,24704980,10387,24704980,1815,2183,29719308,3720,29719308,108,111,1314687,207,1314687,262,358,3693368,533,3693368
00115400,SAN FRANCISCO STATE UNIVERSITY,CA,941321740,Public,4576,4901,18631918,8360,18631918,4185,4480,17403871,7739,17403871,777,865,12177316,1507,12177316,1321,1481,20864486,2608,20864486,347,401,3905400,673,3905400
00115500,SAN JOSE STATE UNIVERSITY,CA,951920036,Public,4705,4960,19828300,8680,19828300,3967,4213,16775797,7441,16775797,1974,2245,28411675,3685,28411675,1290,1393,19653025,2543,19653025,796,916,8637464,1570,8637464
00115600,SONOMA STATE UNIVERSITY,CA,949283609,Public,1135,1171,4599040,2060,4599040,1204,1288,5163828,2312,5163828,164,189,2659514,324,2659514,216,232,3422862,417,3422862,12,16,148429,28,148429
00115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,953820299,Public,1871,2059,7830681,3311,7830681,1439,1590,6552225,2555,6552225,368,403,5694100,705,5694100,151,153,1819232,285,1819232,14,15,198884,27,198884
00116100,CERRITOS COMMUNITY COLLEGE,CA,906506296,Public,672,673,2199572,1219,2199572,665,667,3223815,1199,3223815,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00116200,CHABOT COLLEGE,CA,945452400,Public,107,108,373422,197,373422,97,98,435566,179,435566,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00116300,CHAFFEY COMMUNITY COLLEGE,CA,917379400,Public,107,108,285461,246,285461,99,100,357412,216,357412,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00116400,CHAPMAN UNIVERSITY,CA,928661099,Private-Nonprofit,2101,2121,9012482,4045,9012482,2097,2176,6660403,4164,6660403,1158,1173,24916653,2528,24916653,1377,1403,40286787,2803,40286787,924,1002,41846679,2440,41846679
00116500,CHURCH DIVINITY SCHOOL OF THE PACIFIC,CA,947091217,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,1,1,13300,3,13300,-,-, -,-, -,-,-, -,-, -
00116600,CITRUS COLLEGE,CA,917411899,Public,137,153,416715,278,416715,119,135,477206,240,477206,-,-, -,-, -,4,5,46959,9,46959,-,-, -,-, -
00116900,CLAREMONT GRADUATE UNIVERSITY,CA,917116163,Private-Nonprofit,-,-, -,-, -,1,1,10250,1,10250,698,727,12612777,1267,12612777,-,-, -,-, -,464,726,14726041,1171,14726041
00117000,CLAREMONT MCKENNA COLLEGE,CA,917116400,Private-Nonprofit,180,183,777367,356,777367,89,89,329257,172,329257,-,-, -,-, -,57,65,2158962,113,2158962,-,-, -,-, -
00117100,HARVEY MUDD COLLEGE,CA,917115990,Private-Nonprofit,238,238,1028850,464,1028850,259,259,927052,504,927052,-,-, -,-, -,50,53,1697179,96,1697179,-,-, -,-, -
00117200,PITZER COLLEGE,CA,917116101,Private-Nonprofit,231,265,966682,441,966682,49,51,183754,95,183754,-,-, -,-, -,39,48,1573991,76,1573991,-,-, -,-, -
00117300,POMONA COLLEGE,CA,917116301,Private-Nonprofit,63,64,198031,122,198031,149,151,756359,291,756359,-,-, -,-, -,46,49,1416026,95,1416026,-,-, -,-, -
00117400,SCRIPPS COLLEGE,CA,917113948,Private-Nonprofit,177,185,744135,342,744135,63,63,288810,117,288810,-,-, -,-, -,38,40,1274694,67,1274694,-,-, -,-, -
00117600,COALINGA COLLEGE,CA,932101399,Public,35,35,109170,116,109170,31,31,70037,106,70037,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00117700,UNIVERSITY OF SILICON VALLEY,CA,951341697,Proprietary,316,417,1366152,717,1366152,303,456,1490382,790,1487382,9,11,104961,21,104961,89,129,1656685,229,1656685,1,1,9242,2,9242
00117800,COLLEGE OF MARIN,CA,949042590,Public,53,54,199944,99,199944,52,53,250652,95,250652,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,940021997,Private-Nonprofit,12,15,71162,23,62641,11,13,90218,20,77907,70,102,1637552,201,1630719,-,-, -,-, -,9,13,197506,19,197506
00118100,COLLEGE OF SAN MATEO,CA,944023784,Public,63,66,204505,118,204505,53,60,226472,107,226472,-,-, -,-, -,4,5,64000,10,64000,-,-, -,-, -
00118200,COLLEGE OF THE DESERT,CA,922609305,Public,124,124,441126,229,441126,118,121,557854,225,557854,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00118500,COLLEGE OF THE REDWOODS,CA,955019300,Public,317,317,1100694,607,1100694,244,244,1092454,491,1092454,-,-, -,-, -,11,11,165778,24,165778,-,-, -,-, -
