ope_id,school,state,zip_code,school_type,dl_subsidized_recipients,dl_subsidized_number_of_loans_originated,dl_subsidized_dollar_amount_of_loans_originated,dl_subsidized_number_of_disbursements,dl_subsidized_dollar_amount_of_disbursements,dl_unsubsidized_undergraduate_recipients,dl_unsubsidized_undergraduate_number_of_loans_originated,dl_unsubsidized_undergraduate_dollar_amount_of_loans_originated,dl_unsubsidized_undergraduate_number_of_disbursements,dl_unsubsidized_undergraduate_dollar_amount_of_disbursements,dl_unsubsidized_graduate_recipients,dl_unsubsidized_graduate_number_of_loans_originated,dl_unsubsidized_graduate_dollar_amount_of_loans_originated,dl_unsubsidized_graduate_number_of_disbursements,dl_unsubsidized_graduate_dollar_amount_of_disbursements,dl_parent_plus_recipients,dl_parent_plus_number_of_loans_originated,dl_parent_plus_dollar_amount_of_loans_originated,dl_parent_plus_number_of_disbursements,dl_parent_plus_dollar_amount_of_disbursements,dl_grad_plus_recipients,dl_grad_plus_number_of_loans_originated,dl_grad_plus_dollar_amount_of_loans_originated,dl_grad_plus_number_of_disbursements,dl_grad_plus_dollar_amount_of_disbursements
101600,UNIVERSITY OF NORTH ALABAMA,AL,356320001,Public,142,145,271326,284,271326,119,121,364059,237,364059,242,242,1462907,478,1462907,12,12,62454,24,62454,49,49,317146,98,317146
101900,HUNTINGDON COLLEGE,AL,361062148,Private-Nonprofit,3,3,12500,6,18246,6,6,23000,9,28504,7,7,79165,9,90031,2,2,16272,5,26769,,,,,
102000,JACKSONVILLE STATE UNIVERSITY,AL,362651602,Public,373,373,665109,373,665109,227,229,473448,229,473448,185,186,1196671,186,1196671,94,96,414939,96,414939,46,48,332234,48,332234
102200,JEFFERSON STATE COMMUNITY COLLEGE,AL,352153098,Public,167,167,439784,453,697002,142,143,549705,403,881165,,,,,,,,,,,,,,,
102400,UNIVERSITY OF WEST ALABAMA,AL,354700000,Public,424,433,746866,554,905174,323,329,844296,453,1061191,725,761,6314971,2332,15471104,11,12,80196,17,110852,68,71,464316,251,1651865
102600,MARION MILITARY INSTITUTE,AL,367563214,Public,,,,,,1,1,244,2,244,,,,,,,,,,,,,,,
102800,MILES COLLEGE,AL,350642697,Private-Nonprofit,150,151,318105,288,334294,112,115,244626,210,261234,,,,,,39,39,215054,86,233472,,,,,
102900,UNIVERSITY OF MOBILE,AL,366630220,Private-Nonprofit,10,10,28812,14,34296,20,20,66763,27,74947,14,14,94789,69,469880,5,5,32923,6,40527,9,9,57302,39,312503
103100,NORTHEAST ALABAMA COMMUNITY COLLEGE,AL,359860159,Public,54,55,150621,138,204496,19,21,50161,44,54161,,,,,,,,,,,,,,,
103300,OAKWOOD UNIVERSITY,AL,358960001,Private-Nonprofit,51,51,192900,102,250402,58,59,220553,118,276399,3,3,61500,9,91250,27,29,270998,65,358749,,,,,
103600,SAMFORD UNIVERSITY,AL,352297000,Private-Nonprofit,17,17,60746,22,60746,24,24,102458,31,102458,294,295,2470771,296,2470771,16,17,187314,17,187314,440,483,6804573,486,6804573
103800,SNEAD STATE COMMUNITY COLLEGE,AL,359570734,Public,24,24,54682,54,69682,22,25,78832,60,111094,,,,,,,,,,,,,,,
104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,362760000,Public,74,76,193144,170,242526,46,50,72929,103,88339,,,,,,4,4,18200,9,22200,,,,,
104100,SPRING HILL COLLEGE,AL,366081791,Private-Nonprofit,21,23,40834,25,40918,16,17,30305,21,33305,3,4,44918,24,168008,10,10,74674,10,74674,3,3,32557,3,32557
104400,STILLMAN COLLEGE,AL,354011430,Private-Nonprofit,14,14,37695,29,38445,11,11,20410,22,20410,,,,,,1,1,5000,2,5000,,,,,
104600,TALLADEGA COLLEGE,AL,351602354,Private-Nonprofit,7,7,24600,16,34587,9,9,26964,20,36658,3,3,38125,19,129356,0,0,0,7,21570,5,5,24500,6,29000
104700,TROY UNIVERSITY,AL,360820001,Public,439,448,966369,770,1398878,386,393,839585,697,1396489,217,226,1203056,475,2464735,63,67,365999,77,416893,143,149,788763,179,884275
105000,TUSKEGEE UNIVERSITY,AL,360881645,Private-Nonprofit,83,84,242445,171,247695,63,64,202292,131,208154,43,43,315647,86,315647,61,61,422797,123,427297,29,32,264252,64,264252
105100,UNIVERSITY OF ALABAMA,AL,354870120,Public,441,447,1036792,450,1036792,354,358,1013171,361,1013171,363,365,2500753,369,2504310,263,273,2848086,277,2848086,145,150,1280311,152,1295190
105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352941150,Public,393,406,885636,615,1241911,325,338,1015872,559,1495838,449,476,4351630,1698,13495778,127,136,1040575,212,1758615,264,307,2926427,643,6456744
105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,Public,76,78,172582,79,172582,73,77,256129,78,256129,68,71,457954,71,457954,20,22,121346,22,121346,22,25,208392,26,208392
105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,Public,484,512,955746,612,1170142,267,282,566636,391,881700,577,599,7627696,1150,10971314,153,164,918444,179,1006853,575,605,5210327,733,5460911
106000,COASTAL ALABAMA COMMUNITY COLLEGE,AL,365072698,Public,165,166,494670,429,696030,144,145,515666,376,743521,,,,,,1,1,10493,6,23535,,,,,
106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,Private-Nonprofit,13,13,39133,16,44758,12,12,63502,19,78454,3,3,41000,3,41000,,,,,,1,1,2915,2,12415
106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,Public,61,64,187407,65,187407,56,58,209197,60,211947,12,12,81890,12,81890,2,2,10522,2,10522,3,5,23831,5,23831
106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,Public,8,8,20911,16,27661,7,7,38234,15,54088,17,17,186101,26,214039,0,0,0,1,6172,9,9,53754,10,60851
107100,ARIZONA WESTERN COLLEGE,AZ,853650000,Public,3,3,4678,5,6428,1,1,1000,1,1000,,,,,,,,,,,,,,,
107200,COCHISE COLLEGE,AZ,856352317,Public,15,15,27847,30,28722,8,8,21505,17,23005,,,,,,1,1,7984,2,7984,,,,,
107400,GRAND CANYON UNIVERSITY,AZ,850173030,Proprietary,14977,15000,53676023,43171,82021757,14484,14542,66950697,40742,100931549,12536,12567,170156130,42678,266012485,313,322,3447560,670,4150857,765,791,10112361,2328,13474833
107600,GLENDALE COMMUNITY COLLEGE,AZ,853023090,Public,120,122,212690,241,215315,83,84,156559,168,161559,,,,,,,,,,,,,,,
107700,MESA COMMUNITY COLLEGE,AZ,852024866,Public,193,198,343400,395,355237,86,87,144248,175,154298,,,,,,,,,,,,,,,
107800,PHOENIX COLLEGE,AZ,850134234,Public,141,151,231884,303,242634,102,108,204483,212,206858,,,,,,1,1,3834,2,3834,,,,,
107900,YAVAPAI COLLEGE,AZ,863013297,Public,43,45,95750,90,95750,45,48,116753,97,117688,,,,,,,,,,,,,,,
108100,ARIZONA STATE UNIVERSITY,AZ,852870412,Public,5349,5461,14559412,5609,14575353,4083,4228,11512324,4366,11536544,2366,2468,17390673,2495,17431673,1130,1197,8797610,1287,8848105,2276,2502,22907345,2570,22945744
108200,NORTHERN ARIZONA UNIVERSITY,AZ,860110001,Public,387,388,1146324,396,1150324,265,267,925109,281,931209,367,369,3085277,383,3110057,44,44,408396,49,421701,326,344,4791527,364,4808841
108300,UNIVERSITY OF ARIZONA (THE),AZ,857210066,Public,919,940,2428335,1112,2461091,699,740,2192949,965,2262829,692,763,14264165,1389,18512495,409,455,3229246,572,3388566,660,846,10000138,1424,12780842
108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,AR,716560000,Public,138,142,322580,280,322580,121,124,276210,247,278477,168,172,1331639,338,1331639,6,7,21910,14,21910,34,34,260301,67,260301
108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,AR,716012790,Public,69,71,164159,154,189834,78,80,224165,175,247855,9,12,64496,24,64496,27,30,204618,61,211385,,,,,
108700,ARKANSAS BAPTIST COLLEGE,AR,722026099,Private-Nonprofit,33,33,93433,65,126862,38,38,103866,75,145658,,,,,,2,2,15000,3,15000,,,,,
108800,LYON COLLEGE,AR,725013699,Private-Nonprofit,4,4,17000,7,18935,6,6,21822,8,23822,,,,,,1,1,3499,3,6999,,,,,
108900,ARKANSAS TECH UNIVERSITY,AR,728012222,Public,177,178,400321,354,400321,112,115,287549,228,287549,64,65,396079,129,396079,6,6,30550,12,30550,15,15,103990,30,103990
109000,ARKANSAS STATE UNIVERSITY,AR,724010000,Public,428,430,1230323,605,1567158,437,439,1308240,615,1764500,1540,1551,7128367,2039,10325259,35,36,160794,37,160794,252,261,2213394,266,2219625
109100,ARKANSAS STATE UNIVERSITY - BEEBE,AR,720121000,Public,51,54,130537,105,130537,53,56,144264,109,144264,,,,,,2,2,8376,4,8376,,,,,
109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,720350001,Public,145,148,286780,154,286780,107,109,261181,113,261181,277,285,1289386,285,1289386,23,24,114081,24,114081,221,238,1600189,240,1600189
109300,CENTRAL BAPTIST COLLEGE,AR,720346470,Private-Nonprofit,4,4,8750,16,21800,5,5,14646,16,27396,,,,,,,,,,,,,,,
109400,UNIVERSITY OF THE OZARKS,AR,728302880,Private-Nonprofit,3,3,16500,6,16500,5,5,13215,11,14965,,,,,,1,1,15532,3,19667,,,,,
109500,CROWLEY'S RIDGE COLLEGE,AR,724509775,Private-Nonprofit,1,1,1750,2,1750,2,2,7000,4,7000,,,,,,2,2,6300,5,8300,,,,,
109700,HARDING UNIVERSITY,AR,721490001,Private-Nonprofit,133,141,373939,227,481367,164,174,463393,262,565481,209,214,2294908,356,3760898,16,16,151204,18,151204,88,90,806720,115,998335
109800,HENDERSON STATE UNIVERSITY,AR,719990001,Public,41,44,111256,51,118756,56,62,211267,71,212267,87,93,768764,95,773709,16,17,104006,17,104006,29,33,285939,33,285939
109900,HENDRIX COLLEGE,AR,720323080,Private-Nonprofit,1,1,3500,1,3500,2,2,9500,2,9500,,,,,,3,3,43104,3,43104,,,,,
110000,JOHN BROWN UNIVERSITY,AR,727612747,Private-Nonprofit,15,15,50617,48,86321,14,14,55065,43,101713,41,41,413698,181,1031840,3,3,18068,11,42788,3,3,39466,9,63759
110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,722041099,Public,228,231,550509,233,550509,201,204,570450,204,570450,115,120,775999,121,775999,8,12,41047,12,41047,100,108,787051,112,787051
110200,OUACHITA BAPTIST UNIVERSITY,AR,719980001,Private-Nonprofit,2,2,7250,2,7250,8,8,20382,9,23632,1,1,6000,36,207484,4,4,13551,4,13551,,,,,
110300,PHILANDER SMITH COLLEGE,AR,722023718,Private-Nonprofit,87,93,225189,224,319551,65,67,215039,172,321404,11,15,129963,29,129963,28,29,265782,66,298080,,,,,
110500,SHORTER COLLEGE,AR,721144885,Private-Nonprofit,54,54,140528,161,173618,28,29,50985,111,101820,,,,,,1,1,1502,1,1502,,,,,
110600,WILLIAMS BAPTIST UNIVERSITY,AR,724764661,Private-Nonprofit,5,5,11334,9,17021,5,5,16782,12,21747,2,2,8604,10,49523,1,1,5000,1,5000,,,,,
110700,SOUTHERN ARKANSAS UNIVERSITY,AR,717535000,Public,84,87,273594,98,151113,85,92,280063,103,159470,112,116,902019,162,610536,18,18,135080,22,87815,49,52,409224,79,327140
110800,UNIVERSITY OF ARKANSAS,AR,727010000,Public,501,518,1177891,561,1184141,417,440,1065024,522,1069774,214,226,1377016,234,1389690,163,167,1508305,172,1508305,72,86,629193,87,629193
110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,722057102,Public,13,13,36985,14,36985,17,17,89162,18,89162,465,479,15885401,922,15885401,3,4,19000,4,19000,375,403,8364709,741,8364709
111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,729047397,Public,35,35,122484,118,180866,43,43,168173,124,242662,2,2,22705,5,22705,1,1,2500,3,2511,,,,,
111100,ALLAN HANCOCK COLLEGE,CA,934546399,Public,15,15,55750,43,70193,15,15,59055,42,77361,,,,,,,,,,,,,,,
111300,ANTELOPE VALLEY COLLEGE,CA,935365426,Public,110,111,370206,320,378974,107,112,352439,303,367155,,,,,,,,,,,,,,,
111600,ART CENTER COLLEGE OF DESIGN,CA,911031999,Private-Nonprofit,137,137,339987,211,509237,128,128,239586,193,376369,21,21,215250,23,235750,29,31,516098,40,642867,7,7,101145,10,149637
111700,AZUSA PACIFIC UNIVERSITY,CA,917027000,Private-Nonprofit,141,180,625550,493,1047972,138,163,640622,467,1133112,262,278,2841727,1134,8499630,41,47,489534,92,610844,308,340,3546861,1143,8451934
111800,BAKERSFIELD COLLEGE,CA,933051299,Public,64,70,128560,94,135435,62,67,163135,85,171875,,,,,,,,,,,,,,,
111900,BARSTOW COMMUNITY COLLEGE,CA,923116608,Public,120,120,238916,281,390926,25,25,77000,48,95643,,,,,,,,,,,,,,,
112000,BERKELEY SCHOOL OF THEOLOGY,CA,947043029,Private-Nonprofit,,,,,,,,,,,1,1,20500,3,26394,,,,,,,,,,
112200,BIOLA UNIVERSITY,CA,906390001,Private-Nonprofit,19,19,48383,81,153346,16,16,38675,71,165119,4,4,51980,52,386346,6,6,45648,10,66281,14,14,136206,46,559713
112400,CABRILLO  COLLEGE,CA,950033194,Public,8,8,29500,18,34000,4,4,12189,11,22189,,,,,,,,,,,,,,,
112500,CALIFORNIA BAPTIST UNIVERSITY,CA,925043297,Private-Nonprofit,825,853,2013637,916,2145550,766,802,2282020,864,2448578,304,310,2540559,1673,11905287,31,34,307536,41,348925,178,199,1687675,550,5303196
112700,CALIFORNIA COLLEGE OF THE ARTS,CA,941072206,Private-Nonprofit,25,27,94753,44,95253,19,19,54855,33,58355,16,19,200756,23,200756,9,9,203036,19,207036,6,6,130105,10,130105
113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,911250001,Private-Nonprofit,0,0,0,7,6733,2,2,10700,43,88950,2,2,8556,7,12556,0,0,0,27,377574,,,,,
113200,CALIFORNIA INSTITUTE OF THE ARTS,CA,913552397,Private-Nonprofit,,,,,,,,,,,2,2,17750,2,17750,,,,,,,,,,
113300,CALIFORNIA LUTHERAN UNIVERSITY,CA,913602787,Private-Nonprofit,22,22,77810,86,140770,21,21,72095,77,146848,67,70,741509,337,2274718,14,14,105986,20,105986,20,22,204131,96,557587
113400,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,CA,945908181,Public,30,31,73687,39,73769,29,29,85451,42,85451,1,1,5269,2,10538,28,29,190862,37,190862,,,,,
113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,928313599,Public,457,465,1362437,663,1368774,334,339,948175,487,964241,204,208,1367059,233,1370434,13,13,123538,29,214367,47,53,529239,59,529239
113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,945423000,Public,225,227,762334,260,762334,194,197,666114,236,666114,29,31,266925,35,266925,4,4,27621,8,27621,16,17,150619,21,150619
113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,908400006,Public,282,286,1166757,476,1202757,181,182,666534,300,688603,119,125,979310,151,1012388,15,15,147368,24,154734,66,69,591922,76,598890
114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,Public,133,138,522098,209,566357,112,114,483845,159,519362,42,43,329864,65,371096,4,4,12824,5,12824,60,60,598558,67,601558
114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,907470001,Public,163,165,493054,212,484057,122,124,359527,165,356308,94,98,867054,161,893179,7,7,34654,8,34654,35,36,300955,39,300955
114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,924072393,Public,298,305,945300,355,956107,217,223,765642,259,775827,105,109,745696,125,778550,9,9,47548,10,47548,27,28,267931,36,321888
114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,934070001,Public,188,201,458267,363,564369,151,158,358500,339,434824,19,23,129321,40,201731,99,102,841961,157,938071,4,4,25482,13,38263
114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,917682500,Public,286,295,980073,385,1024136,164,169,549175,237,591092,44,44,334900,62,364995,17,17,143064,32,169994,13,16,182643,17,182643
114600,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,959290001,Public,220,227,574356,269,577106,243,256,722143,292,722143,115,116,719834,121,719834,7,7,73736,13,73736,6,7,40678,7,40678
114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,937408026,Public,141,142,443943,220,468743,123,126,408753,185,439128,29,41,283384,48,283384,7,8,47557,10,50507,25,26,197542,26,197542
114900,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, HUMBOLDT",CA,955218299,Public,55,55,126871,68,129664,74,74,194164,84,196164,20,21,125780,21,125780,2,2,7800,2,7800,4,4,25580,5,25580
115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,958196044,Public,213,218,773121,290,798979,201,202,702054,241,715525,78,84,727174,91,732614,24,25,208173,46,257590,45,47,463680,52,463680
115100,SAN DIEGO STATE UNIVERSITY,CA,921821690,Public,452,456,1142157,513,1151069,478,484,1354596,546,1362278,227,238,1810064,260,1822238,91,99,633879,122,652387,129,145,1296957,160,1296957
115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,913308307,Public,355,367,1416423,608,1423890,294,297,1201040,485,1227779,285,289,1794781,318,1794781,9,9,69124,13,69124,166,175,1638580,194,1638580
115400,SAN FRANCISCO STATE UNIVERSITY,CA,941321740,Public,482,490,1126554,564,1145587,338,349,959288,423,987339,53,55,387511,57,397761,167,173,1200045,195,1243691,62,67,584381,78,584381
115500,SAN JOSE STATE UNIVERSITY,CA,951920036,Public,258,273,859777,355,896268,215,226,765103,294,791271,174,191,1304463,218,1340213,67,74,448727,93,476096,145,155,1380011,173,1394831
115600,SONOMA STATE UNIVERSITY,CA,949283609,Public,39,40,127462,60,130491,36,37,126126,58,129626,21,24,180263,27,180263,5,5,22778,6,22778,2,2,8504,2,8504
115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,953820299,Public,217,225,712738,299,719433,166,173,542394,225,545894,20,21,150796,25,150796,5,5,70896,8,70896,3,3,35834,4,35834
116100,CERRITOS COMMUNITY COLLEGE,CA,906506296,Public,52,52,177032,106,180282,46,46,190901,97,196329,,,,,,,,,,,,,,,
116200,CHABOT COLLEGE,CA,945452400,Public,12,12,43500,25,45250,10,10,45875,21,49375,,,,,,,,,,,,,,,
116300,CHAFFEY COMMUNITY COLLEGE,CA,917379400,Public,13,13,24700,19,32450,14,14,34357,18,39966,,,,,,,,,,,,,,,
116400,CHAPMAN UNIVERSITY,CA,928661099,Private-Nonprofit,23,23,96085,45,98899,23,24,70708,44,70708,72,72,1035922,454,4296262,27,27,407036,51,454055,101,106,1552470,548,8124855
116600,CITRUS COLLEGE,CA,917411899,Public,27,36,75954,86,95605,24,30,79126,74,106226,,,,,,1,1,8605,2,8605,,,,,
116900,CLAREMONT GRADUATE UNIVERSITY,CA,917116163,Private-Nonprofit,,,,,,,,,,,62,63,1010990,82,1159615,,,,,,150,189,2483000,213,2502503
117000,CLAREMONT MCKENNA COLLEGE,CA,917116400,Private-Nonprofit,3,3,9200,5,9200,4,4,15500,8,15500,,,,,,3,3,58287,3,58287,,,,,
117100,HARVEY MUDD COLLEGE,CA,917115990,Private-Nonprofit,2,2,5763,2,5763,2,2,2542,3,2542,,,,,,1,1,7271,1,7271,,,,,
117200,PITZER COLLEGE,CA,917116101,Private-Nonprofit,3,4,14500,7,15083,3,3,6000,6,6000,,,,,,2,2,28383,3,28383,,,,,
117300,POMONA COLLEGE,CA,917116301,Private-Nonprofit,4,4,10036,9,12786,11,11,57998,22,58998,,,,,,3,3,60386,6,60386,,,,,
117400,SCRIPPS COLLEGE,CA,917113948,Private-Nonprofit,7,7,37500,14,37500,4,4,28000,8,28000,,,,,,,,,,,,,,,
117600,COALINGA COLLEGE,CA,932101399,Public,0,0,0,14,14250,0,0,0,13,8200,,,,,,,,,,,,,,,
117700,UNIVERSITY OF SILICON VALLEY,CA,951341697,Proprietary,155,165,529505,363,703738,141,177,586408,410,766467,4,4,22572,12,53483,34,37,410462,94,665818,0,0,0,1,4142
117800,COLLEGE OF MARIN,CA,949042590,Public,1,2,4500,9,14750,1,1,6000,6,16000,,,,,,,,,,,,,,,
117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,940021997,Private-Nonprofit,6,6,28366,10,19845,7,7,48968,12,36657,44,45,732639,107,736056,,,,,,3,3,90907,6,90907
118100,COLLEGE OF SAN MATEO,CA,944023784,Public,2,2,2750,5,4500,4,4,12010,9,15010,,,,,,,,,,,,,,,
118200,COLLEGE OF THE DESERT,CA,922609305,Public,17,17,61297,39,72047,15,15,73498,35,84998,,,,,,,,,,,,,,,
118500,COLLEGE OF THE REDWOODS,CA,955019300,Public,34,34,116793,77,125291,34,34,112267,81,127552,,,,,,,,,,,,,,,
118600,COLLEGE OF THE SEQUOIAS,CA,932772234,Public,22,22,72732,72,119794,16,17,53621,44,78089,,,,,,1,1,7363,2,7363,,,,,
118700,COLLEGE OF THE SISKIYOUS,CA,960942899,Public,15,15,54700,54,94547,14,14,57487,55,116140,,,,,,1,1,6940,2,6940,,,,,
119000,CONTRA COSTA COLLEGE,CA,948063195,Public,15,15,39500,39,61500,15,15,58898,38,94080,,,,,,,,,,,,,,,
119100,DIABLO VALLEY COLLEGE,CA,945231544,Public,22,22,61482,38,69348,19,19,74351,34,85476,,,,,,,,,,,,,,,
119200,CUESTA COLLEGE,CA,934038106,Public,21,23,53011,37,71425,25,26,85997,38,106029,,,,,,,,,,,,,,,
119300,CYPRESS COLLEGE,CA,906305897,Public,23,24,57488,58,77738,18,19,48012,48,76387,,,,,,,,,,,,,,,
119600,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,949012298,Private-Nonprofit,4,4,18119,4,18119,6,7,21731,7,21731,45,45,421047,151,1265120,3,4,46335,4,46335,65,70,745805,73,778928
119700,EL CAMINO COLLEGE,CA,905060002,Public,25,25,78913,167,178634,26,26,103021,166,235816,,,,,,0,0,0,3,11750,,,,,
119900,FOOTHILL COLLEGE,CA,940224597,Public,46,47,150888,244,359594,42,44,143311,215,406932,,,,,,,,,,,,,,,
120000,FULLER THEOLOGICAL SEMINARY,CA,911820002,Private-Nonprofit,,,,,,1,1,3167,5,14917,105,141,799226,633,3669991,,,,,,19,30,154097,170,663007
120100,FULLERTON COLLEGE,CA,928322095,Public,56,56,192688,122,208813,51,51,267310,114,295685,,,,,,,,,,,,,,,
120200,GAVILAN COLLEGE,CA,950209599,Public,2,2,9000,4,9000,1,1,1500,2,1500,,,,,,,,,,,,,,,
120300,GLENDALE COMMUNITY COLLEGE,CA,912082894,Public,157,159,561241,243,584741,131,131,675515,205,710863,,,,,,1,1,5500,2,5500,,,,,
120500,GOLDEN GATE UNIVERSITY,CA,941052967,Private-Nonprofit,27,27,62533,53,122356,30,30,106951,53,179702,181,181,1859528,305,2966346,,,,,,78,80,840306,116,1011788
120600,GOLDEN WEST COLLEGE,CA,926472748,Public,48,54,118386,62,133886,40,43,125962,47,134212,,,,,,1,1,8665,1,8665,,,,,
120800,GROSSMONT COLLEGE,CA,920201799,Public,52,52,138138,145,194638,27,27,121166,92,188270,,,,,,,,,,,,,,,
120900,HARTNELL COMMUNITY COLLEGE,CA,939011697,Public,10,11,37055,34,64497,8,9,40500,28,67715,,,,,,,,,,,,,,,
121200,HUMPHREYS UNIVERSITY,CA,952073896,Private-Nonprofit,52,53,175659,376,257391,44,44,208282,344,314411,45,45,675199,412,1270161,0,0,0,6,22137,6,6,138761,38,181577
121500,LA SIERRA UNIVERSITY,CA,925053332,Private-Nonprofit,39,44,135400,625,923939,57,64,199287,670,775336,71,86,812439,281,1576244,23,27,220219,171,900554,32,41,270677,89,485255
121600,UNIVERSITY OF LA VERNE,CA,917504443,Private-Nonprofit,77,80,257995,104,302688,68,74,264164,96,328471,143,154,927769,212,1300930,8,8,90258,11,101609,278,300,2527959,370,3446643
121700,LASSEN COLLEGE,CA,961303000,Public,3,3,7000,35,31137,3,3,12000,32,38632,,,,,,0,0,0,2,4000,,,,,
121800,LOMA LINDA UNIVERSITY,CA,923500001,Private-Nonprofit,175,175,744712,552,764839,178,180,877246,554,895944,815,830,21344523,2418,22021870,13,14,531452,51,539573,605,661,21193285,1900,22619298
121900,LONG BEACH CITY COLLEGE,CA,908081780,Public,69,69,248691,251,449814,66,66,326168,245,619467,,,,,,,,,,,,,,,
122000,MASTER'S UNIVERSITY AND SEMINARY (THE),CA,913211200,Private-Nonprofit,11,11,42985,93,131824,9,9,49518,78,143970,5,5,54690,33,171949,0,0,0,1,5000,0,0,0,2,2852
122300,LOS ANGELES CITY COLLEGE,CA,900293588,Public,108,111,332290,343,519187,118,122,464402,340,726187,,,,,,2,2,17968,3,17968,,,,,
