ope_id,school,state,zip_code,school_type,dl_subsidized_recipients,dl_subsidized_number_of_loans_originated,dl_subsidized_dollar_amount_of_loans_originated,dl_subsidized_number_of_disbursements,dl_subsidized_dollar_amount_of_disbursements,dl_unsubsidized_undergraduate_recipients,dl_unsubsidized_undergraduate_number_of_loans_originated,dl_unsubsidized_undergraduate_dollar_amount_of_loans_originated,dl_unsubsidized_undergraduate_number_of_disbursements,dl_unsubsidized_undergraduate_dollar_amount_of_disbursements,dl_unsubsidized_graduate_recipients,dl_unsubsidized_graduate_number_of_loans_originated,dl_unsubsidized_graduate_dollar_amount_of_loans_originated,dl_unsubsidized_graduate_number_of_disbursements,dl_unsubsidized_graduate_dollar_amount_of_disbursements,dl_parent_plus_recipients,dl_parent_plus_number_of_loans_originated,dl_parent_plus_dollar_amount_of_loans_originated,dl_parent_plus_number_of_disbursements,dl_parent_plus_dollar_amount_of_disbursements,dl_grad_plus_recipients,dl_grad_plus_number_of_loans_originated,dl_grad_plus_dollar_amount_of_loans_originated,dl_grad_plus_number_of_disbursements,dl_grad_plus_dollar_amount_of_disbursements
104100,SPRING HILL COLLEGE,AL,366081791,Private-Nonprofit,234,262,938088,463,938088,297,334,1211779,616,1208029,34,37,474436,63,400796,82,91,1312643,155,1312643,5,5,104331,9,96456
104400,STILLMAN COLLEGE,AL,354011430,Private-Nonprofit,479,498,1803461,941,1786336,467,526,1806724,1004,1802321,,,,,,81,89,767563,172,765578,,,,,
104600,TALLADEGA COLLEGE,AL,351602354,Private-Nonprofit,359,360,1501388,651,1419930,352,352,1550601,636,1431968,60,60,1045118,113,938793,89,89,887353,160,793611,5,5,23475,5,23475
104700,TROY UNIVERSITY,AL,360820001,Public,4305,4694,17435055,10035,15648324,4458,4866,20241662,10272,18049857,1546,1721,26745607,4255,23029652,460,589,5406253,939,5329136,214,278,2373288,565,2295312
105000,TUSKEGEE UNIVERSITY,AL,360881645,Private-Nonprofit,1378,1416,5492838,2681,5426810,1406,1573,4579662,3010,4531234,268,272,9271317,539,9271317,566,711,13180513,1368,13063518,199,247,6690742,482,6659790
105100,UNIVERSITY OF ALABAMA,AL,354870120,Public,7984,8369,32015018,14870,31935579,10356,11049,40631656,20037,40542414,1948,2197,29950345,3577,29857023,3364,3934,103342220,6815,102340021,384,494,6298322,723,6260906
105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352941150,Public,3966,4192,15678078,7299,15318763,4337,4649,17282365,8138,16824361,3677,4166,85493791,8104,83447167,729,952,12079211,1553,11960302,1191,1617,34039224,2823,33690802
105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,Public,1630,1744,6522532,2942,6522532,1829,1951,7462120,3316,7462120,287,347,3938304,491,3938304,328,386,5314009,623,5314009,22,32,272134,43,272134
105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,Public,3813,4176,15396234,7131,15361248,3972,4434,15728272,7739,15681220,2887,3312,50843968,5551,48794289,1371,1567,19365851,2706,19365851,1183,1628,16705671,2385,16153160
106000,COASTAL ALABAMA COMMUNITY COLLEGE,AL,365072698,Public,1711,1754,5577612,2860,5223144,1591,1620,6232099,2655,5841478,,,,,,20,20,157659,33,146145,,,,,
106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,Private-Nonprofit,218,218,768131,351,763631,198,198,912095,323,909095,31,31,451358,49,451358,7,7,91581,11,91581,5,5,52825,5,52825
106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,Public,858,919,3232131,1451,3017239,869,937,4381825,1478,4088351,154,193,2238079,294,2118377,37,44,535321,74,528028,9,9,70556,11,70556
106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,Public,163,171,668074,289,634722,167,171,835360,295,794798,74,81,1027064,131,1002781,27,27,415635,49,415635,14,14,134760,24,134760
107100,ARIZONA WESTERN COLLEGE,AZ,853650000,Public,58,59,190790,169,169040,40,40,135914,115,116914,,,,,,4,4,52733,14,52733,,,,,
107200,COCHISE COLLEGE,AZ,856352317,Public,237,254,729097,414,676454,198,212,825846,361,776261,,,,,,2,2,43046,2,38523,,,,,
107400,GRAND CANYON UNIVERSITY,AZ,850173030,Proprietary,53379,57420,216908443,85596,171525942,50048,54213,262595231,81791,208256161,34906,39370,554432785,62948,447825932,2283,2527,35569280,4203,34443189,1330,1448,21260794,2416,18003867
107600,GLENDALE COMMUNITY COLLEGE,AZ,853023090,Public,1057,1103,3003803,1881,2961064,364,385,1244357,676,1210643,,,,,,,,,,,,,,,
107700,MESA COMMUNITY COLLEGE,AZ,852024866,Public,1283,1361,3712921,2316,3694475,484,535,1635224,917,1612831,,,,,,10,12,91220,22,86240,,,,,
107800,PHOENIX COLLEGE,AZ,850134234,Public,859,949,2583946,1632,2542305,359,419,1271230,693,1194971,,,,,,5,5,66254,9,66254,,,,,
107900,YAVAPAI COLLEGE,AZ,863013297,Public,313,337,1086601,597,1065496,304,342,1211447,599,1179569,,,,,,11,13,115318,25,115318,,,,,
108100,ARIZONA STATE UNIVERSITY,AZ,852870412,Public,34446,37403,139707040,61488,139519613,36147,40086,185083606,65470,184809438,13598,16573,216131438,25425,215106575,7667,8822,188308671,15896,188105466,6828,9174,120544185,14478,119917849
108200,NORTHERN ARIZONA UNIVERSITY,AZ,860110001,Public,5355,5536,21628808,9826,21628808,5717,5992,23155850,10658,23155850,1823,1988,32124979,3296,32115545,1792,1908,32432113,3459,32432113,747,1061,18108528,1628,18108528
108300,UNIVERSITY OF ARIZONA (THE),AZ,857210066,Public,8262,8721,32629098,15260,32562738,9272,10098,41888748,17866,41821474,3491,4123,86106626,7296,82531191,3727,4497,96343199,8362,96317824,1487,2225,36523692,3792,34752482
108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,AR,716560000,Public,861,930,3301329,1697,3250340,824,907,3700573,1644,3626021,313,365,4581534,634,4405693,45,50,370160,99,370160,28,32,299620,49,214727
108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,AR,716012790,Public,995,1044,3906614,1926,3820461,966,1160,2906440,2123,2831230,84,118,879677,214,861775,149,168,1472086,322,1459805,,,,,
108700,ARKANSAS BAPTIST COLLEGE,AR,722026099,Private-Nonprofit,278,279,915506,444,882707,281,293,926855,464,877675,,,,,,17,17,128563,30,112222,,,,,
108800,LYON COLLEGE,AR,725013699,Private-Nonprofit,304,304,1133510,546,1110510,373,398,1282382,715,1245132,70,70,3275023,71,1647796,88,91,995277,168,958274,69,69,5830090,69,2915061
108900,ARKANSAS TECH UNIVERSITY,AR,728012222,Public,1741,1899,6289668,3532,6281918,1728,1916,7016634,3572,6996504,232,283,3075723,546,3067728,167,190,1732704,366,1732704,26,29,278680,55,278680
109000,ARKANSAS STATE UNIVERSITY,AR,724010000,Public,4072,4353,15983347,7176,15319807,4046,4409,19162191,7331,18311992,4181,5300,57897337,7948,56395786,358,407,4379021,656,4319277,410,509,5550276,649,5527409
109100,ARKANSAS STATE UNIVERSITY - BEEBE,AR,720121000,Public,668,701,2264858,1184,2050471,606,639,2652766,1083,2444005,,,,,,7,10,64414,18,60514,,,,,
109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,720350001,Public,2608,2752,9817710,4767,9817710,2698,3008,9766833,5263,9766833,822,1098,12081480,1711,12081480,437,552,4712839,859,4712839,303,467,3063462,677,3063462
109300,CENTRAL BAPTIST COLLEGE,AR,720346470,Private-Nonprofit,209,214,805459,406,800459,202,205,728860,391,724860,,,,,,41,41,550984,81,550984,,,,,
109400,UNIVERSITY OF THE OZARKS,AR,728302880,Private-Nonprofit,248,248,915185,465,891539,276,289,952607,547,925753,,,,,,28,28,330445,53,321945,,,,,
109500,CROWLEY'S RIDGE COLLEGE,AR,724509775,Private-Nonprofit,93,93,373208,172,360208,117,128,441793,237,422712,,,,,,35,35,354688,62,347572,,,,,
109700,HARDING UNIVERSITY,AR,721490001,Private-Nonprofit,923,1033,3907814,1792,3907814,1247,1480,5567981,2531,5561981,629,936,14129693,1295,14129693,270,333,4555761,516,4555761,215,381,6135625,517,6135625
109800,HENDERSON STATE UNIVERSITY,AR,719990001,Public,667,711,2409866,1158,2246206,710,784,3021582,1307,2824789,256,316,4091578,466,3877761,104,129,1180198,188,1139934,46,61,481337,72,478837
109900,HENDRIX COLLEGE,AR,720323080,Private-Nonprofit,322,322,1302944,606,1302944,440,456,1685255,864,1685255,6,6,123000,12,123000,126,135,2304337,243,2304337,2,2,37188,4,37188
110000,JOHN BROWN UNIVERSITY,AR,727612747,Private-Nonprofit,416,416,1641303,764,1617637,511,511,2101436,934,2068545,187,187,2841510,429,2739310,150,150,1887256,267,1887256,5,5,61096,6,61096
110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,722041099,Public,2095,2263,8315215,3619,8042916,2086,2315,11108586,3676,10714377,884,981,14274703,1667,14087726,58,70,519134,108,503977,434,511,4760087,854,4635502
110200,OUACHITA BAPTIST UNIVERSITY,AR,719980001,Private-Nonprofit,374,374,1527855,691,1514037,497,499,1841858,934,1827358,87,88,1167926,195,1151618,100,100,1832360,187,1832360,,,,,
110300,PHILANDER SMITH COLLEGE,AR,722023718,Private-Nonprofit,436,438,1862589,849,1859839,430,449,1742681,866,1733181,32,46,560231,84,552231,58,58,607531,114,607531,2,2,20020,3,14015
110500,SHORTER COLLEGE,AR,721144885,Private-Nonprofit,258,264,938515,850,850515,252,269,1249477,852,1119729,,,,,,4,4,23048,12,19976,,,,,
110600,WILLIAMS BAPTIST UNIVERSITY,AR,724764661,Private-Nonprofit,163,163,700241,298,681902,165,170,536458,309,521297,15,17,225691,31,161608,25,25,382530,44,382530,,,,,
110700,SOUTHERN ARKANSAS UNIVERSITY,AR,717535000,Public,766,778,3210187,1222,2563042,735,800,2694380,1243,2126238,447,476,7797960,824,6939816,151,162,1500375,241,1134836,59,64,745901,104,627849
110800,UNIVERSITY OF ARKANSAS,AR,727010000,Public,5839,7195,25096296,12265,25072545,8702,10326,38877394,18222,38772636,980,1220,15506675,1976,15497825,2036,2413,42644823,4039,42634709,167,215,2356683,328,2356683
110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,722057102,Public,653,774,2649832,1314,2649832,583,695,3220214,1171,3220214,1001,1274,36526846,2026,29574862,36,37,279628,69,279628,630,839,16452230,1291,13089876
111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,729047397,Public,1229,1229,4752736,2307,4689592,1052,1067,4668763,2011,4601410,14,14,167961,25,167961,93,93,982942,183,980398,4,4,14641,7,14641
111100,ALLAN HANCOCK COLLEGE,CA,934546399,Public,66,66,236262,129,236262,58,58,240037,110,240037,,,,,,,,,,,,,,,
111300,ANTELOPE VALLEY COLLEGE,CA,935365426,Public,627,630,2311128,2020,2154984,585,595,3042765,1900,2845503,,,,,,6,6,53570,20,53570,,,,,
111600,ART CENTER COLLEGE OF DESIGN,CA,911031999,Private-Nonprofit,603,773,2643465,1182,2614715,579,718,2252375,1114,2220375,44,71,1042422,103,1042422,138,166,4934973,266,4934973,19,26,883663,45,883663
111700,AZUSA PACIFIC UNIVERSITY,CA,917027000,Private-Nonprofit,1226,1412,5518545,2873,5508544,1225,1383,5876913,2791,5874913,2277,2514,41416769,5116,40996486,340,365,7794604,681,7784240,1510,1968,37488801,3967,36876781
111800,BAKERSFIELD COLLEGE,CA,933051299,Public,291,318,915499,601,903499,278,302,1271594,568,1255594,,,,,,6,6,93462,12,93462,,,,,
111900,BARSTOW COMMUNITY COLLEGE,CA,923116608,Public,583,583,1948996,1013,1712351,99,99,411536,229,402536,,,,,,,,,,,,,,,
112000,BERKELEY SCHOOL OF THEOLOGY,CA,947043029,Private-Nonprofit,,,,,,,,,,,25,25,373535,40,355064,,,,,,1,1,9454,1,9454
112200,BIOLA UNIVERSITY,CA,906390001,Private-Nonprofit,1248,1280,5232482,2351,5193927,1365,1396,5098097,2587,5053908,372,380,6759968,683,6606633,336,357,7947597,620,7913331,86,91,1816250,168,1807256
112400,CABRILLO  COLLEGE,CA,950033194,Public,116,116,438591,228,438591,112,112,579101,221,579101,,,,,,,,,,,,,,,
112500,CALIFORNIA BAPTIST UNIVERSITY,CA,925043297,Private-Nonprofit,4724,5846,20889170,9249,20889170,4540,5628,19393472,8916,19393472,2788,3079,45794381,6422,45794381,766,952,18903689,1567,18903689,862,1230,24264500,2214,24264500
112700,CALIFORNIA COLLEGE OF THE ARTS,CA,941072206,Private-Nonprofit,268,338,1207076,557,1176712,253,297,945429,504,920756,76,89,1511597,153,1481311,90,97,3666652,180,3617091,57,63,1672289,108,1619643
113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,911250001,Private-Nonprofit,1,1,5500,3,5500,17,17,88668,45,85002,2,2,30000,6,30000,18,20,841778,59,836512,1,1,57148,3,57148
113200,CALIFORNIA INSTITUTE OF THE ARTS,CA,913552397,Private-Nonprofit,297,299,1298900,562,1296150,302,312,1068145,587,1067145,170,173,3378739,333,3378739,133,143,5032433,249,5012430,110,117,3513110,211,3513110
113300,CALIFORNIA LUTHERAN UNIVERSITY,CA,913602787,Private-Nonprofit,917,932,3956693,1867,3955759,1040,1099,3966662,2183,3965062,537,600,9989901,1479,9515756,356,401,9290316,750,9290316,100,126,2439347,297,2362864
113400,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,CA,945908181,Public,208,230,883621,422,883621,281,331,1361507,594,1361507,9,9,138686,25,138686,101,121,1720039,216,1720039,,,,,
113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,928313599,Public,6039,6244,25844099,11503,25365919,5926,6337,27718259,11703,27270623,1255,1484,18612015,2793,18065837,591,620,9869183,1146,9768608,103,122,2150742,231,2145230
113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,945423000,Public,2324,2396,10362057,4101,10300158,2138,2250,11573680,3868,11529767,446,479,7224937,849,7217793,78,96,1044779,179,1044779,30,36,479128,61,479128
113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,908400006,Public,6436,6615,28363402,11734,27782023,5741,5957,26556074,10706,25964856,1559,1726,25328025,3006,24856810,483,494,8681712,943,8598085,137,164,1855898,234,1850898
114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,Public,3346,3361,14969392,6050,14485466,2607,2626,13093640,4706,12696465,1011,1024,16022825,1906,15605368,67,68,1106769,129,1084978,90,101,1372855,174,1368382
114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,907470001,Public,2194,2266,9359634,4005,9055264,1732,1810,9127879,3169,8802983,632,704,9758779,1343,9589292,67,74,1058641,122,1050932,64,86,1289498,139,1289498
114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,924072393,Public,3273,3393,13706202,5855,13687027,2824,3054,13929358,5226,13908731,1176,1263,18172411,2256,18080495,98,104,1087473,189,1087473,70,93,890782,150,888282
114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,934070001,Public,3254,3655,13887720,10144,13887266,4057,4888,17715963,13540,17715963,244,268,3709833,654,3709833,1181,1239,27698518,3475,27695730,23,28,442681,68,442681
114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,917682500,Public,4735,4839,20077046,8837,19975479,4496,4719,20642629,8632,20554650,697,744,10801125,1274,10742712,471,505,7377299,978,7371492,42,50,602609,78,602609
114600,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,959290001,Public,3360,3990,13892067,6915,13890567,3103,3582,12060611,6150,12057861,438,622,5853795,1015,5853795,314,333,4500231,626,4500231,14,21,164920,32,164920
114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,937408026,Public,3617,3727,15070550,6463,15067800,3112,3255,13632376,5679,13628876,641,697,9538431,1231,9497431,112,116,1424025,222,1414245,58,70,607910,99,607910
114900,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, HUMBOLDT",CA,955218299,Public,1451,1517,5918912,2670,5887849,1427,1511,6354980,2671,6321775,204,230,3140917,403,3140917,160,170,2355892,312,2355892,9,11,64129,17,64129
115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,958196044,Public,5372,5534,22925220,9592,22923470,4625,4820,21148248,8225,21145248,889,1022,13980082,1657,13980082,776,791,13625656,1502,13625656,55,68,882764,107,872764
115100,SAN DIEGO STATE UNIVERSITY,CA,921821690,Public,5398,5590,23341548,10270,23341548,6773,7161,32595973,13230,32583542,1534,1716,24924569,3042,24904069,1848,2037,43121551,3879,43121551,209,255,2511050,387,2511050
115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,913308307,Public,6375,6615,26737435,11638,26729888,5879,6093,26420332,10892,26411670,1943,2299,31624425,4006,31560925,114,125,1583773,239,1583773,196,282,3287375,451,3287375
115400,SAN FRANCISCO STATE UNIVERSITY,CA,941321740,Public,3756,3967,15957362,6928,15939924,3812,4124,17025616,7159,16987444,776,840,12153454,1477,12143704,658,707,11481973,1328,11481973,111,134,1940559,231,1940559
115500,SAN JOSE STATE UNIVERSITY,CA,951920036,Public,4221,4370,18128917,7759,17871650,3990,4180,17639140,7417,17327240,2185,2437,34118232,4104,33313323,1067,1148,19565574,2125,19449210,889,1038,12656993,1767,12350211
115600,SONOMA STATE UNIVERSITY,CA,949283609,Public,954,979,3931806,1746,3922562,1048,1131,4796241,2020,4785241,158,178,2592783,302,2577533,170,174,2769144,324,2769144,9,10,146526,17,146526
115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,953820299,Public,1585,1713,6610415,2821,6606415,1363,1516,6694066,2479,6686816,374,402,5848222,714,5848222,139,149,1621528,269,1621528,12,13,182969,22,182969
116100,CERRITOS COMMUNITY COLLEGE,CA,906506296,Public,748,759,2469955,1339,2466455,762,776,3767813,1364,3762296,,,,,,,,,,,,,,,
116200,CHABOT COLLEGE,CA,945452400,Public,106,107,377829,355,373454,88,89,422311,301,416811,,,,,,,,,,,,,,,
116300,CHAFFEY COMMUNITY COLLEGE,CA,917379400,Public,146,148,449750,346,419875,145,148,572034,341,541734,,,,,,,,,,,,,,,
116400,CHAPMAN UNIVERSITY,CA,928661099,Private-Nonprofit,1869,1925,8246466,3679,8246466,1988,2065,6882248,3951,6875748,1107,1117,23780865,2377,23762615,1323,1342,42429615,2636,42427115,851,917,38330527,2158,38321027
116600,CITRUS COLLEGE,CA,917411899,Public,177,187,560186,314,495579,162,173,728970,285,640519,,,,,,5,6,54947,15,54947,,,,,
116900,CLAREMONT GRADUATE UNIVERSITY,CA,917116163,Private-Nonprofit,,,,,,,,,,,750,773,13651266,1374,13560269,,,,,,473,686,15705180,1151,15690625
117000,CLAREMONT MCKENNA COLLEGE,CA,917116400,Private-Nonprofit,150,155,711239,302,711239,96,98,415763,186,415763,1,1,20500,2,20500,55,57,2022215,105,2022215,1,1,4880,2,4880
117100,HARVEY MUDD COLLEGE,CA,917115990,Private-Nonprofit,221,221,985319,433,985319,243,244,882353,477,882353,,,,,,59,61,2038967,110,2038967,,,,,
117200,PITZER COLLEGE,CA,917116101,Private-Nonprofit,180,199,764632,343,764632,76,83,322477,148,322477,,,,,,41,49,1745893,79,1745893,,,,,
117300,POMONA COLLEGE,CA,917116301,Private-Nonprofit,57,59,214810,117,214810,145,146,727094,283,727094,,,,,,61,61,2195746,119,2195746,,,,,
117400,SCRIPPS COLLEGE,CA,917113948,Private-Nonprofit,152,158,619236,294,597986,62,63,294194,106,272444,,,,,,40,41,1569750,74,1569750,,,,,
117600,COALINGA COLLEGE,CA,932101399,Public,47,47,117102,118,109602,47,47,111456,128,105456,,,,,,,,,,,,,,,
117700,UNIVERSITY OF SILICON VALLEY,CA,951341697,Proprietary,385,490,1604031,708,1339425,372,544,1919020,797,1594296,9,13,161699,18,133241,57,80,1115569,130,955900,2,2,42534,3,29034
117800,COLLEGE OF MARIN,CA,949042590,Public,50,51,198041,99,193541,47,51,245619,98,239619,,,,,,,,,,,,,,,
117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,940021997,Private-Nonprofit,23,26,120022,27,103524,18,22,159130,25,125632,69,85,1565230,118,1160323,1,2,42078,3,37578,6,6,76872,8,76872
118100,COLLEGE OF SAN MATEO,CA,944023784,Public,37,38,126250,73,124500,33,34,150924,66,150924,,,,,,2,2,35567,3,35567,,,,,
118200,COLLEGE OF THE DESERT,CA,922609305,Public,126,127,460295,231,458795,121,123,538705,225,538705,,,,,,,,,,,,,,,
118500,COLLEGE OF THE REDWOODS,CA,955019300,Public,330,330,1193690,639,1148890,280,280,1332552,564,1296943,,,,,,17,17,250651,34,221779,,,,,
118600,COLLEGE OF THE SEQUOIAS,CA,932772234,Public,165,173,591228,313,560853,99,101,445506,177,421656,,,,,,1,1,22000,2,22000,,,,,
118700,COLLEGE OF THE SISKIYOUS,CA,960942899,Public,79,79,271247,148,254497,87,87,378501,166,357501,,,,,,12,12,196310,22,194310,,,,,
119000,CONTRA COSTA COLLEGE,CA,948063195,Public,145,145,489030,243,409732,144,144,735061,245,605674,,,,,,,,,,,,,,,
119100,DIABLO VALLEY COLLEGE,CA,945231544,Public,245,245,935418,410,810969,245,245,1371805,411,1188314,,,,,,7,7,90800,14,90800,,,,,
119200,CUESTA COLLEGE,CA,934038106,Public,155,172,518193,244,515943,167,184,753232,260,750232,,,,,,16,18,231555,31,231555,,,,,
119300,CYPRESS COLLEGE,CA,906305897,Public,215,224,630703,423,620953,185,194,801128,371,792128,,,,,,,,,,,,,,,
119600,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,949012298,Private-Nonprofit,458,464,1931771,853,1888268,538,555,2086294,1042,2048047,346,429,7125126,773,6419773,194,227,5625001,387,5625001,152,295,5178964,337,5128507
119700,EL CAMINO COLLEGE,CA,905060002,Public,107,107,375058,324,310186,81,81,393777,261,346597,,,,,,4,4,62293,14,57293,,,,,
119900,FOOTHILL COLLEGE,CA,940224597,Public,304,308,1096067,751,949744,268,270,1428843,651,1247279,,,,,,,,,,,,,,,
120000,FULLER THEOLOGICAL SEMINARY,CA,911820002,Private-Nonprofit,,,,,,1,1,6124,3,4593,428,609,8186843,1325,7417177,,,,,,88,166,2607523,427,2438960
120100,FULLERTON COLLEGE,CA,928322095,Public,463,482,1535938,899,1437938,387,407,1821638,748,1672094,,,,,,,,,,,,,,,
