ope_id,school,state,zip_code,school_type,dl_subsidized_recipients,dl_subsidized_number_of_loans_originated,dl_subsidized_dollar_amount_of_loans_originated,dl_subsidized_number_of_disbursements,dl_subsidized_dollar_amount_of_disbursements,dl_unsubsidized_undergraduate_recipients,dl_unsubsidized_undergraduate_number_of_loans_originated,dl_unsubsidized_undergraduate_dollar_amount_of_loans_originated,dl_unsubsidized_undergraduate_number_of_disbursements,dl_unsubsidized_undergraduate_dollar_amount_of_disbursements,dl_unsubsidized_graduate_recipients,dl_unsubsidized_graduate_number_of_loans_originated,dl_unsubsidized_graduate_dollar_amount_of_loans_originated,dl_unsubsidized_graduate_number_of_disbursements,dl_unsubsidized_graduate_dollar_amount_of_disbursements,dl_parent_plus_recipients,dl_parent_plus_number_of_loans_originated,dl_parent_plus_dollar_amount_of_loans_originated,dl_parent_plus_number_of_disbursements,dl_parent_plus_dollar_amount_of_disbursements,dl_grad_plus_recipients,dl_grad_plus_number_of_loans_originated,dl_grad_plus_dollar_amount_of_loans_originated,dl_grad_plus_number_of_disbursements,dl_grad_plus_dollar_amount_of_disbursements
103300,OAKWOOD UNIVERSITY,AL,358960001,Private-Nonprofit,116,116,437041,239,518805,126,137,455103,295,560038,3,3,41000,4,41000,22,22,186977,42,204477,1,1,3100,2,3100
103600,SAMFORD UNIVERSITY,AL,352297000,Private-Nonprofit,10,10,29961,11,29961,12,12,55859,13,55859,364,364,2258409,365,2271409,13,13,169830,13,169830,518,523,6333545,525,6349066
103800,SNEAD STATE COMMUNITY COLLEGE,AL,359570734,Public,17,17,35446,53,68946,18,20,45103,59,89443,,,,,,,,,,,,,,,
104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,362760000,Public,162,167,356839,333,360303,100,105,258768,241,299064,,,,,,,,,,,,,,,
104100,SPRING HILL COLLEGE,AL,366081791,Private-Nonprofit,13,13,22910,13,22910,12,12,40357,12,40357,8,8,35589,26,156427,11,11,58152,12,58152,,,,,
104400,STILLMAN COLLEGE,AL,354011430,Private-Nonprofit,11,11,36231,27,36231,8,8,19220,15,19220,,,,,,3,3,31963,8,31963,,,,,
104600,TALLADEGA COLLEGE,AL,351602354,Private-Nonprofit,12,12,41100,31,56242,12,12,52460,42,87700,2,2,32753,12,72517,3,3,30869,9,39074,,,,,
104700,TROY UNIVERSITY,AL,360820001,Public,479,481,1036722,991,1677867,380,383,957376,849,1797016,212,215,1403638,608,3513850,93,98,606797,113,670722,129,132,854292,162,989368
105000,TUSKEGEE UNIVERSITY,AL,360881645,Private-Nonprofit,51,51,157391,105,164266,54,57,188910,118,195885,40,41,321679,83,331929,69,70,522297,140,522297,43,46,422029,93,439646
105100,UNIVERSITY OF ALABAMA,AL,354870120,Public,436,440,1007937,451,1010187,355,358,1011872,382,1012872,442,447,2755336,455,2755336,257,273,2689855,277,2712937,144,148,1218181,152,1218181
105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352941150,Public,539,547,1066951,878,1615849,412,419,1162036,760,1885907,569,595,5051783,2122,16019499,117,130,1016890,146,1135050,176,191,1578526,673,5774959
105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,Public,79,82,207513,82,207513,87,89,251650,89,251650,103,106,535869,106,535869,15,15,107978,15,107978,18,18,164361,18,164361
105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,Public,351,372,704415,482,916700,220,225,548272,325,796224,489,496,5828526,999,9036481,133,139,923301,155,1016706,352,359,3445281,563,4992493
106000,COASTAL ALABAMA COMMUNITY COLLEGE,AL,365072698,Public,138,140,337453,358,501607,132,134,377774,353,624471,,,,,,1,1,7500,8,36671,,,,,
106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,Private-Nonprofit,2,2,8532,3,10282,0,0,0,2,3750,2,2,13053,7,36605,0,0,0,1,555,1,1,10000,2,19458
106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,Public,58,59,157113,62,159357,59,60,227826,63,227826,19,20,156282,22,165944,4,4,11000,4,11000,,,,,
106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,Public,10,10,27032,13,29505,12,12,60159,18,71032,23,23,221672,36,313814,0,0,0,1,5508,5,5,26290,5,26290
107100,ARIZONA WESTERN COLLEGE,AZ,853658847,Public,1,1,1750,2,1750,1,2,3500,4,3500,,,,,,,,,,,,,,,
107200,COCHISE COLLEGE,AZ,856352317,Public,13,14,26541,33,30919,13,16,29451,32,32451,,,,,,,,,,,,,,,
107400,GRAND CANYON UNIVERSITY,AZ,850173030,Proprietary,13184,13241,47390478,37741,72439698,13307,13454,60916012,38460,94253471,11875,11940,151385827,41966,248297711,383,389,3193749,806,3711008,456,470,6304471,1575,9370304
107600,GLENDALE COMMUNITY COLLEGE,AZ,853023090,Public,112,112,199225,220,206035,81,84,145001,171,152676,,,,,,,,,,,,,,,
107700,MESA COMMUNITY COLLEGE,AZ,852024866,Public,117,120,204814,245,218564,66,67,110011,133,117629,,,,,,2,2,28589,4,28589,,,,,
107800,PHOENIX COLLEGE,AZ,850134234,Public,102,106,180289,216,190414,87,92,162403,183,165750,,,,,,,,,,,,,,,
107900,YAVAPAI COLLEGE,AZ,863013297,Public,30,30,50522,79,92507,29,29,57250,78,111961,,,,,,,,,,,,,,,
108100,ARIZONA STATE UNIVERSITY,AZ,852870412,Public,4310,4379,11111560,4539,11147059,3675,3774,10854930,3941,10880525,2168,2221,14016360,2243,14020360,735,766,5084358,800,5102282,1746,1870,15542107,1898,15547194
108200,NORTHERN ARIZONA UNIVERSITY,AZ,860110001,Public,517,519,1546606,586,1640809,400,404,1374976,469,1538271,388,389,2694276,400,2720052,35,35,244736,42,244736,231,253,2818692,269,2828548
108300,UNIVERSITY OF ARIZONA (THE),AZ,857210066,Public,837,854,2257965,1011,2306765,600,618,1776851,797,1826042,553,591,7584750,831,9120634,314,334,2267638,420,2433210,448,482,5425010,666,6290490
108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,AR,716560000,Public,139,141,284667,280,284667,115,122,260185,243,262185,165,175,962194,345,962194,7,7,31078,15,35985,5,5,20263,9,20263
108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,AR,716012790,Public,90,91,165193,182,170693,73,79,153592,160,159592,14,14,65249,28,66785,18,18,59115,35,59115,,,,,
108700,ARKANSAS BAPTIST COLLEGE,AR,722026099,Private-Nonprofit,80,83,242102,208,279452,92,99,233981,234,270606,,,,,,4,4,16613,8,16613,,,,,
108800,LYON COLLEGE,AR,725013699,Private-Nonprofit,2,2,4500,2,4500,2,2,4450,3,7450,,,,,,5,5,28650,6,30900,,,,,
108900,ARKANSAS TECH UNIVERSITY,AR,728012222,Public,229,234,494629,462,496438,149,152,350773,296,351773,98,99,515903,197,515903,12,12,43983,24,43983,11,11,58800,22,58800
109000,ARKANSAS STATE UNIVERSITY,AR,724010000,Public,319,322,863509,337,863509,358,367,1197170,381,1197170,1659,1721,7899060,1723,7899060,22,24,111194,26,111194,208,215,1490115,219,1498193
109100,ARKANSAS STATE UNIVERSITY - BEEBE,AR,720121000,Public,25,25,52385,51,53885,27,28,74449,56,74449,,,,,,,,,,,,,,,
109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,720350001,Public,225,226,405530,226,405530,161,167,363697,168,363697,358,364,1484186,365,1484186,54,57,200487,58,200487,158,163,906538,164,906538
109300,CENTRAL BAPTIST COLLEGE,AR,720346470,Private-Nonprofit,10,11,20186,43,41234,13,14,24648,47,52870,,,,,,,,,,,,,,,
109400,UNIVERSITY OF THE OZARKS,AR,728302880,Private-Nonprofit,11,11,35500,26,41868,13,13,23941,33,38599,,,,,,1,1,4701,5,15376,,,,,
109700,HARDING UNIVERSITY,AR,721490001,Private-Nonprofit,156,161,467526,248,545661,202,220,573066,332,672128,225,226,2374692,356,3513354,35,35,383533,41,388245,64,64,641458,100,1043009
109800,HENDERSON STATE UNIVERSITY,AR,719990001,Public,54,54,139778,110,165335,58,60,156877,103,170964,64,65,456930,128,514809,23,23,132243,33,137243,10,11,64600,17,64600
109900,HENDRIX COLLEGE,AR,720323080,Private-Nonprofit,15,15,54909,15,54909,16,18,64631,19,64631,,,,,,14,15,150961,16,150961,,,,,
110000,JOHN BROWN UNIVERSITY,AR,727612747,Private-Nonprofit,22,24,90694,76,144390,21,21,90555,65,160381,48,49,593416,284,1515582,1,1,17074,3,17074,1,1,7648,2,17648
110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,722041099,Public,303,305,734053,306,734053,285,299,862687,300,862687,112,114,745014,114,745014,24,26,110394,26,110394,92,95,658206,95,658206
110200,OUACHITA BAPTIST UNIVERSITY,AR,719980001,Private-Nonprofit,3,3,7500,4,8500,4,4,11920,4,11920,35,35,233656,35,233656,3,3,9900,3,9900,,,,,
110300,PHILANDER SMITH COLLEGE,AR,722023718,Private-Nonprofit,54,54,138009,121,169611,41,41,126660,95,174148,,,,,,14,15,57819,33,57819,,,,,
110500,SHORTER COLLEGE,AR,721144885,Private-Nonprofit,35,35,90477,106,119505,25,25,62310,84,103756,,,,,,,,,,,,,,,
110600,WILLIAMS BAPTIST UNIVERSITY,AR,724764661,Private-Nonprofit,10,10,30387,12,32637,14,16,36253,19,36533,2,2,16776,10,36444,9,9,28962,12,37917,,,,,
110700,SOUTHERN ARKANSAS UNIVERSITY,AR,717535000,Public,151,154,377257,295,377257,85,87,218270,172,218270,206,212,1012867,407,1012867,21,21,94211,41,94211,66,69,490017,131,490017
110800,UNIVERSITY OF ARKANSAS,AR,727010000,Public,382,395,994123,435,999742,380,389,1024565,449,1026315,320,332,1498066,333,1498066,88,95,630789,97,630789,119,132,989152,133,989152
110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,722057102,Public,7,7,17778,9,21878,4,4,19692,7,31092,471,474,14995578,928,14995578,1,1,3500,1,3500,331,361,5578383,677,5578383
111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,729047397,Public,41,41,146690,154,246521,44,44,161813,124,223464,1,1,12429,5,22771,1,1,1500,4,12850,,,,,
111100,ALLAN HANCOCK COLLEGE,CA,934546399,Public,12,12,41628,29,41628,10,10,43276,25,43276,,,,,,,,,,,,,,,
111300,ANTELOPE VALLEY COLLEGE,CA,935365426,Public,40,41,133644,140,141644,41,43,126896,132,129896,,,,,,,,,,,,,,,
111600,ART CENTER COLLEGE OF DESIGN,CA,911031999,Private-Nonprofit,222,222,564052,333,777384,195,196,471577,292,619475,15,15,153750,17,174250,28,28,464190,44,574198,9,9,126666,11,136666
111700,AZUSA PACIFIC UNIVERSITY,CA,917027000,Private-Nonprofit,294,341,1213220,753,1549358,286,325,1435813,728,1867372,469,492,4495907,1634,10573770,43,45,584311,71,603827,497,533,5395408,1489,9787517
111800,BAKERSFIELD COLLEGE,CA,933051299,Public,24,24,75513,48,75513,21,21,57254,42,57254,,,,,,,,,,,,,,,
111900,BARSTOW COMMUNITY COLLEGE,CA,923116608,Public,20,20,46721,39,56147,,,,,,,,,,,,,,,,,,,,
112200,BIOLA UNIVERSITY,CA,906390001,Private-Nonprofit,17,17,49090,102,180910,22,22,107543,100,282373,4,5,29290,50,326885,2,2,7356,14,104713,5,5,46948,28,243883
112400,CABRILLO COLLEGE,CA,950033194,Public,5,5,16010,12,20510,1,1,1500,4,7500,,,,,,,,,,,,,,,
112500,CALIFORNIA BAPTIST UNIVERSITY,CA,925043297,Private-Nonprofit,903,933,2156440,982,2235457,855,885,2560771,942,2669419,310,314,2409455,1686,11718240,40,41,288799,43,308462,162,184,1661687,377,3291661
112700,CALIFORNIA COLLEGE OF THE ARTS,CA,941072206,Private-Nonprofit,33,39,110338,56,110338,24,27,72946,40,72946,13,13,192360,20,192360,6,6,196993,13,196993,6,6,53734,13,53734
113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,911250001,Private-Nonprofit,,,,,,1,1,6500,4,9000,,,,,,1,1,15000,3,15000,,,,,
113200,CALIFORNIA INSTITUTE OF THE ARTS,CA,913552397,Private-Nonprofit,,,,,,,,,,,,,,,,,,,,,1,1,24272,1,24272
113300,CALIFORNIA LUTHERAN UNIVERSITY,CA,913602787,Private-Nonprofit,21,21,78668,98,189064,17,17,65593,84,179649,87,87,615829,389,2318619,6,7,51130,13,80706,19,20,133909,56,357484
113400,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,CA,945908181,Public,28,30,85506,34,85506,20,21,41388,24,41388,0,0,0,6,31536,22,23,128680,24,128680,,,,,
113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,928313599,Public,376,385,986451,485,1001545,280,286,678428,352,689020,233,239,1555205,263,1570069,6,6,37749,7,37749,41,42,482886,44,482886
113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,945423000,Public,171,173,590751,189,593501,190,196,721859,222,722859,42,44,259186,49,259186,6,6,45058,8,45058,8,9,54002,11,54002
113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,908400006,Public,226,227,986988,376,988488,193,197,732221,313,733100,100,101,800367,131,839117,8,9,54269,12,54269,45,48,411434,59,411434
114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,Public,136,141,482797,190,495797,114,115,459178,167,482049,84,85,561048,114,597302,,,,,,45,45,460082,48,460082
114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,907470001,Public,99,101,271551,138,284558,91,92,267020,124,284813,175,177,1947630,363,1970045,3,3,7300,5,13976,21,21,175360,30,175360
114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,924072393,Public,239,241,714508,272,727328,197,200,612930,222,625898,110,112,583163,125,589467,3,3,19718,4,22118,14,14,125525,15,125525
114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,934070001,Public,109,115,331072,216,416087,86,86,228166,190,321549,13,13,61974,17,90059,43,44,280300,98,502601,7,7,34435,9,34435
114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,917682500,Public,232,235,625928,260,633685,152,157,464796,182,469468,47,47,321977,61,386252,6,7,34822,9,34822,15,15,118060,18,118060
114600,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,959290001,Public,122,128,359901,168,364287,117,120,324040,148,324040,63,67,400781,71,400781,2,2,14042,2,14042,4,5,41687,5,41687
114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,937408026,Public,129,131,443096,181,453201,102,102,370443,135,379068,36,45,423865,51,423865,2,2,11971,2,11971,19,19,153067,19,153067
114900,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, HUMBOLDT",CA,955218299,Public,58,59,180789,90,197739,63,63,210344,94,220432,32,32,164482,40,180300,1,1,8500,1,8500,5,5,34622,6,36622
115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,958196044,Public,210,212,743492,261,764696,209,209,732481,252,745076,64,66,482952,83,495372,10,10,76567,17,78067,20,21,204906,23,204906
115100,SAN DIEGO STATE UNIVERSITY,CA,921821690,Public,247,252,764619,346,772436,213,223,675586,312,689836,189,192,1305905,213,1323150,31,32,311164,51,311164,69,73,651423,82,651423
115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,913308307,Public,160,167,600741,272,614348,142,145,552642,234,572646,252,256,1448585,290,1458083,2,2,5563,3,5563,152,161,1463326,207,1463326
115400,SAN FRANCISCO STATE UNIVERSITY,CA,941321740,Public,494,512,1362129,554,1393305,321,329,1001109,378,1045468,84,84,583933,96,597183,122,126,790442,139,843063,75,78,690887,83,690887
115500,SAN JOSE STATE UNIVERSITY,CA,951920036,Public,211,214,734669,299,750865,148,152,472066,207,484766,121,126,710676,140,720926,28,30,158031,36,158031,94,100,712292,112,712292
115600,SONOMA STATE UNIVERSITY,CA,949283609,Public,37,38,123609,46,128609,24,24,65743,30,78493,31,37,306866,37,306866,7,7,44298,11,50586,3,3,15138,4,15138
115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,953820299,Public,150,157,461954,203,465429,100,104,333327,132,344077,22,22,174407,28,194907,1,1,5000,1,5000,2,2,16393,2,16393
116100,CERRITOS COMMUNITY COLLEGE,CA,906506296,Public,32,32,111266,65,113016,30,30,105600,60,108214,,,,,,,,,,,,,,,
116200,CHABOT COLLEGE,CA,945452400,Public,8,8,32000,17,34250,4,4,15500,9,18250,,,,,,,,,,,,,,,
116300,CHAFFEY COMMUNITY COLLEGE,CA,917379400,Public,7,7,14391,7,14391,7,7,23500,7,23500,,,,,,,,,,,,,,,
116400,CHAPMAN UNIVERSITY,CA,928661099,Private-Nonprofit,25,25,91165,41,99915,30,33,109743,55,112743,93,93,1254846,517,4920673,23,23,294103,44,349112,117,117,1469113,565,7192095
116500,CHURCH DIVINITY SCHOOL OF THE PACIFIC,CA,947091217,Private-Nonprofit,,,,,,,,,,,1,1,5000,1,5000,,,,,,,,,,
116600,CITRUS COLLEGE,CA,917411899,Public,17,18,39250,48,60000,15,18,57661,45,80827,,,,,,0,0,0,1,4000,,,,,
116900,CLAREMONT GRADUATE UNIVERSITY,CA,917116163,Private-Nonprofit,,,,,,,,,,,48,49,626344,61,699364,,,,,,138,156,2158713,170,2186425
117000,CLAREMONT MCKENNA COLLEGE,CA,917116400,Private-Nonprofit,3,3,8296,5,8296,2,3,5004,4,5004,,,,,,2,2,33800,2,33800,,,,,
117100,HARVEY MUDD COLLEGE,CA,917115990,Private-Nonprofit,,,,,,1,1,836,2,5083,,,,,,,,,,,,,,,
117200,PITZER COLLEGE,CA,917116101,Private-Nonprofit,5,6,17053,7,17053,1,1,2000,2,2000,,,,,,2,2,39611,3,57755,,,,,
117300,POMONA COLLEGE,CA,917116301,Private-Nonprofit,5,5,6125,10,6801,8,8,29354,14,30360,,,,,,3,4,58092,8,76365,,,,,
117400,SCRIPPS COLLEGE,CA,917113948,Private-Nonprofit,11,11,60000,21,60000,10,10,62204,18,62204,,,,,,,,,,,,,,,
117600,WEST HILLS COMMUNITY COLLEGE,CA,932101399,Public,0,0,0,5,3085,0,0,0,5,3668,,,,,,,,,,,,,,,
117700,UNIVERSITY OF SILICON VALLEY,CA,951341697,Proprietary,130,147,516888,354,706052,125,157,439282,381,635164,4,4,27569,8,32539,63,79,709305,200,981778,,,,,
117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,940021997,Private-Nonprofit,6,6,22000,8,22000,6,6,28000,8,28000,51,51,626724,64,626724,,,,,,4,4,43381,4,43381
118100,COLLEGE OF SAN MATEO,CA,944023784,Public,4,4,9750,8,9750,3,3,7375,6,7375,,,,,,,,,,,,,,,
118200,COLLEGE OF THE DESERT,CA,922609305,Public,1,1,2250,2,2250,2,2,4250,4,4250,,,,,,,,,,,,,,,
118300,HOLY NAMES UNIVERSITY,CA,946191699,Private-Nonprofit,41,41,127344,50,127344,45,45,122267,54,122267,91,92,971474,154,1514724,5,5,85068,7,85068,13,15,119296,20,135327
118500,COLLEGE OF THE REDWOODS,CA,955019300,Public,7,7,23704,17,24704,6,6,16862,21,24478,,,,,,,,,,,,,,,
118600,COLLEGE OF THE SEQUOIAS,CA,932772234,Public,8,8,17880,16,17880,1,1,4500,2,4500,,,,,,,,,,,,,,,
118700,COLLEGE OF THE SISKIYOUS,CA,960942899,Public,14,16,42373,34,46110,19,21,60799,44,65388,,,,,,2,2,11652,4,11652,,,,,
119000,CONTRA COSTA COLLEGE,CA,948063195,Public,20,20,63750,40,72956,22,22,91608,41,107530,,,,,,,,,,,,,,,
119100,DIABLO VALLEY COLLEGE,CA,945231544,Public,20,20,62186,75,86313,23,23,71196,92,107983,,,,,,0,0,0,1,2500,,,,,
119200,CUESTA COLLEGE,CA,934038106,Public,29,32,90359,94,101980,27,32,87273,99,115297,,,,,,,,,,,,,,,
119300,CYPRESS COLLEGE,CA,906305897,Public,13,13,40053,26,40053,15,15,60447,30,60447,,,,,,,,,,,,,,,
119600,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,949012298,Private-Nonprofit,40,40,98274,67,167274,41,43,109534,71,162534,29,29,509802,117,1030027,16,21,195222,24,195222,47,56,545634,60,552300
119700,EL CAMINO COLLEGE,CA,905060002,Public,28,28,65376,188,171803,33,33,114386,196,252384,,,,,,,,,,,,,,,
119900,FOOTHILL COLLEGE,CA,940224597,Public,37,38,130500,246,320551,29,30,116666,205,367955,,,,,,,,,,,,,,,
120000,FULLER THEOLOGICAL SEMINARY,CA,911820002,Private-Nonprofit,,,,,,0,0,0,1,2962,118,137,926212,367,2251576,,,,,,102,104,950642,131,1061372
120100,FULLERTON COLLEGE,CA,928322095,Public,54,54,163193,114,168693,35,35,135351,74,149101,,,,,,,,,,,,,,,
120300,GLENDALE COMMUNITY COLLEGE,CA,912082894,Public,70,70,266198,115,266198,32,32,179831,56,179831,,,,,,1,1,15000,3,19292,,,,,
120500,GOLDEN GATE UNIVERSITY,CA,941052967,Private-Nonprofit,49,50,198334,109,260422,52,53,307838,111,399199,217,217,3761673,515,4434170,,,,,,126,127,5042985,369,5170949
120600,GOLDEN WEST COLLEGE,CA,926472748,Public,21,21,47600,21,47600,17,17,36299,17,36299,,,,,,,,,,,,,,,
120700,GRADUATE THEOLOGICAL UNION,CA,947091212,Private-Nonprofit,,,,,,,,,,,4,4,45694,5,45694,,,,,,3,3,18859,3,18859
120800,GROSSMONT COLLEGE,CA,920201799,Public,24,24,68500,63,90125,15,15,51613,42,75113,,,,,,,,,,,,,,,
120900,HARTNELL COMMUNITY COLLEGE,CA,939011697,Public,5,5,18813,12,23313,4,4,18000,10,21750,,,,,,,,,,,,,,,
121200,HUMPHREYS UNIVERSITY,CA,952073896,Private-Nonprofit,59,60,145328,430,281907,50,51,194938,365,354183,38,40,485488,306,841790,1,1,21581,16,41153,1,1,13778,8,21780
121500,LA SIERRA UNIVERSITY,CA,925053332,Private-Nonprofit,51,54,144752,780,1180340,51,55,148309,803,966862,133,152,897172,327,1758761,20,20,163327,185,924280,44,64,321746,104,487776
121600,UNIVERSITY OF LA VERNE,CA,917504443,Private-Nonprofit,82,82,287435,166,390079,77,79,379114,168,514367,138,143,1213807,433,2844110,7,7,71018,8,71018,172,179,1569276,256,2317740
121700,LASSEN COLLEGE,CA,961303000,Public,2,2,4000,10,9500,2,2,6000,10,11875,,,,,,1,1,3000,5,4250,,,,,
121800,LOMA LINDA UNIVERSITY,CA,923500001,Private-Nonprofit,186,187,787816,673,1016070,194,199,970676,728,1229108,907,943,23533597,2725,24334555,13,13,446100,58,669909,595,656,16649666,1942,18258672
121900,LONG BEACH CITY COLLEGE,CA,908081780,Public,35,35,117481,117,205475,36,36,157221,121,268377,,,,,,,,,,,,,,,
122000,MASTER'S UNIVERSITY AND SEMINARY (THE),CA,913211200,Private-Nonprofit,10,10,28094,76,99416,15,15,46925,80,121154,6,6,26524,31,126479,1,1,11552,5,25577,,,,,
122300,LOS ANGELES CITY COLLEGE,CA,900293588,Public,81,85,260187,235,357908,80,83,308246,237,475316,,,,,,0,0,0,1,2989,,,,,
122400,LOS ANGELES HARBOR COLLEGE,CA,907442397,Public,4,4,7250,12,13125,6,6,17700,19,29950,,,,,,,,,,,,,,,
