ope_id,school,state,zip_code,school_type,dl_subsidized_recipients,dl_subsidized_number_of_loans_originated,dl_subsidized_dollar_amount_of_loans_originated,dl_subsidized_number_of_disbursements,dl_subsidized_dollar_amount_of_disbursements,dl_unsubsidized_undergraduate_recipients,dl_unsubsidized_undergraduate_number_of_loans_originated,dl_unsubsidized_undergraduate_dollar_amount_of_loans_originated,dl_unsubsidized_undergraduate_number_of_disbursements,dl_unsubsidized_undergraduate_dollar_amount_of_disbursements,dl_unsubsidized_graduate_recipients,dl_unsubsidized_graduate_number_of_loans_originated,dl_unsubsidized_graduate_dollar_amount_of_loans_originated,dl_unsubsidized_graduate_number_of_disbursements,dl_unsubsidized_graduate_dollar_amount_of_disbursements,dl_parent_plus_recipients,dl_parent_plus_number_of_loans_originated,dl_parent_plus_dollar_amount_of_loans_originated,dl_parent_plus_number_of_disbursements,dl_parent_plus_dollar_amount_of_disbursements,dl_grad_plus_recipients,dl_grad_plus_number_of_loans_originated,dl_grad_plus_dollar_amount_of_loans_originated,dl_grad_plus_number_of_disbursements,dl_grad_plus_dollar_amount_of_disbursements
00101600,UNIVERSITY OF NORTH ALABAMA,AL,356320001,Public,2172,2302,8487690,4228,8487690,2175,2341,8284303,4338,8284303,1057,1231,13631002,2233,13631002,360,385,4183573,736,4183573,34,40,266408,75,266408
00101900,HUNTINGDON COLLEGE,AL,361062148,Private-Nonprofit,523,523,2109376,981,2109376,634,676,2340023,1268,2340023,4,4,52526,4,52526,214,214,2837903,404,2837903,-,-, -,-, -
00102000,JACKSONVILLE STATE UNIVERSITY,AL,362651602,Public,3312,3503,12810605,5951,12810605,3396,3695,13099579,6391,13099579,962,1253,13220844,1840,13220844,576,624,5597376,1058,5597376,26,29,176570,31,176570
00102200,JEFFERSON STATE COMMUNITY COLLEGE,AL,352153098,Public,1775,1835,5185096,3044,5185096,620,742,1735904,1283,1735904,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00102300,JUDSON COLLEGE,AL,367562504,Private-Nonprofit,137,137,485626,317,485626,140,147,382302,312,382302,-,-, -,-, -,26,26,168447,56,168447,-,-, -,-, -
00102400,UNIVERSITY OF WEST ALABAMA,AL,354700000,Public,1615,1809,5918641,2927,5918641,1491,1692,5971318,2775,5971318,3200,3455,42486307,6775,42486307,242,275,3020009,453,3020009,199,214,3075426,426,3075426
00102600,MARION MILITARY INSTITUTE,AL,367563214,Public,106,109,297820,185,297820,148,177,486217,313,486217,-,-, -,-, -,25,31,180914,57,180914,-,-, -,-, -
00102800,MILES COLLEGE,AL,350642697,Private-Nonprofit,1196,1289,4456009,2386,4456009,1205,1550,4078772,2818,4078772,-,-, -,-, -,289,294,1763494,530,1763494,-,-, -,-, -
00102900,UNIVERSITY OF MOBILE,AL,366630220,Private-Nonprofit,668,716,2646966,1346,2646966,747,830,2765480,1565,2765480,186,260,2663291,440,2663291,159,172,2209605,337,2209605,21,35,211883,62,211883
00103100,NORTHEAST ALABAMA COMMUNITY COLLEGE,AL,359860159,Public,339,358,945139,585,945139,118,158,339143,280,339143,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00103300,OAKWOOD UNIVERSITY,AL,358960001,Private-Nonprofit,812,812,3381952,1533,3381952,857,935,3170428,1772,3170428,28,28,501401,49,501401,144,146,1841396,268,1841396,3,3,33850,5,33850
00103600,SAMFORD UNIVERSITY,AL,352297000,Private-Nonprofit,686,693,2867555,1285,2867555,976,979,3821377,1815,3821377,1452,1742,32000291,2943,32000291,371,423,7619779,734,7619779,1081,1597,23411681,2459,23411681
00103800,SNEAD STATE COMMUNITY COLLEGE,AL,359570734,Public,276,288,803969,486,803969,262,283,936955,478,936955,-,-, -,-, -,3,3,20000,6,20000,-,-, -,-, -
00104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,362760000,Public,732,1124,2112531,1669,2112531,781,1284,2753118,1914,2753118,-,-, -,-, -,14,15,87750,29,87750,-,-, -,-, -
00104100,SPRING HILL COLLEGE,AL,366081791,Private-Nonprofit,525,597,2165513,1047,2165513,615,688,2125386,1258,2125386,42,51,600733,96,600733,177,200,2754885,345,2754885,-,-, -,-, -
00104400,STILLMAN COLLEGE,AL,354011430,Private-Nonprofit,552,570,2121161,1056,2121161,550,626,2054446,1153,2054446,-,-, -,-, -,107,111,1086870,213,1086870,-,-, -,-, -
00104600,TALLADEGA COLLEGE,AL,351602354,Private-Nonprofit,973,973,3834925,1792,3834925,987,988,4714173,1823,4714173,19,19,274105,40,274105,187,187,1818949,353,1818949,-,-, -,-, -
00104700,TROY UNIVERSITY,AL,360820001,Public,5783,6243,21922896,13973,21922896,5880,6353,24729508,14169,24729508,1983,2227,29291089,5321,29291089,626,773,7482732,1238,7482732,230,277,2474730,487,2474730
00105000,TUSKEGEE UNIVERSITY,AL,360881645,Private-Nonprofit,1341,1393,5769651,2692,5769651,1363,1591,4631405,3056,4631405,303,349,10092104,688,10092104,684,814,15279757,1599,15279757,235,305,7157618,602,7157618
00105100,UNIVERSITY OF ALABAMA,AL,354870120,Public,8523,8940,34394035,15622,34394035,10248,10921,38418546,19549,38418546,2282,2662,34000634,4296,34000634,3041,3479,84405981,6029,84405981,386,473,5510863,691,5510863
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352941150,Public,5167,5660,20209830,9812,20209830,5548,6049,21939438,10642,21939438,4366,4935,91547041,9599,91547041,785,992,11149290,1601,11149290,1126,1453,25684024,2853,25684024
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,Public,2260,2387,9003406,4078,9003406,2509,2662,10742310,4572,10742310,499,633,6771828,900,6771828,287,326,3978337,546,3978337,31,38,345604,52,345604
00105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,Public,4012,4401,16027842,7473,16027842,4137,4596,15959791,7963,15959791,3094,3464,52076125,5925,52076125,1527,1691,22399917,2980,22399917,1235,1465,14448313,2445,14448313
00106000,COASTAL ALABAMA COMMUNITY COLLEGE,AL,365072698,Public,1262,1350,3597026,2337,3597026,1366,1462,4837976,2496,4837976,-,-, -,-, -,19,19,129713,43,129713,-,-, -,-, -
00106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,Private-Nonprofit,145,145,579855,258,579855,135,135,601639,226,601639,61,61,838543,104,838543,6,6,56782,11,56782,4,4,80506,7,80506
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,Public,1050,1123,3861085,1766,3861085,1043,1090,5064370,1730,5064370,160,199,2271317,301,2271317,35,40,549207,65,549207,9,10,139109,16,139109
00106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,Public,226,226,820598,366,820598,240,240,1244046,397,1244046,90,90,1141754,144,1141754,10,10,114368,20,114368,18,18,167298,28,167298
00107100,ARIZONA WESTERN COLLEGE,AZ,853658847,Public,36,39,110146,112,110146,17,18,44287,56,44287,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00107200,COCHISE COLLEGE,AZ,856352317,Public,206,222,665079,395,665079,190,201,753482,356,753482,-,-, -,-, -,5,5,120873,9,120873,-,-, -,-, -
00107400,GRAND CANYON UNIVERSITY,AZ,850173030,Proprietary,44237,47399,171792852,86744,171792852,44362,48270,212688612,89379,212688612,36744,41838,538888011,85297,538888011,2502,2846,30176757,4810,30176757,1099,1226,17917157,2706,17906137
00107600,GLENDALE COMMUNITY COLLEGE,AZ,853023090,Public,1369,1439,4030608,2494,4030608,450,482,1477121,885,1477121,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00107700,MESA COMMUNITY COLLEGE,AZ,852024866,Public,1579,1662,4679684,2910,4679684,484,512,1616898,926,1616898,-,-, -,-, -,11,11,101865,22,101865,-,-, -,-, -
00107800,PHOENIX COLLEGE,AZ,850134234,Public,1047,1137,3071851,1990,3071851,365,429,1199410,775,1199410,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00107900,YAVAPAI COLLEGE,AZ,863013297,Public,319,337,1036738,623,1036738,328,353,1409302,647,1409302,-,-, -,-, -,2,3,13411,6,13411,-,-, -,-, -
00108100,ARIZONA STATE UNIVERSITY,AZ,852870412,Public,37773,40785,153684228,66895,153684228,35742,38938,176765006,64559,176765006,11508,13827,174661998,21510,174661998,5933,6800,116262899,11945,116262899,5587,7188,80346876,11249,80346876
00108200,NORTHERN ARIZONA UNIVERSITY,AZ,860110001,Public,7148,7447,28324891,12767,28324891,7727,8204,33798277,14339,33798277,2189,2453,32478038,3909,32478038,2134,2204,33099928,4112,33099928,530,747,9171781,1140,9171781
00108300,UNIVERSITY OF ARIZONA (THE),AZ,857210066,Public,8592,9156,34444394,15753,34444394,8735,9413,38201289,16654,38201289,3584,4157,77432279,7265,77432279,3160,3814,68962482,6911,68962482,1073,1381,19976562,2330,19976562
00108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,AR,716560000,Public,914,999,3353388,1866,3353388,931,1086,3834546,1995,3834546,334,439,4167637,839,4167637,58,61,326175,113,326175,5,6,24063,11,24063
00108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,AR,716012790,Public,1453,1520,5413083,2811,5413083,1418,1735,4294679,3204,4294679,84,113,784991,214,784991,239,264,1921171,507,1921171,-,-, -,-, -
00108700,ARKANSAS BAPTIST COLLEGE,AR,722026099,Private-Nonprofit,294,335,1010232,798,1010232,317,380,945066,876,945066,-,-, -,-, -,12,13,71448,28,71448,-,-, -,-, -
00108800,LYON COLLEGE,AR,725013699,Private-Nonprofit,267,267,1069699,459,1069699,337,337,1113403,566,1113403,-,-, -,-, -,74,74,588730,107,588730,-,-, -,-, -
00108900,ARKANSAS TECH UNIVERSITY,AR,728012222,Public,2873,3304,10007977,6163,10007977,2780,3206,10783111,5982,10783111,392,509,4804686,983,4804686,285,330,2594399,618,2594399,22,25,160655,48,160655
00109000,ARKANSAS STATE UNIVERSITY,AR,724010000,Public,3387,3727,13043941,6119,13043941,3562,4055,15903723,6700,15903723,3867,5431,46389996,7792,46389996,340,374,3423957,648,3423957,307,399,3935111,529,3935111
00109100,ARKANSAS STATE UNIVERSITY - BEEBE,AR,720121000,Public,342,401,998100,725,998100,333,413,1118131,751,1118131,-,-, -,-, -,4,4,17072,8,17072,-,-, -,-, -
00109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,720350001,Public,2982,3319,11399428,5470,11399428,3173,3684,12207496,6259,12207496,877,1280,11215461,1891,11215461,590,711,5546323,1180,5546323,178,239,1158079,307,1158079
00109300,CENTRAL BAPTIST COLLEGE,AR,720346470,Private-Nonprofit,311,321,1113222,610,1113222,338,352,1363126,661,1363126,-,-, -,-, -,78,78,853632,144,853632,-,-, -,-, -
00109400,UNIVERSITY OF THE OZARKS,AR,728302880,Private-Nonprofit,267,267,954077,492,954077,299,307,947367,561,947367,-,-, -,-, -,31,31,320542,61,320542,-,-, -,-, -
00109500,CROWLEY'S RIDGE COLLEGE,AR,724509775,Private-Nonprofit,123,123,462466,223,462466,135,150,494630,278,494630,-,-, -,-, -,49,49,379303,90,379303,-,-, -,-, -
00109700,HARDING UNIVERSITY,AR,721490001,Private-Nonprofit,1138,1349,5144384,2392,5144384,1474,1842,6640290,3136,6640290,684,1041,15930901,1439,15930901,442,502,6762855,823,6762855,277,411,6249357,580,6249357
00109800,HENDERSON STATE UNIVERSITY,AR,719990001,Public,1070,1114,4132027,1929,4132027,1058,1194,3793624,2050,3793624,316,358,4267047,599,4267047,128,156,1614206,250,1614206,21,26,160290,38,160290
00109900,HENDRIX COLLEGE,AR,720323080,Private-Nonprofit,293,301,1166680,492,1166680,410,437,1667816,731,1667816,5,5,70750,8,70750,95,102,1194374,159,1194374,-,-, -,-, -
00110000,JOHN BROWN UNIVERSITY,AR,727612747,Private-Nonprofit,569,576,2303977,1042,2303977,607,610,2398514,1102,2398514,335,343,4155427,782,4155427,143,143,1402829,259,1402829,4,4,60648,6,60648
00110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,722041099,Public,2783,3046,10723666,4761,10723666,2672,3026,13227737,4737,13227737,978,1119,15411647,1828,15411647,146,194,1413943,279,1413943,450,539,4893588,903,4893588
00110200,OUACHITA BAPTIST UNIVERSITY,AR,719980001,Private-Nonprofit,442,449,1761205,816,1761205,606,633,2368030,1171,2368030,38,45,363484,53,363484,147,156,2053155,278,2053155,-,-, -,-, -
00110300,PHILANDER SMITH COLLEGE,AR,722023718,Private-Nonprofit,562,592,2322258,1104,2322258,510,551,1959998,1019,1959998,-,-, -,-, -,86,96,861773,187,861773,-,-, -,-, -
00110500,SHORTER COLLEGE,AR,721144885,Private-Nonprofit,218,229,684564,710,684564,235,243,1140679,773,1140679,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00110600,WILLIAMS BAPTIST UNIVERSITY,AR,724764661,Private-Nonprofit,264,264,977997,469,977997,303,436,1019314,779,1019314,18,18,138129,39,138129,76,83,547229,127,547229,-,-, -,-, -
00110700,SOUTHERN ARKANSAS UNIVERSITY,AR,717535000,Public,1244,1312,4752364,2432,4752364,1372,1517,5376565,2824,5376565,647,779,8788224,1497,8788224,257,284,2252062,544,2252062,76,92,870288,177,870288
00110800,UNIVERSITY OF ARKANSAS,AR,727010000,Public,5274,6442,22027782,10678,22027782,7091,8427,31052016,14770,31052016,1223,1577,18205370,2486,18205370,1487,1705,25579928,2927,25579928,215,293,2627129,407,2627129
00110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,722057102,Public,430,514,1767641,886,1767641,394,451,2084439,777,2084439,1165,1478,38188468,2642,38188468,41,52,371158,89,371158,613,854,12320950,1543,12320950
00111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,729047397,Public,1766,1770,6619693,3367,6619693,1503,1524,6329819,2899,6329819,30,30,475810,60,475810,60,60,644894,123,644894,-,-, -,-, -
00111100,ALLAN HANCOCK COLLEGE,CA,934546399,Public,43,47,157881,94,157881,46,49,195547,97,195547,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00111300,ANTELOPE VALLEY COLLEGE,CA,935365426,Public,353,360,1209433,1105,1209433,329,355,1328277,1114,1328277,-,-, -,-, -,2,2,12577,4,12577,-,-, -,-, -
00111600,ART CENTER COLLEGE OF DESIGN,CA,911031999,Private-Nonprofit,774,1008,3262014,1476,3262014,699,908,2669811,1333,2669811,45,64,914000,90,914000,124,157,3272449,236,3272449,20,29,559588,44,559588
00111700,AZUSA PACIFIC UNIVERSITY,CA,917027000,Private-Nonprofit,1845,2137,8543553,3915,8543553,1772,2055,8185893,3797,8185893,3120,3598,53934353,6983,53934353,531,583,9980512,1017,9980512,1767,2290,30794110,4628,30794110
00111800,BAKERSFIELD COLLEGE,CA,933051299,Public,163,176,549519,481,549519,153,173,688341,485,688341,-,-, -,-, -,2,2,18663,6,18663,-,-, -,-, -
00111900,BARSTOW COMMUNITY COLLEGE,CA,923116608,Public,256,256,777670,461,777670,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00112000,BERKELEY SCHOOL OF THEOLOGY,CA,947043029,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,9,9,143460,14,143460,-,-, -,-, -,1,1,26000,2,26000
00112200,BIOLA UNIVERSITY,CA,906390001,Private-Nonprofit,1554,1565,6387936,2771,6387936,1586,1606,5437847,2887,5437847,497,502,7844445,896,7844445,332,342,6154546,600,6154546,68,68,1242512,143,1242512
00112400,CABRILLO COLLEGE,CA,950033194,Public,84,84,300327,175,300327,82,82,418811,163,418811,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00112500,CALIFORNIA BAPTIST UNIVERSITY,CA,925043297,Private-Nonprofit,5183,6398,22879323,10153,22879323,5026,6294,21128030,10059,21128030,2712,2976,43005598,6131,43005598,924,1128,18807024,1873,18807024,663,924,13093377,1605,13093377
00112700,CALIFORNIA COLLEGE OF THE ARTS,CA,941072206,Private-Nonprofit,331,389,1420038,635,1420038,309,362,1077552,591,1077552,101,117,1874518,196,1874518,100,114,2359823,197,2359823,62,72,1555701,122,1555701
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,911250001,Private-Nonprofit,12,12,24893,36,24893,36,36,206774,105,206774,1,1,17000,3,17000,19,19,631199,57,631199,-,-, -,-, -
00113200,CALIFORNIA INSTITUTE OF THE ARTS,CA,913552397,Private-Nonprofit,284,292,1262664,531,1262664,268,284,928878,517,928878,183,187,3558754,342,3558754,129,132,4129562,233,4129562,106,111,2559905,206,2559905
00113300,CALIFORNIA LUTHERAN UNIVERSITY,CA,913602787,Private-Nonprofit,1283,1297,5704762,2519,5704762,1281,1350,4859130,2615,4859130,668,769,11992746,1796,11992746,445,466,8326504,865,8326504,78,91,1313449,198,1313449
00113400,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,CA,945908181,Public,299,338,1262775,607,1262775,344,380,1426125,704,1426125,11,11,148989,27,148989,111,138,1858310,233,1858310,-,-, -,-, -
00113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,928313599,Public,6474,6788,26584210,11853,26584210,5367,5717,22197558,10087,22197558,1480,1759,20972881,2950,20972881,167,169,2268248,306,2268248,94,125,1758902,189,1758902
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,945423000,Public,3697,3883,16650083,6616,16650083,2902,3111,14267969,5304,14267969,752,812,11449773,1419,11449773,100,108,1282739,189,1282739,33,36,311310,62,311310
00113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,908400006,Public,7442,7633,31947411,13437,31947411,5558,5809,24205005,10316,24205005,1761,1917,25939430,3442,25939430,148,154,2060486,287,2060486,91,110,894155,181,894155
00114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,Public,4245,4329,18247372,7699,18247372,2901,2974,14012597,5286,14012597,1301,1405,18994952,2489,18994952,19,19,222054,36,222054,85,105,1212250,165,1212250
00114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,907470001,Public,3290,3365,14316269,5993,14316269,2333,2414,11402486,4284,11402486,833,935,12907931,1868,12907931,63,67,720128,127,720128,46,61,803803,106,803803
00114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,924072393,Public,3452,3625,14746986,6285,14746986,2500,2734,11507756,4775,11507756,1119,1241,16053164,2199,16053164,76,81,777535,158,777535,51,55,499381,86,499381
00114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,934070001,Public,3356,3514,13987396,9489,13987396,3825,4046,15913563,11062,15913563,285,302,4349350,755,4349350,1956,2002,33942465,5604,33942465,23,26,301394,60,301394
00114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,917682500,Public,5536,5674,24288503,10305,24288503,4592,4726,20413813,8713,20413813,627,675,9849084,1201,9849084,132,138,1921561,255,1921561,39,41,388407,67,388407
00114600,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,959290001,Public,4786,5702,20208639,9756,20208639,3876,4243,12545812,7390,12545812,369,508,4685110,818,4685110,260,283,3198803,535,3198803,9,11,64353,14,64353
00114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,937408026,Public,4113,4262,17228665,7435,17228665,3089,3241,12863413,5681,12863413,840,918,11728882,1537,11728882,82,84,1081031,154,1081031,40,48,432891,71,432891
00114900,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, HUMBOLDT",CA,955218299,Public,2230,2311,9517063,4054,9517063,1891,1973,7685276,3420,7685276,246,279,3528562,495,3528562,113,122,1462416,221,1462416,14,16,101389,20,101389
00115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,958196044,Public,6776,7090,29487218,12039,29487218,4961,5312,22239527,9030,22239527,935,1049,13648333,1775,13648333,771,780,9266719,1475,9266719,41,52,521545,85,521545
00115100,SAN DIEGO STATE UNIVERSITY,CA,921821690,Public,4586,4913,19963826,8930,19963826,5043,5430,23286701,10062,23286701,1382,1607,19894696,2811,19894696,1501,1599,25338116,3032,25338116,220,288,2101074,485,2101074
00115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,913308307,Public,6946,7183,30750985,13047,30750985,5446,5699,24599966,10322,24599966,2102,2447,33903531,4250,33903531,62,64,783578,122,783578,247,301,3126556,476,3126556
00115400,SAN FRANCISCO STATE UNIVERSITY,CA,941321740,Public,5311,5649,22737743,9739,22737743,4315,4568,18372193,8038,18372193,905,1009,13908167,1732,13908167,1095,1208,15805159,2175,15805159,457,524,4411286,852,4411286
00115500,SAN JOSE STATE UNIVERSITY,CA,951920036,Public,4906,5100,20890906,9006,20890906,3771,3975,15767296,7054,15767296,2047,2259,29155349,3791,29155349,867,907,11551162,1686,11551162,712,787,5930753,1375,5930753
00115600,SONOMA STATE UNIVERSITY,CA,949283609,Public,1520,1570,6309530,2717,6309530,1495,1553,6468818,2770,6468818,202,235,3302017,400,3302017,463,478,6012844,872,6012844,12,13,111178,22,111178
00115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,953820299,Public,2238,2366,9230263,3939,9230263,1557,1669,6826416,2807,6826416,423,453,5927242,776,5927242,115,118,1202124,217,1202124,11,11,102152,17,102152
00116100,CERRITOS COMMUNITY COLLEGE,CA,906506296,Public,418,419,1426193,782,1426193,477,478,2383020,888,2383020,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00116200,CHABOT COLLEGE,CA,945452400,Public,73,73,277377,141,277377,62,62,308055,122,308055,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00116300,CHAFFEY COMMUNITY COLLEGE,CA,917379400,Public,24,24,56141,46,56141,24,24,83091,45,83091,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00116400,CHAPMAN UNIVERSITY,CA,928661099,Private-Nonprofit,2179,2235,9526447,4180,9526447,2099,2201,6465735,4120,6465735,1433,1461,30988299,3125,30988299,1160,1184,28382255,2345,28382255,1105,1185,39009123,2734,39009123
00116500,CHURCH DIVINITY SCHOOL OF THE PACIFIC,CA,947091217,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,8,8,114180,15,114180,-,-, -,-, -,-,-, -,-, -
00116600,CITRUS COLLEGE,CA,917411899,Public,96,100,297459,177,297459,92,103,408280,184,408280,-,-, -,-, -,5,5,42872,9,42872,-,-, -,-, -
00116900,CLAREMONT GRADUATE UNIVERSITY,CA,917116163,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,790,828,14120908,1435,14120908,-,-, -,-, -,505,745,13339308,1194,13339308
00117000,CLAREMONT MCKENNA COLLEGE,CA,917116400,Private-Nonprofit,134,136,500202,260,500202,42,43,146698,79,146698,-,-, -,-, -,38,39,1131383,67,1131383,-,-, -,-, -
00117100,HARVEY MUDD COLLEGE,CA,917115990,Private-Nonprofit,202,202,789006,389,789006,240,240,978082,459,978082,-,-, -,-, -,36,38,972364,67,972364,-,-, -,-, -
00117200,PITZER COLLEGE,CA,917116101,Private-Nonprofit,216,240,885920,398,885920,58,59,186139,107,186139,-,-, -,-, -,39,50,1215915,65,1215915,-,-, -,-, -
00117300,POMONA COLLEGE,CA,917116301,Private-Nonprofit,22,22,63521,41,63521,58,61,288840,114,288840,-,-, -,-, -,16,17,317987,32,317987,-,-, -,-, -
00117400,SCRIPPS COLLEGE,CA,917113948,Private-Nonprofit,131,131,500480,225,500480,45,46,242285,78,242285,-,-, -,-, -,27,29,714710,50,714710,-,-, -,-, -
00117600,WEST HILLS COMMUNITY COLLEGE,CA,932101399,Public,7,7,21250,31,21250,6,6,24000,28,24000,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00117700,UNIVERSITY OF SILICON VALLEY,CA,951341697,Proprietary,307,422,1493542,755,1493542,314,456,1418730,803,1418730,5,10,77328,19,77328,133,199,1953298,362,1953298,-,-, -,-, -
00117800,COLLEGE OF MARIN,CA,949042590,Public,21,24,84750,45,84750,23,25,128910,47,128910,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,940021997,Private-Nonprofit,123,125,477571,186,477571,131,137,594517,207,594517,152,204,2706310,273,2706310,13,14,306128,23,306128,15,21,229377,25,229377
00118100,COLLEGE OF SAN MATEO,CA,944023784,Public,33,34,113402,65,113402,30,30,123735,58,123735,-,-, -,-, -,2,2,36711,4,36711,-,-, -,-, -
00118200,COLLEGE OF THE DESERT,CA,922609305,Public,6,6,11500,12,11500,6,7,16750,14,16750,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
