ope_id,school,state,zip_code,school_type,dl_subsidized_recipients,dl_subsidized_number_of_loans_originated,dl_subsidized_dollar_amount_of_loans_originated,dl_subsidized_number_of_disbursements,dl_subsidized_dollar_amount_of_disbursements,dl_unsubsidized_undergraduate_recipients,dl_unsubsidized_undergraduate_number_of_loans_originated,dl_unsubsidized_undergraduate_dollar_amount_of_loans_originated,dl_unsubsidized_undergraduate_number_of_disbursements,dl_unsubsidized_undergraduate_dollar_amount_of_disbursements,dl_unsubsidized_graduate_recipients,dl_unsubsidized_graduate_number_of_loans_originated,dl_unsubsidized_graduate_dollar_amount_of_loans_originated,dl_unsubsidized_graduate_number_of_disbursements,dl_unsubsidized_graduate_dollar_amount_of_disbursements,dl_parent_plus_recipients,dl_parent_plus_number_of_loans_originated,dl_parent_plus_dollar_amount_of_loans_originated,dl_parent_plus_number_of_disbursements,dl_parent_plus_dollar_amount_of_disbursements,dl_grad_plus_recipients,dl_grad_plus_number_of_loans_originated,dl_grad_plus_dollar_amount_of_loans_originated,dl_grad_plus_number_of_disbursements,dl_grad_plus_dollar_amount_of_disbursements
00102800,MILES COLLEGE,AL,350642697,Private-Nonprofit,1070,1258,2568126,1487,2568126,1076,1274,2047329,1390,2047329,-,-, -,-, -,165,167,629110,175,629110,-,-, -,-, -
00102900,UNIVERSITY OF MOBILE,AL,366630220,Private-Nonprofit,609,645,2397616,1241,2397616,692,756,2483054,1437,2483054,158,223,2270596,446,2270596,148,158,2196252,308,2196252,24,46,425700,92,425700
00103100,NORTHEAST ALABAMA COMMUNITY COLLEGE,AL,359860159,Public,332,348,1003830,584,1003830,80,100,241776,184,241776,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00103300,OAKWOOD UNIVERSITY,AL,358960001,Private-Nonprofit,750,750,2993735,1363,2993735,780,816,2591067,1484,2591067,32,34,556929,57,556929,75,77,1277452,142,1277452,1,1,30800,2,30800
00103600,SAMFORD UNIVERSITY,AL,352297000,Private-Nonprofit,654,657,2704255,1224,2704255,964,968,3857909,1804,3857909,1357,1628,29441191,2727,29441191,357,413,7601059,713,7601059,1033,1458,22948088,2272,22948088
00103800,SNEAD STATE COMMUNITY COLLEGE,AL,359570734,Public,307,313,852131,508,852131,266,279,918363,458,918363,-,-, -,-, -,3,3,8748,4,8748,-,-, -,-, -
00104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,362760000,Public,785,820,2250918,1346,2250918,807,877,2807537,1460,2807537,-,-, -,-, -,19,19,135747,35,135747,-,-, -,-, -
00104100,SPRING HILL COLLEGE,AL,366081791,Private-Nonprofit,453,498,1813776,876,1813776,532,574,1769423,1045,1769423,41,51,502430,81,502430,152,179,2257720,295,2257720,2,3,29368,3,29368
00104400,STILLMAN COLLEGE,AL,354011430,Private-Nonprofit,487,512,1882946,958,1882946,485,535,1708670,993,1708670,-,-, -,-, -,79,84,644022,158,644022,-,-, -,-, -
00104600,TALLADEGA COLLEGE,AL,351602354,Private-Nonprofit,810,810,3032273,1396,3032273,810,810,3283591,1391,3283591,61,61,995897,133,995897,176,176,1962682,334,1962682,7,7,124332,28,124332
00104700,TROY UNIVERSITY,AL,360820001,Public,5178,5619,19390329,12292,19390329,5222,5642,21571005,12345,21571005,1778,1974,25548836,4728,25548836,594,768,7204012,1181,7204012,211,252,1919458,432,1919458
00105000,TUSKEGEE UNIVERSITY,AL,360881645,Private-Nonprofit,1242,1308,5248154,2513,5248154,1234,1442,3970970,2760,3970970,283,342,9521806,671,9521806,546,667,11696880,1306,11696880,190,283,5910919,560,5910919
00105100,UNIVERSITY OF ALABAMA,AL,354870120,Public,8223,8586,32602388,15012,32602388,10080,10640,37460096,19055,37460096,2164,2440,32382242,4016,32382242,3044,3475,84318185,6023,84318185,382,480,5776005,732,5776005
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352941150,Public,4722,5154,18378281,8844,18378281,5124,5556,20063794,9708,20063794,4069,4570,86846422,8802,86846422,746,964,10787119,1581,10787119,1121,1564,24379743,2642,24379743
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,Public,1998,2150,8034118,3615,8034118,2288,2461,9756947,4210,9756947,471,612,6326407,843,6326407,271,307,3832782,513,3832782,43,54,394393,67,394393
00105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,Public,3836,4242,15057065,7158,15057065,3991,4441,15284437,7657,15284437,2974,3510,53722133,5962,53722133,1438,1648,20408369,2821,20408369,1190,1627,15978616,2526,15978616
00106000,COASTAL ALABAMA COMMUNITY COLLEGE,AL,365072698,Public,1514,1539,4619643,2609,4619643,1517,1536,5850828,2622,5850828,-,-, -,-, -,20,21,164226,48,164226,-,-, -,-, -
00106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,Private-Nonprofit,180,180,652405,300,652405,167,167,790087,277,790087,56,56,791378,95,791378,4,4,66796,6,66796,7,7,105430,10,105430
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,Public,1013,1061,3617697,1673,3617697,1005,1055,4700867,1683,4700867,156,175,2003667,258,2003667,37,52,654142,76,654142,6,6,112144,9,112144
00106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,Public,211,212,743126,349,743126,252,252,1143698,405,1143698,78,78,1059548,133,1059548,20,20,245053,34,245053,15,15,93450,30,93450
00107100,ARIZONA WESTERN COLLEGE,AZ,853658847,Public,26,26,68716,72,68716,15,15,63671,44,63671,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00107200,COCHISE COLLEGE,AZ,856352317,Public,240,254,768687,443,768687,209,219,823810,382,823810,-,-, -,-, -,3,3,59000,5,59000,-,-, -,-, -
00107400,GRAND CANYON UNIVERSITY,AZ,850173030,Proprietary,42198,44959,164638691,81874,164638691,42505,45935,202774745,85448,202772448,33616,38210,486510330,77989,486497884,2478,2716,31610786,4728,31610786,1267,1448,20797279,3273,20795279
00107600,GLENDALE COMMUNITY COLLEGE,AZ,853023090,Public,1144,1209,3234431,2082,3234431,324,339,1014684,608,1014684,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00107700,MESA COMMUNITY COLLEGE,AZ,852024866,Public,1374,1446,3875504,2456,3875504,389,406,1226725,704,1226725,-,-, -,-, -,10,10,85612,19,85612,-,-, -,-, -
00107800,PHOENIX COLLEGE,AZ,850134234,Public,898,991,2537677,1709,2537677,292,338,936542,589,936542,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00107900,YAVAPAI COLLEGE,AZ,863013297,Public,343,369,1114941,675,1114941,304,333,1171624,615,1171624,-,-, -,-, -,6,8,78603,17,78603,-,-, -,-, -
00108100,ARIZONA STATE UNIVERSITY,AZ,852870412,Public,33444,36841,131403370,59288,131403370,34179,37887,164889410,62081,164889410,11579,14337,171550527,22138,171550527,6197,7196,124660447,12750,124660447,5477,7304,71252333,11456,71252333
00108200,NORTHERN ARIZONA UNIVERSITY,AZ,860110001,Public,6544,6845,25776918,11713,25776918,7061,7479,29605194,13081,29605194,2054,2267,30926262,3609,30926262,2015,2436,30013279,3592,30013279,580,880,10834917,1205,10834917
00108300,UNIVERSITY OF ARIZONA (THE),AZ,857210066,Public,8560,9149,33711496,15517,33711496,8891,9660,38491126,16792,38491126,3729,4377,85122078,7775,85122078,3194,3927,71971623,7077,71971623,1314,1834,26057087,3139,26057087
00108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,AR,716560000,Public,931,1006,3483273,1869,3483273,875,967,3475590,1805,3475590,353,471,4338608,891,4338608,44,49,283423,94,283423,4,4,18940,8,18940
00108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,AR,716012790,Public,1294,1401,4817016,2569,4817016,1231,1528,3631816,2790,3631816,109,143,967377,261,967377,156,186,1338788,357,1338788,-,-, -,-, -
00108700,ARKANSAS BAPTIST COLLEGE,AR,722026099,Private-Nonprofit,158,183,568347,322,568347,157,182,543152,320,543152,-,-, -,-, -,1,1,6451,1,6451,-,-, -,-, -
00108800,LYON COLLEGE,AR,725013699,Private-Nonprofit,229,229,910331,402,910331,314,314,1160945,564,1160945,-,-, -,-, -,86,90,1064485,154,1064485,-,-, -,-, -
00108900,ARKANSAS TECH UNIVERSITY,AR,728012222,Public,2337,2735,8190444,5113,8190444,2301,2634,9168187,4904,9168187,320,422,3864353,803,3864353,222,270,2038054,509,2038054,16,22,171549,41,171549
00109000,ARKANSAS STATE UNIVERSITY,AR,724010000,Public,3174,3478,12068079,5633,12068079,3430,3852,15487337,6335,15487337,3685,5113,43872169,7220,43872169,304,335,2957909,575,2957909,330,420,4067767,537,4067767
00109100,ARKANSAS STATE UNIVERSITY - BEEBE,AR,720121000,Public,248,283,781427,523,781427,219,253,789159,465,789159,-,-, -,-, -,4,5,28447,10,28447,-,-, -,-, -
00109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,720350001,Public,2811,3049,10678390,5098,10678390,2919,3355,10692687,5690,10692687,868,1254,11812331,1874,11812331,539,639,5632961,1042,5632961,254,403,1984759,548,1984759
00109300,CENTRAL BAPTIST COLLEGE,AR,720346470,Private-Nonprofit,264,270,982079,505,982079,300,305,1288831,577,1288831,-,-, -,-, -,65,66,816869,129,816869,-,-, -,-, -
00109400,UNIVERSITY OF THE OZARKS,AR,728302880,Private-Nonprofit,262,262,869659,488,869659,282,290,890165,537,890165,-,-, -,-, -,26,26,294428,49,294428,-,-, -,-, -
00109500,CROWLEY'S RIDGE COLLEGE,AR,724509775,Private-Nonprofit,115,115,436472,222,436472,130,146,491024,282,491024,-,-, -,-, -,43,46,431185,92,431185,-,-, -,-, -
00109700,HARDING UNIVERSITY,AR,721490001,Private-Nonprofit,1019,1175,4416259,2067,4416259,1312,1593,5853584,2795,5853584,678,1048,15811370,1471,15811370,365,427,5932309,694,5932309,265,383,6160348,572,6160348
00109800,HENDERSON STATE UNIVERSITY,AR,719990001,Public,880,908,3519130,1573,3519130,852,928,3092688,1610,3092688,326,373,4416719,616,4416719,109,128,1399345,198,1399345,30,39,261774,62,261774
00109900,HENDRIX COLLEGE,AR,720323080,Private-Nonprofit,329,332,1349833,611,1349833,449,470,1681966,867,1681966,7,7,92750,9,92750,105,116,1768792,193,1768792,2,2,13112,2,13112
00110000,JOHN BROWN UNIVERSITY,AR,727612747,Private-Nonprofit,530,535,2175798,970,2175798,594,598,2253240,1067,2253240,297,299,3660761,678,3660761,137,138,1444004,254,1444004,5,5,66050,10,66050
00110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,722041099,Public,2371,2596,9032724,3979,9032724,2256,2517,11087923,3857,11087923,940,1060,15196170,1769,15196170,86,112,645888,146,645888,478,543,5243306,931,5243306
00110200,OUACHITA BAPTIST UNIVERSITY,AR,719980001,Private-Nonprofit,431,446,1640496,816,1640496,623,646,2387969,1208,2387969,53,57,749418,107,749418,149,153,2305182,274,2305182,1,1,20810,2,20810
00110300,PHILANDER SMITH COLLEGE,AR,722023718,Private-Nonprofit,430,450,1687991,819,1687991,388,416,1570576,748,1570576,-,-, -,-, -,67,69,754427,131,754427,-,-, -,-, -
00110500,SHORTER COLLEGE,AR,721144885,Private-Nonprofit,268,299,817980,865,817980,267,298,1069890,872,1069890,-,-, -,-, -,1,1,8000,4,8000,-,-, -,-, -
00110600,WILLIAMS BAPTIST UNIVERSITY,AR,724764661,Private-Nonprofit,229,229,814404,401,814404,275,408,966073,710,966073,18,18,137652,36,137652,67,69,554576,124,554576,-,-, -,-, -
00110700,SOUTHERN ARKANSAS UNIVERSITY,AR,717535000,Public,1016,1044,4069936,1990,4069936,1156,1248,4809650,2386,4809650,650,788,9382638,1514,9382638,241,269,2079023,521,2079023,87,107,1079734,209,1079734
00110800,UNIVERSITY OF ARKANSAS,AR,727010000,Public,5636,6819,22985606,11291,22985606,7670,8865,33379172,15544,33379172,1201,1529,18066432,2422,18066432,1576,1789,28143679,3151,28143679,249,353,3133030,526,3133030
00110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,722057102,Public,546,647,2223611,1102,2223611,468,528,2543611,905,2543611,1101,1370,36830937,2517,36830937,29,33,176812,58,176812,635,890,12542370,1583,12542370
00111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,729047397,Public,1502,1503,5668169,2815,5668169,1272,1275,5543119,2414,5543119,25,25,348780,49,348780,49,49,501782,101,501782,2,2,11789,3,11789
00111100,ALLAN HANCOCK COLLEGE,CA,934546399,Public,78,91,322951,190,322951,72,85,311953,175,311953,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00111300,ANTELOPE VALLEY COLLEGE,CA,935365426,Public,368,378,1254041,1171,1254041,325,349,1314080,1048,1314080,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00111600,ART CENTER COLLEGE OF DESIGN,CA,911031999,Private-Nonprofit,748,967,3204430,1447,3204430,681,876,2580147,1299,2580147,54,85,1267763,124,1267763,118,153,3271226,233,3271226,31,40,966457,68,966457
00111700,AZUSA PACIFIC UNIVERSITY,CA,917027000,Private-Nonprofit,1774,2221,8074896,4085,8074896,1729,2089,7720645,3839,7720645,2808,3141,48755858,6197,48755858,513,578,10080946,1017,10080946,1660,2118,31325035,4357,31325035
00111800,BAKERSFIELD COLLEGE,CA,933051299,Public,175,188,654995,361,654995,139,154,569354,297,569354,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00111900,BARSTOW COMMUNITY COLLEGE,CA,923116608,Public,334,334,997591,594,997591,14,14,54000,30,54000,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00112000,BERKELEY SCHOOL OF THEOLOGY,CA,947043029,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,11,12,167540,20,167540,-,-, -,-, -,1,1,23980,2,23980
00112200,BIOLA UNIVERSITY,CA,906390001,Private-Nonprofit,1467,1470,6141933,2677,6141933,1509,1515,5455682,2782,5455682,406,406,6529748,724,6529748,303,310,6667960,567,6667960,59,59,1241402,120,1241402
00112400,CABRILLO COLLEGE,CA,950033194,Public,72,72,254766,138,254766,64,64,303576,123,303576,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00112500,CALIFORNIA BAPTIST UNIVERSITY,CA,925043297,Private-Nonprofit,5228,6358,22740411,10195,22740411,5109,6144,20615797,9963,20615797,2721,3009,43216869,6192,43216869,945,1120,20798283,1890,20798283,722,989,15593099,1723,15593099
00112700,CALIFORNIA COLLEGE OF THE ARTS,CA,941072206,Private-Nonprofit,305,354,1333780,599,1333780,296,332,1017042,564,1017042,102,133,2118784,220,2118784,109,131,2877791,209,2877791,64,77,1932238,139,1932238
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,911250001,Private-Nonprofit,10,10,18200,30,18200,39,39,226532,117,226532,2,2,8834,4,8834,22,24,976786,70,976786,1,1,6500,1,6500
00113200,CALIFORNIA INSTITUTE OF THE ARTS,CA,913552397,Private-Nonprofit,330,330,1496932,631,1496932,302,310,1040741,591,1040741,196,198,3811895,379,3811895,152,158,5489218,294,5489218,147,156,4383563,296,4383563
00113300,CALIFORNIA LUTHERAN UNIVERSITY,CA,913602787,Private-Nonprofit,1093,1099,4929074,2151,4929074,1104,1154,4038573,2265,4038573,639,751,11530128,1711,11530128,442,466,8960978,874,8960978,98,121,1727978,275,1727978
00113400,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,CA,945908181,Public,284,312,1164473,571,1164473,333,382,1339778,704,1339778,14,14,180525,33,180525,108,120,1568228,203,1568228,-,-, -,-, -
00113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,928313599,Public,6533,6828,26542529,11938,26542529,5401,5676,22734087,10055,22734087,1333,1614,18674806,2732,18674806,293,300,4706834,563,4706834,102,150,2091660,221,2091660
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,945423000,Public,3340,3499,14770886,5787,14770886,2697,2889,13336827,4808,13336827,680,746,10582338,1275,10582338,97,104,1241911,189,1241911,33,36,267036,59,267036
00113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,908400006,Public,7285,7459,30797844,13041,30797844,5728,6006,24226067,10655,24226067,1852,2027,27021288,3599,27021288,240,252,3661172,478,3661172,97,121,1069340,187,1069340
00114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,Public,4563,4619,19449754,8333,19449754,3325,3393,15326485,6102,15326485,1228,1280,18402325,2394,18402325,64,65,1026575,124,1026575,91,108,1306724,165,1306724
00114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,907470001,Public,2936,3038,12258342,5252,12258342,2100,2186,9994792,3719,9994792,667,732,9833796,1400,9833796,114,120,1222819,220,1222819,60,80,1110246,131,1110246
00114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,924072393,Public,3685,3886,15739124,6544,15739124,2631,2822,12059806,4798,12059806,1103,1204,16403279,2134,16403279,71,71,694683,131,694683,65,71,555998,128,555998
00114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,934070001,Public,3293,3469,13605292,9399,13605292,3814,4058,15526550,11043,15526550,282,303,4216660,730,4216660,1977,2054,36446878,5728,36446878,26,32,311316,67,311316
00114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,917682500,Public,5508,5654,23713592,10228,23713592,4675,4800,20082131,8801,20082131,692,729,10808826,1291,10808826,269,281,4198796,514,4198796,53,58,519064,85,519064
00114600,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,959290001,Public,4149,4952,17347323,8450,17347323,3415,3787,11438506,6485,11438506,385,525,5252997,857,5252997,262,277,3434776,517,3434776,25,28,199851,38,199851
00114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,937408026,Public,3903,4012,16196860,7085,16196860,2999,3092,12393068,5517,12393068,724,797,10525168,1414,10525168,88,88,1178216,168,1178216,42,56,480730,84,480730
00114900,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, HUMBOLDT",CA,955218299,Public,1898,1985,8041764,3379,8041764,1562,1651,6379697,2792,6379697,233,267,3333530,458,3333530,106,111,1390487,190,1390487,9,11,74001,18,74001
00115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,958196044,Public,6960,7182,30110419,12286,30110419,5285,5564,23907188,9452,23907188,918,1061,14311512,1706,14311512,905,916,12403384,1723,12403384,59,74,792741,109,792741
00115100,SAN DIEGO STATE UNIVERSITY,CA,921821690,Public,4870,5257,21409581,9506,21409581,5038,5396,22218838,9953,22218838,1499,1773,22956189,3120,22956189,1722,1800,35149800,3444,35149800,290,380,3358166,616,3358166
00115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,913308307,Public,6764,6992,29166433,12515,29166433,5542,5800,24614292,10418,24614292,2033,2380,32347106,4064,32347106,68,68,848810,130,848810,281,331,3572670,480,3572670
00115400,SAN FRANCISCO STATE UNIVERSITY,CA,941321740,Public,5316,5631,22671822,9846,22671822,4590,4888,19401722,8633,19401722,884,982,13535745,1714,13535745,1284,1392,18635492,2563,18635492,453,511,4339869,853,4339869
00115500,SAN JOSE STATE UNIVERSITY,CA,951920036,Public,5225,5453,21961775,9505,21961775,4056,4296,16543569,7572,16543569,1928,2142,26711067,3547,26711067,1201,1285,17490839,2378,17490839,727,789,6809644,1361,6809644
00115600,SONOMA STATE UNIVERSITY,CA,949283609,Public,1493,1556,6326711,2713,6326711,1414,1470,5873986,2640,5873986,200,242,3172540,396,3172540,295,313,4560941,575,4560941,19,22,274486,36,274486
00115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,953820299,Public,2131,2273,8889556,3679,8889556,1512,1629,6607918,2629,6607918,403,442,5989090,771,5989090,115,121,1333573,217,1333573,11,11,85974,14,85974
00116100,CERRITOS COMMUNITY COLLEGE,CA,906506296,Public,447,447,1561450,839,1561450,464,464,2316702,869,2316702,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00116200,CHABOT COLLEGE,CA,945452400,Public,65,65,232829,121,232829,62,62,266908,115,266908,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00116300,CHAFFEY COMMUNITY COLLEGE,CA,917379400,Public,80,81,204131,171,204131,82,83,257922,174,257922,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00116400,CHAPMAN UNIVERSITY,CA,928661099,Private-Nonprofit,2181,2247,9421756,4221,9421756,2113,2230,6640435,4210,6640435,1372,1391,29253589,2930,29253589,1136,1159,29597988,2311,29597988,1070,1160,40819430,2739,40819430
00116500,CHURCH DIVINITY SCHOOL OF THE PACIFIC,CA,947091217,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,5,5,46175,10,46175,-,-, -,-, -,-,-, -,-, -
00116600,CITRUS COLLEGE,CA,917411899,Public,96,101,273787,167,273787,92,97,332877,155,332877,-,-, -,-, -,5,5,71429,9,71429,-,-, -,-, -
00116900,CLAREMONT GRADUATE UNIVERSITY,CA,917116163,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,760,799,13622132,1398,13622132,-,-, -,-, -,487,734,13502528,1172,13502528
00117000,CLAREMONT MCKENNA COLLEGE,CA,917116400,Private-Nonprofit,162,165,646816,324,646816,52,52,191620,101,191620,1,1,20500,2,20500,44,46,1605800,88,1605800,-,-, -,-, -
00117100,HARVEY MUDD COLLEGE,CA,917115990,Private-Nonprofit,242,242,969218,476,969218,272,272,1048522,533,1048522,-,-, -,-, -,45,46,1589704,89,1589704,-,-, -,-, -
00117200,PITZER COLLEGE,CA,917116101,Private-Nonprofit,257,282,1113647,516,1113647,69,71,213375,129,213375,-,-, -,-, -,51,60,1958024,100,1958024,-,-, -,-, -
00117300,POMONA COLLEGE,CA,917116301,Private-Nonprofit,49,49,175238,96,175238,117,121,595915,238,595915,-,-, -,-, -,48,50,1186362,100,1186362,-,-, -,-, -
00117400,SCRIPPS COLLEGE,CA,917113948,Private-Nonprofit,157,161,615971,300,615971,60,60,307615,105,307615,-,-, -,-, -,50,53,1735170,98,1735170,-,-, -,-, -
00117600,WEST HILLS COMMUNITY COLLEGE,CA,932101399,Public,55,55,165006,213,165006,57,57,145266,223,145266,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00117700,UNIVERSITY OF SILICON VALLEY,CA,951341697,Proprietary,288,392,1407591,703,1407591,276,434,1338267,772,1338267,6,7,89003,13,89003,119,195,2229593,347,2229593,-,-, -,-, -
00117800,COLLEGE OF MARIN,CA,949042590,Public,16,17,62440,34,62440,18,20,100850,39,100850,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,940021997,Private-Nonprofit,18,21,79707,33,79707,18,21,134602,34,134602,82,122,1844648,192,1844648,-,-, -,-, -,4,5,22864,7,22864
00118100,COLLEGE OF SAN MATEO,CA,944023784,Public,21,22,71182,40,71182,18,22,70427,41,70427,-,-, -,-, -,1,1,5000,2,5000,-,-, -,-, -
00118200,COLLEGE OF THE DESERT,CA,922609305,Public,30,31,95569,57,95569,29,31,133083,59,133083,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00118300,HOLY NAMES UNIVERSITY,CA,946191699,Private-Nonprofit,280,307,1149203,508,1149203,295,328,1100623,548,1100623,242,376,4885200,522,4885200,57,61,988771,105,988771,42,64,695404,83,695404
