ope_id,school,state,zip_code,school_type,dl_subsidized_recipients,dl_subsidized_number_of_loans_originated,dl_subsidized_dollar_amount_of_loans_originated,dl_subsidized_number_of_disbursements,dl_subsidized_dollar_amount_of_disbursements,dl_unsubsidized_undergraduate_recipients,dl_unsubsidized_undergraduate_number_of_loans_originated,dl_unsubsidized_undergraduate_dollar_amount_of_loans_originated,dl_unsubsidized_undergraduate_number_of_disbursements,dl_unsubsidized_undergraduate_dollar_amount_of_disbursements,dl_unsubsidized_graduate_recipients,dl_unsubsidized_graduate_number_of_loans_originated,dl_unsubsidized_graduate_dollar_amount_of_loans_originated,dl_unsubsidized_graduate_number_of_disbursements,dl_unsubsidized_graduate_dollar_amount_of_disbursements,dl_parent_plus_recipients,dl_parent_plus_number_of_loans_originated,dl_parent_plus_dollar_amount_of_loans_originated,dl_parent_plus_number_of_disbursements,dl_parent_plus_dollar_amount_of_disbursements,dl_grad_plus_recipients,dl_grad_plus_number_of_loans_originated,dl_grad_plus_dollar_amount_of_loans_originated,dl_grad_plus_number_of_disbursements,dl_grad_plus_dollar_amount_of_disbursements
105000,TUSKEGEE UNIVERSITY,AL,360881645,Private-Nonprofit,106,106,291060,216,298097,102,105,251773,214,257273,56,57,396194,113,396194,60,61,375039,127,400685,58,62,549601,124,549601
105100,UNIVERSITY OF ALABAMA,AL,354870120,Public,438,442,1071108,468,1071108,383,388,1112462,416,1112462,354,357,2427036,367,2427036,261,276,2811733,287,2811733,145,155,1209036,159,1209036
105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352941150,Public,408,422,972825,673,1392960,353,367,1130547,639,1662469,447,484,4346528,1765,13816994,144,163,1196168,194,1457303,324,358,3509999,569,5703099
105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,Public,66,67,190972,67,190972,60,61,186800,62,186800,72,79,502527,80,502527,8,8,64763,9,71663,15,15,122125,15,122125
105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,Public,421,440,833944,541,1053777,270,278,625411,379,876166,561,585,7858510,1150,11279024,168,177,1163841,191,1242687,498,519,5066855,686,5423704
106000,COASTAL ALABAMA COMMUNITY COLLEGE,AL,365072698,Public,165,165,452299,434,679276,149,149,438772,394,722886,,,,,,2,2,10629,8,24720,,,,,
106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,Private-Nonprofit,3,3,7500,7,14540,2,2,5000,6,16000,1,1,10250,6,51395,,,,,,1,1,6700,2,19728
106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,Public,69,74,213329,85,217329,77,87,281995,93,282845,6,11,60084,11,60084,4,4,27094,4,27094,2,3,33530,4,33530
106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,Public,7,7,22344,12,29839,7,7,32683,19,64369,12,12,130223,20,164827,0,0,0,1,11439,1,1,2834,3,17254
107100,ARIZONA WESTERN COLLEGE,AZ,853650000,Public,1,1,2250,2,2250,1,1,1000,2,1000,,,,,,,,,,,,,,,
107200,COCHISE COLLEGE,AZ,856352317,Public,20,22,46278,45,47403,16,18,39141,36,40641,,,,,,,,,,,,,,,
107400,GRAND CANYON UNIVERSITY,AZ,850173030,Proprietary,13254,13298,47889666,38770,74371375,13185,13267,60904166,38103,94620764,11905,12022,155002087,40602,243901860,319,328,3269743,739,4009646,638,670,8171164,2213,11628950
107600,GLENDALE COMMUNITY COLLEGE,AZ,853023090,Public,128,131,255345,268,265620,63,63,132626,132,140576,,,,,,,,,,,,,,,
107700,MESA COMMUNITY COLLEGE,AZ,852024866,Public,158,164,297137,330,309012,82,82,165425,163,173472,,,,,,3,3,42518,6,42518,,,,,
107800,PHOENIX COLLEGE,AZ,850134234,Public,134,140,247197,281,253358,91,96,175250,191,179838,,,,,,1,1,10112,2,10112,,,,,
107900,YAVAPAI COLLEGE,AZ,863013297,Public,36,37,72063,73,72063,35,36,83613,73,84759,,,,,,1,1,4013,2,4013,,,,,
108100,ARIZONA STATE UNIVERSITY,AZ,852870412,Public,5325,5482,13628947,5676,13655862,4395,4582,12772645,4797,12829772,2408,2517,16906727,2550,16934122,1104,1194,7654844,1283,7771015,1967,2136,18839629,2182,18839629
108200,NORTHERN ARIZONA UNIVERSITY,AZ,860110001,Public,460,464,1403391,483,1408891,300,303,1004901,323,1005901,368,372,2974281,383,2993502,50,53,464935,66,464935,309,336,4553031,347,4558031
108300,UNIVERSITY OF ARIZONA (THE),AZ,857210066,Public,921,947,2599493,1159,2665743,765,796,2478856,1064,2527585,561,618,8896768,1139,13376850,450,490,3344089,604,3534325,603,706,8144510,1228,11204144
108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,AR,716560000,Public,117,119,240844,235,244594,105,107,266252,211,269377,207,215,1093569,425,1098218,8,8,16474,16,16474,29,29,171308,58,171308
108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,AR,716012790,Public,57,57,138355,127,172039,74,77,200373,175,229968,13,13,59945,26,59945,20,20,159003,41,162528,,,,,
108700,ARKANSAS BAPTIST COLLEGE,AR,722026099,Private-Nonprofit,123,125,438775,241,480729,125,131,379726,251,420642,,,,,,7,7,37295,11,37295,,,,,
108800,LYON COLLEGE,AR,725013699,Private-Nonprofit,,,,,,0,0,0,1,550,,,,,,0,0,0,2,5000,,,,,
108900,ARKANSAS TECH UNIVERSITY,AR,728012222,Public,183,194,359955,383,362896,103,107,304356,213,308021,77,79,411121,158,411121,14,14,74365,28,74365,11,11,73520,22,73520
109000,ARKANSAS STATE UNIVERSITY,AR,724010000,Public,419,427,1087534,573,1348922,410,419,1194934,571,1520128,1496,1545,6628965,1927,8483031,37,40,194222,46,194222,227,238,1948156,247,1948156
109100,ARKANSAS STATE UNIVERSITY - BEEBE,AR,720121000,Public,33,35,78116,40,78116,35,37,97022,42,97022,,,,,,1,2,8935,3,8935,,,,,
109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,720350001,Public,154,160,289804,165,289804,110,116,303942,120,303942,286,291,1278757,293,1278757,34,35,132815,35,132815,211,224,1476206,232,1476206
109300,CENTRAL BAPTIST COLLEGE,AR,720346470,Private-Nonprofit,3,3,8088,18,19929,3,3,7079,19,23654,,,,,,2,2,12584,5,13887,,,,,
109400,UNIVERSITY OF THE OZARKS,AR,728302880,Private-Nonprofit,3,3,8550,7,10160,5,5,14190,11,15890,,,,,,1,1,3250,3,5650,,,,,
109500,CROWLEY'S RIDGE COLLEGE,AR,724509775,Private-Nonprofit,,,,,,2,3,8000,6,8000,,,,,,1,1,4500,2,4500,,,,,
109700,HARDING UNIVERSITY,AR,721490001,Private-Nonprofit,135,138,352904,198,440590,165,172,421431,244,539043,217,217,2431277,356,3749646,20,21,193374,30,213720,87,88,828133,119,1082492
109800,HENDERSON STATE UNIVERSITY,AR,719990001,Public,70,74,208119,103,211069,101,107,341884,128,347384,91,96,810054,99,810054,12,12,70206,14,74206,18,19,157129,23,157129
109900,HENDRIX COLLEGE,AR,720323080,Private-Nonprofit,2,2,6850,2,6850,6,6,33282,6,33282,,,,,,5,5,49303,6,51303,,,,,
110000,JOHN BROWN UNIVERSITY,AR,727612747,Private-Nonprofit,23,23,78622,55,110621,20,20,75387,52,116990,49,50,616801,234,1275794,3,3,31063,7,40718,2,2,39950,5,46616
110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,722041099,Public,265,267,642840,267,642840,243,243,704161,243,704161,101,103,679790,103,679790,11,11,50214,11,50214,99,101,793837,101,793837
110200,OUACHITA BAPTIST UNIVERSITY,AR,719980001,Private-Nonprofit,9,9,17490,11,19493,6,6,19328,7,19828,8,8,74688,24,165475,1,1,3340,1,3340,,,,,
110300,PHILANDER SMITH COLLEGE,AR,722023718,Private-Nonprofit,82,83,219187,228,334340,63,64,247492,189,389661,8,8,80108,22,80108,4,4,49247,10,62269,,,,,
110500,SHORTER COLLEGE,AR,721144885,Private-Nonprofit,54,55,141832,168,170892,59,63,104703,198,153143,,,,,,,,,,,,,,,
110600,WILLIAMS BAPTIST UNIVERSITY,AR,724764661,Private-Nonprofit,8,8,18642,12,21735,9,12,21706,20,27368,1,1,5856,11,61720,7,7,18326,9,19848,,,,,
110700,SOUTHERN ARKANSAS UNIVERSITY,AR,717535000,Public,97,100,301902,200,303277,82,87,258264,174,258764,189,191,1430350,381,1430350,34,35,148803,68,148803,78,80,727777,157,727777
110800,UNIVERSITY OF ARKANSAS,AR,727010000,Public,418,438,1014098,503,1015302,389,404,1076565,492,1078111,236,243,1196098,246,1196098,169,186,1418257,188,1418257,98,107,816084,109,816084
110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,722057102,Public,33,33,86229,37,86229,19,19,41547,19,41547,471,486,15151423,925,15151423,5,6,30700,6,30700,352,380,7200665,689,7200665
111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,729047397,Public,38,38,140512,116,214803,40,41,162641,119,224635,3,3,24603,8,41847,3,3,20595,7,29839,,,,,
111100,ALLAN HANCOCK COLLEGE,CA,934546399,Public,24,26,90476,59,90476,19,21,78233,49,78233,,,,,,,,,,,,,,,
111300,ANTELOPE VALLEY COLLEGE,CA,935365426,Public,84,85,285853,261,289853,88,90,299819,281,302090,,,,,,,,,,,,,,,
111600,ART CENTER COLLEGE OF DESIGN,CA,911031999,Private-Nonprofit,175,175,426799,264,609487,157,157,329320,231,483281,19,19,188690,20,198940,22,23,385440,33,497451,10,10,99461,11,99461
111700,AZUSA PACIFIC UNIVERSITY,CA,917027000,Private-Nonprofit,234,266,962814,628,1269407,218,241,1076610,585,1478247,288,300,3337968,1320,9679040,26,27,273466,48,374354,282,303,3072088,1150,8784379
111800,BAKERSFIELD COLLEGE,CA,933051299,Public,53,54,128128,110,130753,51,54,150007,109,153007,,,,,,,,,,,,,,,
111900,BARSTOW COMMUNITY COLLEGE,CA,923116608,Public,75,75,149576,180,243485,6,6,17743,14,23743,,,,,,,,,,,,,,,
112000,BERKELEY SCHOOL OF THEOLOGY,CA,947043029,Private-Nonprofit,,,,,,,,,,,0,0,0,3,19216,,,,,,1,1,8976,1,8976
112200,BIOLA UNIVERSITY,CA,906390001,Private-Nonprofit,15,15,43052,80,147494,16,16,66906,73,197276,15,15,110562,46,311918,7,7,77701,8,77701,9,9,114821,41,368614
112400,CABRILLO  COLLEGE,CA,950033194,Public,12,12,44445,31,57095,9,9,49855,23,64855,,,,,,,,,,,,,,,
112500,CALIFORNIA BAPTIST UNIVERSITY,CA,925043297,Private-Nonprofit,813,844,1987465,908,2108809,727,755,2176431,817,2348312,317,328,2626681,1575,11093154,48,53,422934,57,446144,198,212,2006969,419,4121602
112700,CALIFORNIA COLLEGE OF THE ARTS,CA,941072206,Private-Nonprofit,17,17,61828,27,61828,15,15,40067,24,40067,21,23,246547,29,246547,6,6,226523,12,226523,11,11,124419,19,124419
113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,911250001,Private-Nonprofit,0,0,0,8,6115,2,2,11393,34,68333,0,0,0,1,4000,3,3,43607,30,355842,,,,,
113200,CALIFORNIA INSTITUTE OF THE ARTS,CA,913552397,Private-Nonprofit,,,,,,,,,,,1,1,20500,1,20500,,,,,,0,0,0,7,48987
113300,CALIFORNIA LUTHERAN UNIVERSITY,CA,913602787,Private-Nonprofit,28,28,114009,82,190666,23,25,78815,81,164225,58,59,580253,329,2173438,12,13,101177,17,101177,19,21,172586,88,515437
113400,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,CA,945908181,Public,39,39,87856,44,87856,28,30,58611,42,58611,0,0,0,10,49510,27,28,157474,29,157474,,,,,
113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,928313599,Public,373,384,1117215,529,1134706,301,308,879920,413,882920,214,214,1362928,235,1367529,10,10,83850,14,83850,46,47,536037,52,536037
113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,945423000,Public,177,177,667211,214,672711,159,162,595616,201,599116,36,36,310668,42,311861,4,4,33187,5,33187,12,12,162992,16,162992
113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,908400006,Public,264,267,1029517,439,1042642,221,227,739529,369,747805,137,143,1006966,184,1125517,18,19,144015,29,144015,73,81,604474,100,605607
114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,Public,137,138,553881,208,594284,168,169,736782,264,759182,64,69,458990,108,506825,2,2,18656,2,18656,50,54,550800,68,559339
114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,907470001,Public,186,190,540890,275,565852,156,159,487186,238,522805,115,117,1225019,208,1227671,13,13,80517,42,162513,34,38,327105,47,327105
114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,924072393,Public,293,296,903514,341,917063,226,231,804372,274,823164,82,87,606702,99,613687,9,9,44281,13,44281,21,23,182166,32,191433
114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,934070001,Public,182,193,506157,379,601983,204,218,614341,453,696348,17,17,108897,31,156306,93,95,793644,184,1018609,8,8,31314,15,46941
114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,917682500,Public,253,255,811705,301,833428,182,186,572639,242,603214,46,46,307697,52,322094,20,21,175681,32,189040,11,11,107084,11,107084
114600,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,959290001,Public,172,180,480124,214,480124,161,172,570470,199,571470,96,98,505107,99,505107,4,4,16574,8,16574,10,10,61774,11,61774
114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,937408026,Public,147,150,550207,260,604755,101,102,309135,182,331678,27,27,221959,46,243959,4,4,41923,7,41923,36,37,330501,39,330501
114900,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, HUMBOLDT",CA,955218299,Public,65,66,209956,99,212456,74,76,227098,109,233175,21,21,95059,25,104559,2,2,28391,5,43705,5,6,37063,6,37063
115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,958196044,Public,200,201,752912,275,808101,220,221,859674,274,912544,86,91,844360,101,852860,21,21,213128,35,247682,56,56,517546,62,517546
115100,SAN DIEGO STATE UNIVERSITY,CA,921821690,Public,393,404,1192751,520,1212827,482,504,1485440,648,1516877,185,193,1376698,237,1413585,107,108,765952,130,844202,141,157,1409535,181,1409935
115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,913308307,Public,359,363,1445516,575,1459041,308,315,1154607,507,1167671,248,257,1550676,314,1550676,7,7,78948,13,78948,172,187,1659624,225,1659624
115400,SAN FRANCISCO STATE UNIVERSITY,CA,941321740,Public,425,436,1037454,522,1043512,347,361,1162471,461,1192670,53,55,416615,74,447699,147,149,1005594,186,1052765,63,65,468510,75,469732
115500,SAN JOSE STATE UNIVERSITY,CA,951920036,Public,238,245,779113,327,805113,190,197,652125,272,677875,165,173,1254235,193,1295235,50,54,269141,68,269141,110,114,917624,127,928982
115600,SONOMA STATE UNIVERSITY,CA,949283609,Public,41,43,129517,60,131267,42,45,150551,69,152551,10,10,76389,12,76389,5,5,22490,7,22490,1,1,6781,1,6781
115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,953820299,Public,177,181,539313,231,543543,142,150,449120,188,452067,18,19,158985,29,172985,8,8,52067,11,52067,8,8,80103,9,80103
116100,CERRITOS COMMUNITY COLLEGE,CA,906506296,Public,40,40,129326,81,131576,42,43,157343,88,161887,,,,,,,,,,,,,,,
116200,CHABOT COLLEGE,CA,945452400,Public,12,12,35653,24,37403,13,13,52181,27,55181,,,,,,,,,,,,,,,
116300,CHAFFEY COMMUNITY COLLEGE,CA,917379400,Public,17,17,32250,19,34000,18,18,36140,20,39140,,,,,,1,1,15065,1,15065,,,,,
116400,CHAPMAN UNIVERSITY,CA,928661099,Private-Nonprofit,21,22,74553,31,74553,19,19,51750,28,53049,83,83,1258777,481,4615136,15,15,165205,28,203978,101,101,1264586,540,7698576
116600,CITRUS COLLEGE,CA,917411899,Public,26,28,53750,82,89283,20,20,67907,69,118466,,,,,,1,1,16941,3,19441,,,,,
116900,CLAREMONT GRADUATE UNIVERSITY,CA,917116163,Private-Nonprofit,,,,,,,,,,,44,44,605052,61,737985,,,,,,131,163,2316065,177,2334005
117000,CLAREMONT MCKENNA COLLEGE,CA,917116400,Private-Nonprofit,3,3,8222,5,8222,1,1,2000,1,2000,,,,,,6,6,136186,6,136186,,,,,
117100,HARVEY MUDD COLLEGE,CA,917115990,Private-Nonprofit,1,1,2750,1,2750,4,4,17740,5,17740,,,,,,,,,,,,,,,
117200,PITZER COLLEGE,CA,917116101,Private-Nonprofit,3,3,5786,4,5786,5,5,20464,8,20464,,,,,,5,5,120317,8,120317,,,,,
117300,POMONA COLLEGE,CA,917116301,Private-Nonprofit,3,4,10616,8,10616,7,7,29651,14,29651,,,,,,3,3,45724,5,45724,,,,,
117400,SCRIPPS COLLEGE,CA,917113948,Private-Nonprofit,11,11,60500,22,60500,5,5,34750,10,34750,,,,,,3,3,67826,6,67826,,,,,
117600,COALINGA COLLEGE,CA,932101399,Public,2,2,7000,7,11000,2,2,4000,7,8000,,,,,,,,,,,,,,,
117700,UNIVERSITY OF SILICON VALLEY,CA,951341697,Proprietary,130,143,449891,338,645903,126,160,496021,382,677837,3,4,27119,7,34964,54,66,783045,157,1049661,,,,,
117800,COLLEGE OF MARIN,CA,949042590,Public,4,4,15000,8,15000,4,4,17500,8,17500,,,,,,,,,,,,,,,
117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,940021997,Private-Nonprofit,4,4,18348,8,18348,4,4,20000,7,20000,23,23,354789,53,354789,,,,,,,,,,
118100,COLLEGE OF SAN MATEO,CA,944023784,Public,9,11,27148,21,27148,10,11,28410,22,28410,,,,,,,,,,,,,,,
118200,COLLEGE OF THE DESERT,CA,922609305,Public,10,10,39424,20,39424,9,9,37262,18,37262,,,,,,,,,,,,,,,
118300,HOLY NAMES UNIVERSITY,CA,946191699,Private-Nonprofit,3,3,6500,11,23500,2,2,6500,10,18250,10,10,77346,14,97846,2,2,7211,2,7211,2,2,26193,2,26193
118500,COLLEGE OF THE REDWOODS,CA,955019300,Public,16,16,54468,34,55568,16,16,38504,37,42157,,,,,,,,,,,,,,,
118600,COLLEGE OF THE SEQUOIAS,CA,932772234,Public,14,16,34745,32,34745,7,7,18819,14,18819,,,,,,1,1,6109,2,6109,,,,,
118700,COLLEGE OF THE SISKIYOUS,CA,960942899,Public,17,17,57225,49,82693,17,17,69963,48,103407,,,,,,5,5,35833,10,35833,,,,,
119000,CONTRA COSTA COLLEGE,CA,948063195,Public,11,11,27650,30,43150,11,11,40710,32,68460,,,,,,,,,,,,,,,
119100,DIABLO VALLEY COLLEGE,CA,945231544,Public,18,18,55720,41,85245,19,19,68558,45,108454,,,,,,,,,,,,,,,
119200,CUESTA COLLEGE,CA,934038106,Public,28,28,88706,55,122590,22,22,85121,47,125464,,,,,,1,1,5500,2,5500,,,,,
119300,CYPRESS COLLEGE,CA,906305897,Public,21,21,60500,49,72625,21,21,65418,48,83168,,,,,,,,,,,,,,,
119600,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,949012298,Private-Nonprofit,8,8,29000,19,48666,9,11,34250,22,47752,39,40,640346,152,1335188,3,3,27909,3,27909,69,71,777606,73,792989
119700,EL CAMINO COLLEGE,CA,905060002,Public,113,113,321947,420,433816,101,102,370199,394,537064,,,,,,1,1,7500,3,18529,,,,,
119900,FOOTHILL COLLEGE,CA,940224597,Public,57,57,165011,248,401405,49,49,131548,228,450905,,,,,,,,,,,,,,,
120000,FULLER THEOLOGICAL SEMINARY,CA,911820002,Private-Nonprofit,,,,,,0,0,0,6,17500,40,41,319501,661,3512473,,,,,,8,8,109310,160,785606
120100,FULLERTON COLLEGE,CA,928322095,Public,56,56,193990,116,201790,43,43,185724,89,191099,,,,,,,,,,,,,,,
120200,GAVILAN COLLEGE,CA,950209599,Public,2,2,9000,7,15250,2,2,5200,5,5950,,,,,,,,,,,,,,,
120300,GLENDALE COMMUNITY COLLEGE,CA,912082894,Public,124,124,457710,214,488682,102,103,471371,176,512181,,,,,,1,1,5000,1,5000,,,,,
120500,GOLDEN GATE UNIVERSITY,CA,941052967,Private-Nonprofit,78,78,250217,153,326761,78,78,416456,155,536360,201,201,3496791,476,4319737,,,,,,118,120,4025774,360,4143369
120600,GOLDEN WEST COLLEGE,CA,926472748,Public,33,36,75543,38,79043,33,34,90542,36,94542,,,,,,2,3,17713,3,17713,,,,,
120800,GROSSMONT COLLEGE,CA,920201799,Public,26,26,70854,67,87229,15,15,48715,43,69715,,,,,,,,,,,,,,,
120900,HARTNELL COMMUNITY COLLEGE,CA,939011697,Public,5,5,14750,13,20500,5,5,11000,14,19600,,,,,,,,,,,,,,,
121200,HUMPHREYS UNIVERSITY,CA,952073896,Private-Nonprofit,42,43,138137,330,236474,43,45,197991,312,302337,40,41,539112,370,1042822,3,3,34845,16,34845,3,3,33327,22,56633
121500,LA SIERRA UNIVERSITY,CA,925053332,Private-Nonprofit,62,63,169095,698,1026684,66,69,175282,745,867619,89,105,568226,227,1268784,24,28,183500,185,955854,32,38,167101,84,403304
121600,UNIVERSITY OF LA VERNE,CA,917504443,Private-Nonprofit,104,111,370013,149,414763,97,101,397151,143,460404,161,169,934471,212,1165909,13,14,188847,20,191097,273,297,2287281,352,2678040
121700,LASSEN COLLEGE,CA,961303000,Public,2,2,2250,33,26817,1,1,1250,32,32729,,,,,,0,0,0,8,19506,,,,,
121800,LOMA LINDA UNIVERSITY,CA,923500001,Private-Nonprofit,137,137,583724,427,593892,132,133,646714,416,661548,961,988,25595689,2835,26721516,9,11,258693,34,258693,685,732,22454025,2109,24548622
121900,LONG BEACH CITY COLLEGE,CA,908081780,Public,82,83,291193,272,486201,76,77,348681,264,613397,,,,,,,,,,,,,,,
