tenant_id,id,security_group_id,remote_group_id,direction,ethertype,protocol,port_range_min,port_range_max,remote_ip_prefix,standard_attr_id
9e2200862b674b3098afc897b0fbb977,00c75665-9379-49f3-92c3-d46a765911a5,8f73fa0d-1d1e-49b6-8669-068a25faf5f7,,egress,IPv6,,,,,2059
c15386e2413340c58539c1de3bb4e4de,00ca527e-c3d0-4414-8c05-9f98cd8a8efe,7936e3b3-412f-499b-a26f-fdc7898e16cb,7936e3b3-412f-499b-a26f-fdc7898e16cb,ingress,IPv6,,,,,58670
e4a412d830444d0bb1f81b2f9fa47f9a,00d2d03b-b6e5-4a8d-b01e-f29b14221c83,3b22ab74-c906-4d4d-8f99-dbdb40dee565,,ingress,IPv4,icmp,,,10.71.29.205/8,2060
ca0ba321451b4832a726b23f9a28453c,00d640e8-5c4c-4687-b40a-1ada26ea994b,0899bc8c-471a-493a-97ed-c4de72d9027b,0899bc8c-471a-493a-97ed-c4de72d9027b,ingress,IPv4,,,,,40891
47c0857cf5b5452a86f640fd44be1d40,00de87d0-4c20-4d7f-aae6-e1fb7295d041,1d38fca1-b17d-43f8-b289-38c966a18d53,,ingress,IPv4,tcp,80.0,80.0,10.71.29.205/8,2061
7a181edd897b49718214040da2b8ad95,00e751f3-f185-4cd8-be04-7d30f9a85643,de863740-0ee8-4e32-aae2-9c41a3dcde86,,egress,IPv6,,,,,2062
58034159195e4b77b18c2e20e44d4462,00ea709d-e93c-4860-b3c0-3844d622da6b,da65058f-c660-4702-85a9-5c7485ad3c22,,egress,IPv6,,,,,50230
58034159195e4b77b18c2e20e44d4462,00eb345a-9f79-4d16-af49-d249b2821414,6a98f110-8572-47d9-8a6d-3dcef6be4d48,,egress,IPv6,,,,,50225
5e2dd9df9f674282acfd113e380ce75c,010135aa-54a5-4e45-aa46-7e29cbea2df7,bcec3b3d-2cad-4967-a207-ccb22a9ce570,,egress,IPv4,,,,,51135
98333a1a28e746fa8c629c83a818ad57,0104d59a-a231-4d67-8112-e45c587ae3d3,dbff5a0b-044e-42bb-91f4-e42b74005d66,,egress,IPv6,tcp,466.0,65535.0,10.70.255.162/8,54708
3be6c8b9f95842198466a9c673404768,011e8d12-d24e-46ff-829e-93ae4eb3c969,0e82aba8-4e77-41f3-8892-05475b73a6cc,,ingress,IPv4,tcp,22.0,22.0,10.71.29.205/8,2063
ecda34f53cfe4059bbb39a8adb33ce79,011f0a8b-eaa2-483f-9913-b0701a6b9f0a,2007a9a5-de89-4567-acf4-1fdc7879f120,,egress,IPv4,tcp,2000.0,55680.0,10.71.29.205/8,62050
e3fb2659584e436a832461dac02835f0,0123b904-8846-4c55-9ebc-0f4cf4f9ffdd,75e58e45-c924-4869-9d44-23744498133a,,egress,IPv4,,,,,50662
d3ac3958f14941cdb205e76ba43bbe49,012fb096-ed52-4f1d-99c2-b0bb7ecd4514,4a8fbbc2-081e-4675-bf97-dbb780497d6b,,ingress,IPv4,tcp,1.0,65535.0,10.71.29.205/8,2064
b6a09f72c3754d30b9ac94a9243832e7,0133d64a-df58-4fc4-960d-a7c30bf70ce0,cef87213-fc5b-4fab-95af-dadfc4bb31fc,,egress,IPv6,,,,,40928
809580eba9ea41eeacae72b0017223a4,0150f227-2e0e-408f-a42d-bda24aa95b1b,fbe75a20-94a9-4e5e-bb7d-c34630aca106,fbe75a20-94a9-4e5e-bb7d-c34630aca106,ingress,IPv4,,,,,53323
4e7e31906cfd496b82a9ea5d2edb8dab,0152a5a7-706a-4df9-98d2-c7dbcca1fc06,32c91a55-882f-4ca3-ac85-e74fc3b98ced,,egress,IPv4,tcp,5555.0,5555.0,10.71.29.205/8,42909
48d8d065c9e5496c9fe7fd146165a8bc,015601dc-9392-457a-bf61-babe6c607d8f,bd3af0be-d54a-4279-ad11-bba8a8d683ac,,ingress,IPv4,udp,1.0,65535.0,10.193.125.195/8,2065
3a8a2c70884d474aa1d3aeebeb800f7e,01561498-1b3d-4547-95e6-0ee3cf6685f5,88f9aa6a-5158-4041-85c2-043761e79256,,ingress,IPv4,tcp,22.0,22.0,10.71.29.205/8,40745
523760e96a3e4815be2edc9570e08c16,0157bd8b-c2a5-4fad-bf1d-6146cb9dc16f,73d96433-35b2-47d1-88d7-2b8965bb01f1,,egress,IPv4,,,,,55654
0869d84607844ffc9aa2a0a72a8cc4c0,015b5309-a211-474d-8698-01ca32800d48,f65b2f8d-5866-4218-81b6-0a73d72bbee5,,egress,IPv4,,,,,55549
8e3ca0edc9084571b1aa97cc791f7a6f,01652c91-ae03-42a8-b569-9835a5404c1f,b6d17a67-fbde-4430-b68b-53e4e7e5f9ff,b6d17a67-fbde-4430-b68b-53e4e7e5f9ff,ingress,IPv6,,,,,59299
98333a1a28e746fa8c629c83a818ad57,0168162f-a895-448a-a595-66c9bb5aecf1,48bb2d2c-d819-4e4e-9b79-960bbcff3b2a,,ingress,IPv6,udp,25826.0,25826.0,10.35.183.232/8,20554
7705adbe5221408f845e3bb10b6de471,01708d6e-fe03-4973-a3ac-c9589eeda07b,88e9a29c-87f4-4e48-afb3-17ec12c9f02e,88e9a29c-87f4-4e48-afb3-17ec12c9f02e,ingress,IPv4,,,,,2066
57906b16bba34ffd8cc20f8127ec2b48,0172eebc-8062-4523-be9c-4405bf8edb5e,22804bf4-e77b-418f-8a41-376806511298,,egress,IPv6,,,,,2067
7705adbe5221408f845e3bb10b6de471,0176d250-acff-482c-a2c2-2422c3f73d80,88e9a29c-87f4-4e48-afb3-17ec12c9f02e,88e9a29c-87f4-4e48-afb3-17ec12c9f02e,ingress,IPv6,,,,,2068
008d8d81335240fcb255b268f8562c22,0181736a-5d8f-4031-a72c-ac425643b287,18e74c84-ea3a-4d0f-a50f-c2ac1efde47a,,ingress,IPv4,tcp,1.0,65535.0,10.71.29.205/8,44417
0443563c3162495bb4d77e7cdb356476,018c8d01-0abc-4c0f-919b-a5732ec300bb,b2004d22-430e-4b55-89eb-65f237a7101b,,ingress,IPv4,tcp,8080.0,8080.0,10.71.29.205/8,43476
d3ac3958f14941cdb205e76ba43bbe49,018e87e6-97fc-4cdc-83f6-278b475aa03d,d60ff86d-c3cf-485f-9149-0c5bec782af0,d60ff86d-c3cf-485f-9149-0c5bec782af0,ingress,IPv4,,,,,2069
54c41077af3d4b758487a809ade2b055,01907943-5a5c-434a-b753-a0016aea317a,27d786e8-b1fe-4468-b2f3-8aea1213a3ef,,ingress,IPv4,tcp,1.0,65535.0,10.71.29.205/8,53715
c32ab7f84a364382888e7f4e17f9fb00,01ad0acb-5500-44c3-8135-f31773ed83e9,e4145100-c500-4fd3-a51c-53be5bb9f87f,e4145100-c500-4fd3-a51c-53be5bb9f87f,ingress,IPv6,,,,,40954
5e35676c2c6947f29e1402b31c5b87a7,01ad275b-0f74-4e21-9561-a6ade54ea4bd,916978f7-8997-4fdf-b159-67d175e102b6,916978f7-8997-4fdf-b159-67d175e102b6,ingress,IPv4,tcp,22.0,22.0,,65846
c523a40570a2442891ac26b259a7e199,01b6686f-bc5b-4a66-b115-8bfe6d9b7f37,287f280b-5966-4b39-a242-ff2e7216b843,,egress,IPv4,,,,,59431
cf3a87ea84514fcc883b80ba07b3b2b7,01b68281-ad52-4062-8c69-96d222247bbd,db2c0eea-c36c-4886-b10f-470c19cd4cdc,,ingress,IPv4,tcp,22.0,22.0,10.71.29.205/8,2070
f0ae1d7c6f7b4417b2c9c4c82933ebd5,01ba90d3-2338-436c-ad8f-17aaeee99ef8,0adc1d0c-c6ef-4695-be3b-82d04a227c59,,ingress,IPv4,tcp,22.0,22.0,10.92.209.130/8,43310
fc824182e33541ca85d834b06d3d0772,01d2c205-daab-44cb-bb6a-0c4168838c19,6f9d23be-efa3-4423-99fc-e7940a9a5bd9,,ingress,IPv4,tcp,80.0,80.0,10.71.29.205/8,65008
0d40572228a84adfbeea3e23e2ede8b9,01d43e22-da58-495b-b00f-fd4ba016a23d,d2af5f63-c1e2-4aca-98da-1f537edc6bfe,,ingress,IPv4,tcp,1111.0,9999.0,10.71.29.205/8,19851
a3ccd76b29264bbe94415833015c9379,01d52ebb-0deb-4bf5-a1c4-41611d6df9a1,3050a996-b1bf-4e86-bffd-795ca722575f,,egress,IPv4,tcp,443.0,443.0,10.118.157.99/8,48808
d0b7612cf9ea47dfb5bdb44106e2975a,01d96849-6b10-44a5-8f68-20bd9fa8cec1,4a244eda-8bae-45ae-b748-48b31acf4dc1,,egress,IPv4,,,,,55786
d00c4471fe5945f69795d50f7f32981e,01e0a2c4-e648-4003-b9b8-034aeba60fa7,bfab842b-9377-44f4-9583-1250bc01e4be,,ingress,IPv6,tcp,3306.0,3306.0,10.70.255.162/8,56947
138b1af54fcc4af888233e98592f6772,01e875e5-495e-430a-b3ce-a008d87ddac1,980b0692-14f1-44b0-9026-3bf63056a61a,,egress,IPv4,,,,,2071
0869d84607844ffc9aa2a0a72a8cc4c0,01e91877-2499-46c8-bbd6-8f8cff2b2249,0542dc2c-7b04-454d-8ac9-2420ba3956e7,,ingress,IPv4,tcp,8000.0,8000.0,10.71.29.205/8,55535
f51ad6a9383b49c4b2667757d7376ce2,01f35b94-7c3e-425f-b213-c8ef8349d35b,cdb362f2-5c84-43bb-99e6-7c6211f17057,,ingress,IPv4,tcp,22.0,22.0,10.71.29.205/8,16702
a3ccd76b29264bbe94415833015c9379,01f60b1a-9530-4107-b939-3c60651e0724,3050a996-b1bf-4e86-bffd-795ca722575f,,egress,IPv4,tcp,443.0,443.0,10.18.205.65/8,48814
b7005efa05354485bb358a62ec4da291,01f7958e-ed5f-4f01-a259-dd520cba8c10,471c17b2-b04b-48d0-a035-f2cd65e7158f,,egress,IPv6,,,,,2072
ec70e195b7ec4fb19e064b89255da292,01ffb4dc-b3e3-406e-ae9a-30f1df8f50c5,831cc865-b9e9-476e-ac93-003e63216933,,ingress,IPv4,tcp,22.0,22.0,10.71.29.205/8,2073
a9eb0a6c6155472794ce5c271f0448a5,020743d2-12b8-47f8-8c0f-fc74676cb51c,791acf92-1f8e-4594-8dd9-f3ba291e177d,791acf92-1f8e-4594-8dd9-f3ba291e177d,ingress,IPv4,,,,,49576
9c042027ac4e40c2bc80e0361212f7b9,021c7395-e581-4c89-94ae-890061d6f3b2,4e31d503-e98a-4c55-9691-d7d0d1b66f22,4e31d503-e98a-4c55-9691-d7d0d1b66f22,ingress,IPv6,,,,,2075
98333a1a28e746fa8c629c83a818ad57,0226ebe2-a930-4501-9fc6-29212a8a9dbb,782430b0-2edb-4b46-8cb7-92b92cab90ed,,egress,IPv6,,,,,49522
2e10d2186b23471d94f6f465d49b8581,0227c1ba-2c74-48c3-8119-59c50b3243da,27516ee5-0b67-437a-966a-ddeff4d67993,27516ee5-0b67-437a-966a-ddeff4d67993,ingress,IPv4,,,,,49714
f0ae1d7c6f7b4417b2c9c4c82933ebd5,022890f3-6250-4ba7-8c4e-cacccd174547,0adc1d0c-c6ef-4695-be3b-82d04a227c59,,ingress,IPv4,tcp,22.0,22.0,10.113.112.75/8,43985
17ea94ad74b64b9d92f4888336a598c7,0243b2d5-8668-4c9e-bf2b-fcdd6826175b,5d1929c3-b668-4a86-8006-2d5fbca7c5ee,,ingress,IPv4,tcp,3389.0,3389.0,10.71.29.205/8,2077
98333a1a28e746fa8c629c83a818ad57,024d7681-03ea-489b-a171-a2509580656a,7288abfd-ddf8-4f53-9d57-f28d193e3724,,ingress,IPv4,tcp,1.0,65535.0,10.85.228.250/8,2078
dba6cc0fec6845a58f4dd5e84ef8dca5,025e9349-2c5e-431d-b9c7-dc5f5161da30,972612ec-9f7c-4590-ad77-8afda06c9d74,,egress,IPv4,,,,,46852
8760f3081f20435e91be05d5389fa025,02633253-aa75-45a8-a029-b3179357131e,66c3a15f-a4cb-48c4-9e82-b4053e08a380,,egress,IPv4,,,,,64909
bcb4a0fc940d40af9d8f1519485334d2,02754846-be46-4e40-b41c-509f12897997,d3406980-2c9e-480b-a9cb-09ef726acbc0,,ingress,IPv4,tcp,22.0,22.0,10.71.29.205/8,8904
bdbf4493026a4b568ccd39294a7ff7fb,029a060e-d207-4bec-8759-16189a0f398e,2aca49d9-0fd3-4f1a-9684-5200169e3909,,egress,IPv4,,,,,46737
0a00c267d00e44a9b556ed5876aaec66,029e1cab-85af-47b2-8925-5a99bda8d627,3b3a608e-eb86-406f-90ad-59cae45a6dc5,,egress,IPv4,,,,,56399
e7e8e8eca25741c8abc96fc07a103b94,02a219c0-b846-4019-a5fa-66e0fc6b7290,7b49ee24-fdf5-4b25-863c-c5ceda2fd2e3,,ingress,IPv4,udp,3389.0,3389.0,10.85.228.250/8,35553
b5b411c5e08644eb89159093198d30ef,02b24ccd-c666-4fc7-9411-84cfcebc0e44,52007e77-8e83-40cb-99de-3362b6b217bd,52007e77-8e83-40cb-99de-3362b6b217bd,ingress,IPv4,,,,,58732
69e2380d3352426381f126222a8d7794,02ba506b-6a84-4a85-8ad3-4c34ed2846c7,f13c233b-54a6-4b0e-8b26-008081686071,f13c233b-54a6-4b0e-8b26-008081686071,ingress,IPv6,,,,,56102
a3ccd76b29264bbe94415833015c9379,02ca6b24-ecab-4005-b545-6829ba2f0e00,3050a996-b1bf-4e86-bffd-795ca722575f,,egress,IPv4,tcp,443.0,443.0,10.175.226.213/8,48824
1656a2053b134afb94e612131220e828,02d111e8-3a60-4a15-a633-3a68a3238978,de7e1f28-6548-4b38-96ab-9c5bc87e5487,,ingress,IPv4,tcp,22.0,22.0,10.71.29.205/8,9671
85b928765b6e4d07acf811833a763de4,02dc44e2-653e-4e82-9cdf-3c7b4304f4c5,f115da7a-d95e-4f73-9c31-3b8f5ae7af9f,,ingress,IPv4,tcp,80.0,80.0,10.71.29.205/8,2079
97107d3284a848a4a4ea0345bd05cbef,02dc6ed1-facd-4ae8-a79d-d14861c3ebf0,ee5adf3a-0fa4-4f8b-82c8-929a6dc6f786,,ingress,IPv4,tcp,80.0,80.0,10.71.29.205/8,2080
7705adbe5221408f845e3bb10b6de471,02df8509-89dd-42b3-84b9-d553c910a71f,58032f1f-cd36-4ba5-9bb1-d847f6e5ece5,,ingress,IPv4,tcp,8055.0,8055.0,10.71.29.205/8,2081
6790bdc54ef84195b4d1e7df6642d968,02ead40e-0f63-423b-b873-f74c05cb0457,a017cbc1-5dbe-4cd5-998a-19d5c35339c9,,egress,IPv4,,,,,58629
1e5e8c562fca459d842f6849b3e3018e,02fe7a29-0eba-48a0-9597-8112f0749bb5,32902afa-881d-4e3c-b518-2e460a1947bb,,egress,IPv4,,,,,58490
00380ae12de643fea2ec50f14af654d3,031ee480-4f32-4cb0-b06b-9d2f4df016e7,b3fc14c4-bb8a-4b8e-8139-a433172624c3,b3fc14c4-bb8a-4b8e-8139-a433172624c3,ingress,IPv4,,,,,2082
62f1bd6e54e141f6abc0e78e51415269,032d23ee-cb76-4ddb-974c-cd2bbb833916,b6794602-26e3-4d08-b56b-c678b00a86e2,b6794602-26e3-4d08-b56b-c678b00a86e2,ingress,IPv4,,,,,65733
8d808091e4f74457859a69affa8367f2,0331bc4f-8add-47b6-ae6f-06f9d63a4f7a,dd735e72-816c-467c-b9a0-e59714e35280,,egress,IPv6,,,,,2083
a65f9e8fefc346488f00f6220816a8f6,03360635-bf73-43ec-a8e5-d90308fce6fb,ce92080e-9d44-4324-a479-329659e16e23,,egress,IPv6,,,,,15987
6c5195dbc73149188b93eacf1daa1237,03395790-74ef-45b9-a2a1-b1b9efec4d06,1141060a-7a20-4944-8069-6e32ee535e5b,,egress,IPv4,,,,,61997
578e020880f7452d95f6059dee14b335,033c5ab8-f61b-470f-b793-a2714a93604c,4d25a39f-5460-481a-99f0-791e0fa371d4,,egress,IPv6,,,,,2084
0d40572228a84adfbeea3e23e2ede8b9,0353431f-826b-455b-b954-fc023174b796,d2af5f63-c1e2-4aca-98da-1f537edc6bfe,,egress,IPv4,,,,,19849
0818de173fd9415ba3928cb446d742a7,0353487e-b1ed-4073-931e-11a6dc9e9b55,7f7870c6-2286-4a2f-9ed3-144925011d53,,egress,IPv6,,,,,59883
97107d3284a848a4a4ea0345bd05cbef,03547ce9-220b-4d15-892b-b1469b8fa372,5b768ff6-6c4e-4c24-b5d2-1ec67832d5e4,,ingress,IPv4,tcp,8081.0,8081.0,10.71.29.205/8,2085
3a8a2c70884d474aa1d3aeebeb800f7e,035b13be-93fd-469e-a793-aceaff176cab,88f9aa6a-5158-4041-85c2-043761e79256,,ingress,IPv4,tcp,443.0,443.0,10.71.29.205/8,40747
98333a1a28e746fa8c629c83a818ad57,03628aac-aa59-4408-8f58-6e02dbd8fc89,3c99cc00-fb94-4e93-87e6-8fe57eda1c2b,,egress,IPv4,,,,,53150
7b490336995d44f0b1d20eb4b1804094,0364d304-4b5b-4a88-925b-44e8a46bd1c7,1ff8f150-76bc-4dd6-af68-dfef57ac8a67,,egress,IPv6,,,,,2086
322d4717bb5841e5a5aa92968c1a0b9a,036c6d9a-0ff0-4e74-b879-1fc5604376e0,b8b768e9-36d4-4a0c-8711-1c8fed53a18e,,egress,IPv4,tcp,8080.0,8080.0,10.71.29.205/8,55206
578e020880f7452d95f6059dee14b335,037d01a7-4845-4090-92bc-c4ff5817be3e,7725a368-dc4d-459d-b38a-9ec9b6ae81ef,,egress,IPv4,,,,,2087
5f7daf994af54b91802823e54ee5f18d,037e8980-bcd8-48fb-82d9-ec1a451be2a9,e28ccffc-dfef-4a2d-83f6-4e45213868fc,,ingress,IPv4,tcp,1.0,65535.0,10.71.29.205/8,2088
62540d57c5a94cfdb9235ec313eb62c8,0383e4df-2547-4aa1-a18e-8e740a86ad8f,6bb9f46a-b045-4e9e-8af1-ffb0bce0cd98,6bb9f46a-b045-4e9e-8af1-ffb0bce0cd98,ingress,IPv4,,,,,9838
d3e4c40bd306445faab49869baeac23f,03857183-b2bb-405c-af68-09fd2d330ce4,d9a872ed-e700-428d-8774-92366f4a7d22,d9a872ed-e700-428d-8774-92366f4a7d22,ingress,IPv4,,,,,2089
e3fb2659584e436a832461dac02835f0,03871bc7-2139-4dcb-9611-9ebd4116eb76,209986f7-7740-432e-95cb-9c0a3d10cb0f,,ingress,IPv4,tcp,2222.0,2222.0,10.71.29.205/8,2090
6f5103a9ae434375a92a1de24a19ca56,03895548-3152-49d1-ad2e-3af5e9737d5b,b38f1445-162c-4848-8ae1-5ff3a7f2010e,,egress,IPv6,,,,,50762
1e9f8880413d4deea51da2fb46434c9e,039aa860-11f7-48dc-a1b9-6e81759956a9,c145d95b-7b62-42dc-aefd-61dc35424564,,egress,IPv6,,,,,2091
d203c74dd2b6429cb82a8d212f1b5c3e,039bb764-e5f7-4e94-974e-aac0322b4f84,a1f55167-3ea2-46d0-bff2-781ce270fd0d,,egress,IPv4,,,,,2092
b971e9fc43144ac2a7c2ab9d00babd76,039ec5df-bb8b-4a62-ac43-40cd316aa1c9,33904a9a-8b0e-4d61-9493-a4c7f9ed533d,,ingress,IPv4,tcp,22.0,22.0,10.71.29.205/8,62412
eb771b14df7a455b9e2d9fd3df86d388,03a9042d-b386-4c9d-b49d-cbbea552f120,3d68a3c9-5043-43e1-8d49-ad3b9f7faec8,,ingress,IPv4,tcp,80.0,80.0,10.71.29.205/8,2093
b0c018741b66434c9574907e9347671f,03aaf853-fe82-48c7-aeae-2a1b232022ec,549612d2-a6f5-4007-acc4-18384981a518,549612d2-a6f5-4007-acc4-18384981a518,ingress,IPv4,,,,,55134
ab864875e1f44f1c8f112ea460047cea,03b27232-4883-4e74-aa39-28f663951c54,8dcdceaf-cc7c-46b0-bd8b-c455b1952b7b,,egress,IPv6,,,,,62225
2678861fab3d40b6bd0d3e133259c6aa,03b879e9-a011-49da-9aa9-ca61c018c116,f9731396-4037-46b7-b273-1a44706f9897,f9731396-4037-46b7-b273-1a44706f9897,ingress,IPv4,,,,,2094
db2eed6127444168be1318288a3078a4,03ba1d10-6d9b-4970-9911-2b6a09839899,c744c593-435c-49c8-ab50-36b89fd62b1a,,ingress,IPv4,udp,1024.0,65535.0,10.71.29.205/8,15155
84d0ab8dd0b44f61981e4dc218daab3f,03d6cc08-9bb4-46d7-8869-45aeab2c8820,89985901-e3bd-41ab-bd38-ee5c8c0087ec,,ingress,IPv4,tcp,80.0,80.0,10.71.29.205/8,2096
1fbdcb66977740d3982b2e668f6134f8,03db48da-4954-40d0-9cff-13c872ae5cbe,f7165659-2d8c-4902-a8f6-339011e1fd0c,,egress,IPv6,,,,,56028
ccffeac313314388922e3c1006ee9871,03dd3eba-c30b-4362-ae4d-e8dd27305ad2,faeb7066-e813-429a-8285-a7168dd6e1da,,egress,IPv4,,,,,13717
56a23b6f58c34e9f98c9fd2cc6e6ce86,03e93768-a155-4dfe-a580-5f48f4c581e2,9aade2ff-d1da-4b34-844b-1ac50b9e7561,,egress,IPv6,,,,,50686
3e12e5999bc247da99e93cb4a43270f3,03ef1ce0-62f3-4b39-9a86-a4e279b8e48c,45bf42d1-8954-4f70-8d89-6d97185f9546,45bf42d1-8954-4f70-8d89-6d97185f9546,ingress,IPv6,,,,,49612
06741a7b348d44fa8ef66f0e02ebab3c,03fa74b8-c6ad-4b3e-9f51-52ceb52c560f,cfb9b946-b60f-47ba-9ddc-6b0d27747279,,ingress,IPv4,tcp,443.0,443.0,10.193.125.195/8,13767
9e1029d915bf49a4a6e4dbe43eaccf41,040cff44-8508-47a4-b6b4-fa8434b03f4b,433357b9-e9c7-4fa7-9b84-bc54353c7a89,,egress,IPv6,,,,,39444
0fe5232a35194475bd38266ed896e0bc,0417d479-df5a-4f27-96c5-7bb88a7af986,27a6c4fc-753f-4563-a065-b59f66c18567,27a6c4fc-753f-4563-a065-b59f66c18567,ingress,IPv4,,,,,8989
5e2aa0d6d9494280b0f54a7df6785672,041e0cae-cd1b-4450-b0ea-ffaab6179ec0,3bd369ae-84c2-425e-a45d-b7e55e4f63cd,,ingress,IPv4,tcp,8080.0,8080.0,10.71.29.205/8,44463
47c0857cf5b5452a86f640fd44be1d40,042acab0-c450-4227-9080-bdc8fce5ec72,27f29ada-05b4-4198-8645-001c8e4d980f,,ingress,IPv4,tcp,4567.0,4567.0,10.190.63.112/8,2097
f5c463e9d5aa4c4fb2a43ea45086d5d3,042de0ce-c93b-40c5-8ec2-84eca9632c80,3755f84e-ffa0-4ba5-8c4e-acd1ce5ad0a5,3755f84e-ffa0-4ba5-8c4e-acd1ce5ad0a5,ingress,IPv4,,,,,2098
70b2507b8cc44fcb917ddfb85f5079d9,042f1417-7eee-4463-b485-8e6993b4d870,80abb1c3-c590-4dc1-a5f7-2c625c943d0d,,egress,IPv4,,,,,44771
d3e4c40bd306445faab49869baeac23f,0431a73f-aae5-4d48-a1e4-f1a857b1edff,65104010-65d1-4498-8299-eaef64480cb1,,egress,IPv6,,,,,2099
04f203c6fa3244628714f851f3aceaa4,04329bd4-47a9-484e-a558-43e9658c61c1,cb6fcfb2-60f3-4f5e-96f1-23d9b013fac9,,egress,IPv6,,,,,42197
3881caa5b14d42478a20ea0263339ef0,043347e3-1534-4231-bab3-50e6ebaf5b65,47999e15-8901-4ae9-8ded-5a79c5f57e3d,47999e15-8901-4ae9-8ded-5a79c5f57e3d,ingress,IPv4,,,,,60305
d91332dec0084ac785426f116cee1d1d,0437a652-c26a-4a92-aa43-1ae06a435458,43088402-0954-4821-9db1-e7d29315a9f3,43088402-0954-4821-9db1-e7d29315a9f3,ingress,IPv4,tcp,443.0,443.0,,2100
b1a541e6fa4e48e0aa7b20e347c8b436,043c9a92-85f1-47b1-9f7b-86f554d73618,34eb500c-0672-4522-a16d-20e191ad4d04,,ingress,IPv4,tcp,23.0,23.0,10.172.131.37/8,52954
