port_id,ip_address,subnet_id,network_id
01c78401-4f35-49cf-a915-f180589db99a,10.161.63.211/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
01cf3dcc-2b93-435f-a70a-bdd83db32603,10.47.226.204/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
01edcd00-b27d-4bfe-98c7-552f8fda3df4,10.18.179.100/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
01fc016b-4ae9-473e-b849-dd1922ca9bab,10.115.205.102/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
022176e5-afd2-4aec-abfc-a8202efdb0d7,10.236.122.129/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0223c11e-f69d-4b5c-86c9-f50d95a4f2af,10.226.224.25/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
024ab55f-5caa-47f4-9654-5f96032d9262,10.78.180.177/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0284bb3f-d8e3-44d8-a2aa-714645092645,10.24.138.26/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
02859e84-4085-4b7d-919c-f074f22c2bd3,10.12.138.48/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0286d52e-0e64-457a-82c4-686b090d46d2,10.113.182.189/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
028df3f3-9afc-4a65-96f4-1d21954dcb51,10.185.227.219/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
028e8ff3-0b08-4e97-95b4-4e91d92ae530,10.84.60.188/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
028eaa66-a7df-45aa-bb31-12f3c7e50c49,10.131.249.219/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
02a56d69-daa5-4d2f-9782-5e753a1432a3,10.54.116.228/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
02a62095-d6b5-4e4a-b29c-6ea430c61d6c,10.236.152.61/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
02b05504-54de-4a4c-bd86-e3ea798cf9e7,10.205.183.245/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
02b8acb8-920c-4409-befb-15437eff8af1,10.215.113.41/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
03105f59-f4ee-4443-9333-0fb58d2df9b1,10.60.4.236/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0342644d-4cef-4f69-b1af-37bc98352211,10.220.19.230/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
034dcda6-a5ff-4a20-b978-dd7f4a73178b,10.122.227.100/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
037b3219-c381-4f0a-b772-379bda025588,10.67.253.230/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
037beae7-ab1e-4b97-b8f4-ae6127e6a8ac,10.124.243.155/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0392f181-028d-43e3-b023-0e5bca3fc0a4,10.119.250.127/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
03997432-4246-48f3-a12d-64560983fca7,10.159.239.38/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
03aae165-692a-408e-a520-88fbb9a42fa8,10.37.224.21/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
03bae741-f580-4850-b2c2-add38412f22d,10.111.30.195/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
03d1adab-764c-432a-bf24-c2296e4ff67e,10.63.230.51/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
03e8d2bf-4343-4d16-8193-d0c7952943c1,10.140.25.101/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0406a43a-43bd-4d09-bf6c-0405c365aec6,10.5.63.77/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0410c1f4-6d0d-4f8a-ba8c-0afc422a1eb3,10.124.95.10/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
041e9833-2153-45c2-b623-78837be545b9,10.160.137.87/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
04296366-c06e-43a0-80d8-0a41acf5a603,10.208.2.155/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0437c79f-2e38-49ba-86ef-a484d7dd17b7,10.9.58.131/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
044d13ef-0716-4566-a236-75cb3af911b9,10.147.176.102/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
04564c96-f177-4748-bdba-7912faf5917a,10.44.42.91/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0477da0d-d2f8-4431-a798-47287e2bddda,10.247.91.165/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0483e791-197b-4e1a-99c1-accc898fec80,10.242.146.122/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
048be827-3554-4798-9d24-37d76c984cea,10.212.230.75/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
04a72feb-2e53-4d24-8f1f-f4d8e8a0d505,10.225.123.187/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
04c02711-ad0f-473e-a227-72504e27c802,10.194.33.253/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
04cf5567-17cd-479b-8e7d-4ae9af2399b8,10.255.66.223/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
04d2c58a-3a51-4d7d-8a06-6ea802444a65,10.104.164.245/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
04debd3b-097b-49df-9131-ae437ef3cce6,10.245.161.45/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0500d558-8a91-4445-bffe-de5d979dcbef,10.55.24.214/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
05220440-9241-4404-9e8a-822a27de0544,10.68.227.9/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0531bf17-1ba5-46f9-97d5-4bc93b6e9a8b,10.14.145.36/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
053b6291-b7f0-41e1-bd9e-def49f2857d4,10.181.110.73/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
05480d0b-f6fe-4171-a418-58388d370045,10.15.121.25/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0564e893-be5a-4be3-959e-89980d6b1bc8,10.148.172.16/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
057d66d7-da45-4454-879a-9d649b2a4ed1,10.61.112.200/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
058cb653-45a5-4b1f-911e-d65c32e7557f,10.21.179.196/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
059d21d2-0372-4b26-bd75-5abfcf421a2e,10.155.59.230/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
05a3b08e-ce77-4731-ab7e-1608b457b715,10.163.226.244/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
05b28154-7023-4de2-b232-f9ad52d7f8c3,10.13.176.102/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
05ba47ed-af4f-4ebb-96f1-05bebff70a12,10.132.215.202/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
05d883f2-da7e-4d66-92bb-22eee9d2db7f,10.210.54.248/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
05e681d2-604c-4c54-82e7-4813b9adf239,10.9.128.170/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
05f9a2ea-61cd-42a6-a583-226e53b2d833,10.232.154.49/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
05fd165d-a7b0-4a56-bcfc-bf5fcfa1d1ae,10.52.65.63/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
05ff2ee3-bd80-40ce-b2e7-3560b2da590c,10.18.120.18/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0607c08c-7374-424e-acdc-887c464a1f19,10.170.47.45/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
06092896-a257-4849-81e3-96502fd39f7e,10.232.207.108/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
060cb45b-3fa5-4377-b605-007388d9c395,10.57.197.115/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0611ee4e-cf36-4982-81bb-d86f83301d54,10.189.3.162/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
061c3ee2-51f8-4848-acf2-8579e8522229,10.196.63.38/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0628a754-516e-4aed-8de2-0bbb87d5189a,10.64.229.159/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0639c4ce-dc51-4d07-baa5-109c5db4a609,10.21.26.53/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
067265c1-d4d9-47cc-8f9e-098f629e8639,10.248.222.50/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0683c427-ec93-4622-85bb-241a7e4b7be8,10.36.70.115/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
06a2b937-ccdf-46b7-b5b3-ccec55c3eb1a,10.27.176.1/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
06ac1d0b-24ce-4473-9743-dc1f11f428fd,10.251.0.57/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
06c21162-14a8-4d38-9c12-47b266b6854c,10.194.107.104/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
06d43062-9df1-4396-8503-208ed8b1f9ab,10.192.89.152/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0707db18-ce95-4e39-89ed-5661bcf05412,10.24.176.49/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
071f8585-73f2-4fd6-b7df-3400e5f100bd,10.246.215.93/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0745b3e6-d352-420f-ac5f-3dbf48ec0e34,10.26.244.3/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
07474508-d75b-4f8d-86e5-2c1e4bfba996,10.188.8.104/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
074b87da-360d-4f2e-859f-a0c36f632a11,10.92.12.101/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
078a88e1-a2ff-40c4-afa5-068db95e7a6a,10.71.226.120/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
079bf31e-6898-4275-824c-3d66c40cf5e3,10.7.122.136/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
079e4349-e4c8-4762-9cae-8e17fdffc076,10.205.61.146/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
07bc852c-c0f0-4fe7-8b3f-0b7cf367bb3e,10.15.162.178/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
07c7b607-4c89-4c87-a665-60e240214fdb,10.158.200.25/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
07ca9261-6b77-40d4-b24f-1e1c7e33af77,10.136.254.153/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
07d42297-90e1-4cf9-8234-9da52633393b,10.205.130.12/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
07e1026c-06d2-45d5-90d0-f599dfc61292,10.72.208.165/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
07f6844a-c1a9-44e7-955a-f833db61884d,10.92.91.228/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
08066319-18c8-4657-bb61-eeba670984fd,10.188.188.195/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
081a06eb-d140-4737-a0fb-9e832bed4dbb,10.196.223.67/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
08261e9b-6666-47d5-a2fe-0aada8a0d6fb,10.14.197.34/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
082fbc34-483d-4888-9fd7-868cc8b8ef0b,10.248.62.36/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
083480b8-8681-4293-9b48-02b28d945d18,10.167.151.91/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0864f72f-5c4b-40e7-af0b-128d0e022f57,10.30.135.164/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
086e47ed-de68-44ce-92ad-58a91499bbf8,10.106.74.254/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0872e47d-36fc-4472-8858-0c23c7561b15,10.73.102.22/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
087e4ad5-3a0c-4223-8dbe-39907490e9e8,10.164.43.212/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
08a54db3-687e-4213-987a-744a37398f2c,10.158.134.122/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
08b48649-6d1c-4cd8-893b-9aced5ebb768,10.29.160.51/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
08cbf5d2-99d2-4a91-bb06-30ce59dfe706,10.164.146.76/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
08eae518-5f52-4e0d-8682-8505adb10f1e,10.1.237.228/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
08f5e69c-6ade-43db-b2a0-060ba0595d51,10.101.254.250/8,25e390e6-3a89-42d7-a5e8-c4da22edc587,1e070f88-14f2-40ba-a79d-5a4eb023d88b
08ffb032-574b-4346-b5bc-78640ec6a002,10.105.100.48/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
090127a2-e7a4-43e5-a4bc-9173ca524910,10.240.16.247/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
09176763-7ddf-41ca-b580-5a56b8f0b165,10.66.237.60/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
092ddc94-8ef4-4355-b3c3-1c0841fb1ecf,10.105.250.100/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
0934a39c-a522-4f55-9fb9-85a545878512,10.134.130.174/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
09458ea1-feab-4d04-98d0-27456a3125e5,10.128.105.210/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
09522014-aaaf-48bd-9e06-1032526b0c5c,10.252.182.121/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
096546c3-84e4-441c-aac0-a0caafe4e159,10.4.75.88/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
09844c17-9daa-4072-b84f-d821b80b552b,10.54.167.135/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
09979a29-2860-4e2a-9f11-6332a4ad1035,10.196.162.62/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
09c075fe-cff3-41bc-8b4c-ab6ecb421332,10.100.178.198/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
09c58019-5313-47cc-a9a8-f7905d29b939,10.37.195.83/8,e8da8ec5-364b-4a31-afaf-f68a206b7846,b3d6c27a-a9bb-4521-b5de-4d65eb7490dc
09c8bb8b-d5be-43f6-9bb1-45297b322e9d,10.187.60.177/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
09d8ea49-1d10-4675-81b0-934eed5182f2,10.214.132.93/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
09e0b9bd-2cd5-49b4-b4b6-2150379a7cb4,10.245.189.184/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
09f7f234-ee24-4792-a8c4-f6d423ec615a,10.157.155.171/8,76123b94-2ae9-40c4-a4c6-03ee98d081d9,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d
