tenant_id,id,name,network_id,mac_address,admin_state_up,status,device_id,device_owner,dns_name,standard_attr_id
9c982b4e161647ddb5f8637ac9eb551d,008bd627-7551-4e82-9813-511e48e23169,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:24:42:5e,1,DOWN,ffdb6b9b-66e3-424a-b8ee-16df3e622ff1,compute:None,,32505
17ea94ad74b64b9d92f4888336a598c7,00a20edb-4dee-4a1a-839f-93b092072d67,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:db:c3:2d,1,DOWN,e2aa84cb-5404-4c23-9e50-76a3a54cc029,compute:None,,52119
e3fb2659584e436a832461dac02835f0,00ab2588-cc33-4c47-85e6-cad79620b478,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:bc:2f:87,1,ACTIVE,d4618b6d-2d4c-401f-838a-5922f20d4a02,compute:nova,,50293
17ea94ad74b64b9d92f4888336a598c7,00bfc1ee-95a4-477f-8ade-c90b238dc37c,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:1c:75:6a,1,DOWN,a5d5c9cd-807d-489f-8f3b-abb49833c105,compute:None,,6235
8760f3081f20435e91be05d5389fa025,00dcd118-eaaa-4859-a1a4-62e45814a937,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:9b:c2:fb,1,ACTIVE,a540adbc-6ccc-457f-ae4d-36028f2f9d72,compute:nova,,64943
485672a6ccf24cd09bdca860e85b7916,00fc3f72-5c2b-40cc-87e1-2b2c579c82c6,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:48:89:49,1,DOWN,600868ca-dc8d-4c44-b932-157da2080691,compute:nova,,7
4e101cf5264b4e739b7b5ebe0f6b5c68,0107d9da-752e-4f0f-8a64-83d6922312f1,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:b1:29:d0,1,ACTIVE,55422d3a-4b35-406d-b8ec-751438740b93,compute:nova,,44841
d3ac3958f14941cdb205e76ba43bbe49,010bef2b-07d0-4b73-be42-903c3d1ab999,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:81:b7:c9,1,DOWN,0c14b0e3-9cb2-4eb9-80ce-7124e768e1ba,compute:None,,45334
7705adbe5221408f845e3bb10b6de471,01191ef1-8cae-4e2e-851c-fb75e780e1b0,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:3d:14:89,1,DOWN,233564e7-19ba-4855-8bb2-fc0f72fe19dd,compute:nova,,9766
98333a1a28e746fa8c629c83a818ad57,01207908-d7f4-46f4-977c-c7a75cb35d0a,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:86:68:a7,1,ACTIVE,934c6713-eb43-4422-a685-1e169d7a9dc6,compute:None,,47741
9c982b4e161647ddb5f8637ac9eb551d,0137fc22-db66-4c12-811c-9da6b309167c,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:aa:ae:82,1,DOWN,76f31bdf-c801-4a20-9d0a-8591f657b0d6,compute:nova,,24844
3008a142e9524f7295b06ea811908f93,01388aad-e590-4686-9f4a-bce0b168a15c,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:9e:bd:2e,1,DOWN,402ed4f9-a466-4d5c-ad40-643e191cb7b7,compute:None,,15582
9ba655cc2bc24fc69906d07d6c553974,013f0e97-d949-4cc5-8a7d-bd861f67fa23,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:06:5f:a6,1,DOWN,0f6ace03-2d32-408e-b9df-994fa17a6102,compute:nova,,17942
beda10bea1574335af5c23df8ff23ea1,0142b0fe-0db1-484f-b9d3-b953822b933b,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:22:23:fc,1,DOWN,25bcd7d5-d8f3-48f0-b313-981964d58e6d,compute:nova,,7549
d3ac3958f14941cdb205e76ba43bbe49,015b9b08-6e16-4398-95ce-c01f7a5bfcd5,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:e1:0e:b9,1,DOWN,a65caa74-9155-432f-83d3-206b7123d100,compute:nova,,23582
260cb7e36fbb4047bd514913e1b508d1,018d73ae-87ad-403e-8040-4e2833889e4d,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:00:13:93,1,DOWN,30703200-5c87-417d-b91f-fb5c59921ead,compute:nova,,31503
3cfac786b36a4bb18f523f6be739ae71,01932bfe-d1e6-4680-b180-0066f299afd7,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:98:46:6f,1,DOWN,befeb3a9-b0eb-4471-8755-27c1c47c46a2,compute:nova,,43965
17ea94ad74b64b9d92f4888336a598c7,01c78401-4f35-49cf-a915-f180589db99a,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:89:9b:34,1,DOWN,046d42b2-9799-4938-871a-d4d80064be71,compute:None,,52155
98333a1a28e746fa8c629c83a818ad57,01cf3dcc-2b93-435f-a70a-bdd83db32603,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:4d:36:2f,1,ACTIVE,0f541aa0-b8bc-4114-bbb0-228e996a87d6,compute:None,,47758
d6d9b079e28d4cf29d5aebac75016918,01edcd00-b27d-4bfe-98c7-552f8fda3df4,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:c0:5a:c5,1,ACTIVE,cca972fa-68e6-446c-8afe-431cd8de56d1,compute:nova,,55985
809c6f32e1f84a5bbdaf905685a0b4f3,01fc016b-4ae9-473e-b849-dd1922ca9bab,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:2c:d6:8a,1,ACTIVE,3c5d51a0-44af-4122-84b5-56eae1d043cc,compute:nova,,21234
9c982b4e161647ddb5f8637ac9eb551d,022176e5-afd2-4aec-abfc-a8202efdb0d7,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:53:df:fa,1,DOWN,ec815a4b-f106-45e0-9bed-2aba455d933f,compute:nova,,27185
fe451fd0d7224ccb85592a2bf8ebe366,0223c11e-f69d-4b5c-86c9-f50d95a4f2af,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:fe:a9:6b,1,DOWN,4a36e9f4-806d-457c-b471-8ac1cd7c4fb1,compute:nova,,36107
fe451fd0d7224ccb85592a2bf8ebe366,024ab55f-5caa-47f4-9654-5f96032d9262,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:74:45:fe,1,DOWN,0dd85828-f4a9-439f-8c94-3ae540376271,compute:nova,,36077
d3ac3958f14941cdb205e76ba43bbe49,0284bb3f-d8e3-44d8-a2aa-714645092645,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:22:7f:44,1,DOWN,d8127c08-3ba5-4ce5-b7d2-28b1f63c9c83,compute:None,,45751
9c982b4e161647ddb5f8637ac9eb551d,02859e84-4085-4b7d-919c-f074f22c2bd3,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:ea:4f:14,1,DOWN,86e17a82-2f2d-4efe-a696-88bd658651f8,compute:nova,,25269
4ce5b212366741a79bf884561a73d3a7,0286d52e-0e64-457a-82c4-686b090d46d2,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:25:6a:ba,1,DOWN,0fb2d0ef-86ad-4183-bb2c-13e02ec1f2ce,compute:nova,,44547
d3ac3958f14941cdb205e76ba43bbe49,028df3f3-9afc-4a65-96f4-1d21954dcb51,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:bb:0e:fb,1,DOWN,fca28a06-b101-407a-8554-e3b7eabd4e92,compute:None,,45799
98333a1a28e746fa8c629c83a818ad57,028e8ff3-0b08-4e97-95b4-4e91d92ae530,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:b4:a5:9c,1,ACTIVE,85c6cc5b-1db2-4ee7-9c40-41d23dda7bbc,compute:nova,,55089
9c982b4e161647ddb5f8637ac9eb551d,028eaa66-a7df-45aa-bb31-12f3c7e50c49,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:6a:57:1a,1,DOWN,b071c4e4-a8c4-445d-9fe6-74f805b81891,compute:nova,,27995
d3ac3958f14941cdb205e76ba43bbe49,02a56d69-daa5-4d2f-9782-5e753a1432a3,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:7a:50:76,1,DOWN,8f2b1db3-3a53-482c-b5f9-888b2b511e86,compute:None,,46051
9c982b4e161647ddb5f8637ac9eb551d,02a62095-d6b5-4e4a-b29c-6ea430c61d6c,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:f0:2c:a2,1,DOWN,4f91238b-4c67-42c8-9b82-ac976610d0dd,compute:nova,,25103
d3ac3958f14941cdb205e76ba43bbe49,02b05504-54de-4a4c-bd86-e3ea798cf9e7,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:db:d9:a4,1,DOWN,c93078b5-d8d7-4b3e-8f05-b7bc3f593156,compute:None,,36500
17ea94ad74b64b9d92f4888336a598c7,02b8acb8-920c-4409-befb-15437eff8af1,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:83:62:54,1,DOWN,418494e0-07cb-4901-9ca4-924898ec0f7d,compute:None,,52010
9c982b4e161647ddb5f8637ac9eb551d,03105f59-f4ee-4443-9333-0fb58d2df9b1,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:e3:cc:c9,1,DOWN,b8aef7cb-4ca7-4bb2-874c-d50e4a043194,compute:nova,,25609
70b2507b8cc44fcb917ddfb85f5079d9,0342644d-4cef-4f69-b1af-37bc98352211,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:5f:81:82,1,DOWN,2e2c9651-5143-436e-80f3-f1a83e9a6516,compute:nova,,17
17ea94ad74b64b9d92f4888336a598c7,034dcda6-a5ff-4a20-b978-dd7f4a73178b,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:2a:8a:10,1,DOWN,964d1dda-e915-4697-a11e-d3b7c7eac065,compute:None,,52234
9e2200862b674b3098afc897b0fbb977,037b3219-c381-4f0a-b772-379bda025588,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:cd:8a:0f,1,ACTIVE,cf5f389a-e27b-4e6e-9e93-247ef7ae96ca,compute:nova,,59741
cdb8fd3639134748aaa55cad3c4a1366,037beae7-ab1e-4b97-b8f4-ae6127e6a8ac,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:ad:b6:75,1,DOWN,60476791-c735-469b-a916-f350c4cf7da0,compute:nova,,19
3008a142e9524f7295b06ea811908f93,0392f181-028d-43e3-b023-0e5bca3fc0a4,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:30:e1:5d,1,DOWN,2053927b-1b69-4bf9-ab3e-25c2641b0ef2,compute:None,,20
2fcb36773f3942378a17ae7c968e3c5d,03997432-4246-48f3-a12d-64560983fca7,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:7c:ee:01,1,ACTIVE,75ee7199-c9b6-45c9-9500-70566ec64969,compute:nova,,62453
3008a142e9524f7295b06ea811908f93,03aae165-692a-408e-a520-88fbb9a42fa8,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:c1:d9:b3,1,ACTIVE,440e5ad9-27d5-4025-ac50-a13b246f4caf,compute:nova,,62214
d7d16dd7c387425b80c001832884b6de,03bae741-f580-4850-b2c2-add38412f22d,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:a3:fd:56,1,DOWN,fb528e56-876c-48cd-bd15-81b634c45d18,compute:nova,,49805
138b1af54fcc4af888233e98592f6772,03d1adab-764c-432a-bf24-c2296e4ff67e,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:a4:dd:02,1,DOWN,fa3b2e5f-762a-42dd-ae0e-56b581fd1b00,compute:nova,,22
17ea94ad74b64b9d92f4888336a598c7,03e8d2bf-4343-4d16-8193-d0c7952943c1,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:c5:86:6e,1,DOWN,d3fdab0f-3c47-489d-b06e-13017feab654,compute:None,,52068
82cb4f8105d544fba68a82cc75451ebf,0406a43a-43bd-4d09-bf6c-0405c365aec6,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:7c:c3:3c,1,DOWN,1bd3dc54-94e4-4381-b6a5-e268e57c84a9,compute:nova,,14274
17ea94ad74b64b9d92f4888336a598c7,0410c1f4-6d0d-4f8a-ba8c-0afc422a1eb3,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:66:7b:91,1,DOWN,fabecdf7-8a33-4957-bab2-012efa9e81d6,compute:None,,52085
2b0612b677df42b59f7ff08c9753365e,041e9833-2153-45c2-b623-78837be545b9,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:70:83:03,1,ACTIVE,821e5abc-20ed-4fcd-84c2-f59d103ea41d,compute:nova,,15450
9c982b4e161647ddb5f8637ac9eb551d,04296366-c06e-43a0-80d8-0a41acf5a603,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:a4:91:9c,1,DOWN,710a473b-b6f5-48e9-840c-65554c481819,compute:nova,,25438
3c0c9fa6bb85454784416297a250be7a,0437c79f-2e38-49ba-86ef-a484d7dd17b7,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:5e:3a:5f,1,ACTIVE,428ddc01-e731-4648-9fe1-9fb6f0ba998a,compute:nova,,27107
bca62e47c26348589cbfdcb6b5a37445,044d13ef-0716-4566-a236-75cb3af911b9,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:af:d5:21,1,ACTIVE,b5b8defa-5594-4215-943a-70091c17b21c,compute:nova,,62135
9c982b4e161647ddb5f8637ac9eb551d,04564c96-f177-4748-bdba-7912faf5917a,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:06:93:d5,1,DOWN,f85534f4-b197-4b3c-84d6-dea617b7a28d,compute:nova,,25425
809c6f32e1f84a5bbdaf905685a0b4f3,0477da0d-d2f8-4431-a798-47287e2bddda,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:f3:c7:4b,1,DOWN,c390782f-583d-428e-a5f3-6998ab15cc73,compute:nova,,21226
9c982b4e161647ddb5f8637ac9eb551d,0483e791-197b-4e1a-99c1-accc898fec80,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:fe:98:60,1,DOWN,604de0f5-82d1-454d-af90-dd73e260cc25,compute:nova,,25138
17ea94ad74b64b9d92f4888336a598c7,048be827-3554-4798-9d24-37d76c984cea,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:25:fb:56,1,DOWN,46ca5e4e-83ec-4aef-b0c9-f592f5c098a6,compute:None,,6825
98333a1a28e746fa8c629c83a818ad57,04a72feb-2e53-4d24-8f1f-f4d8e8a0d505,blaze,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:99:4e:e4,1,DOWN,,,,48981
485672a6ccf24cd09bdca860e85b7916,04c02711-ad0f-473e-a227-72504e27c802,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:c6:d1:88,1,DOWN,7956dd99-4225-449e-938b-e2ba353d15a7,compute:nova,,25
511b92a30c424d7a883add1e2c68fca0,04cf5567-17cd-479b-8e7d-4ae9af2399b8,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:bd:72:41,1,ACTIVE,254dc8cb-e9e6-4c71-8042-67ea6c9ccaea,compute:nova,,55091
9c982b4e161647ddb5f8637ac9eb551d,04d2c58a-3a51-4d7d-8a06-6ea802444a65,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:ce:ab:fc,1,DOWN,b044d2d1-89a2-4146-8c83-adf7ab7b5407,compute:nova,,25443
08f5552e94564f07a62a02c20df7e6ca,04debd3b-097b-49df-9131-ae437ef3cce6,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:28:92:2e,1,ACTIVE,a97b4d89-0416-45c0-988f-f8c22369f2b6,compute:nova,,52528
d3ac3958f14941cdb205e76ba43bbe49,0500d558-8a91-4445-bffe-de5d979dcbef,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:53:24:35,1,DOWN,e5729c2b-7dfe-4061-a449-0dddffc72a2a,compute:None,,45889
17ea94ad74b64b9d92f4888336a598c7,05220440-9241-4404-9e8a-822a27de0544,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:f0:2b:e6,1,DOWN,1a9ef55e-cfd6-4a0b-93c6-06ec996248e7,compute:None,,52122
c3b23797c9f140ac8d95fa84d2811725,0531bf17-1ba5-46f9-97d5-4bc93b6e9a8b,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:84:b3:d7,1,ACTIVE,66800cc1-092c-4e0f-b1ce-6e1e94e7197a,compute:nova,,61078
cfcf7f3db6e34a93a3a79ab6b915920e,053b6291-b7f0-41e1-bd9e-def49f2857d4,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:29:df:7a,1,ACTIVE,c19088fa-a23f-431e-83f4-7d9f94117587,compute:nova,,65398
09ad05432f914e26bc417bf58f1cb4d2,05480d0b-f6fe-4171-a418-58388d370045,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:51:b8:98,1,ACTIVE,8c691810-dfd5-44d8-ae8e-0ffba13bde47,compute:nova,,35570
e7e8e8eca25741c8abc96fc07a103b94,0564e893-be5a-4be3-959e-89980d6b1bc8,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:ae:03:2d,1,ACTIVE,329125d0-6b74-40d2-8b0c-5443bcab8a11,compute:nova,,39915
d7d16dd7c387425b80c001832884b6de,057d66d7-da45-4454-879a-9d649b2a4ed1,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:5c:5f:4a,1,ACTIVE,50d909da-5a4b-4c20-af67-fe2d6362b7a3,compute:nova,,55657
9c982b4e161647ddb5f8637ac9eb551d,058cb653-45a5-4b1f-911e-d65c32e7557f,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:9b:c2:d7,1,DOWN,f008975c-2ee8-445b-afe3-b5e5c6e5b2fa,compute:nova,,25256
e3fb2659584e436a832461dac02835f0,059d21d2-0372-4b26-bd75-5abfcf421a2e,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:38:b9:92,1,DOWN,79d2dd2f-94cf-4df8-bf2a-eae4893e3bbb,compute:None,,30
efe8d9d1c91e48fbbcac042fc9fce1bf,05a3b08e-ce77-4731-ab7e-1608b457b715,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:da:c3:94,1,DOWN,571adc09-a8d8-41b5-bd8b-4567dcce228b,compute:None,,31
7705adbe5221408f845e3bb10b6de471,05b28154-7023-4de2-b232-f9ad52d7f8c3,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:9a:67:f4,1,DOWN,5af331f7-1bd7-42ba-b629-94e043cda5b0,compute:nova,,32
d3ac3958f14941cdb205e76ba43bbe49,05ba47ed-af4f-4ebb-96f1-05bebff70a12,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:62:19:ab,1,DOWN,504716a1-bc35-42f8-a981-0aa1096a8e9c,compute:None,,36285
d3ac3958f14941cdb205e76ba43bbe49,05d883f2-da7e-4d66-92bb-22eee9d2db7f,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:e1:c4:d4,1,DOWN,1c104b8d-b95f-498e-bc30-357209029468,compute:None,,45999
9c982b4e161647ddb5f8637ac9eb551d,05e681d2-604c-4c54-82e7-4813b9adf239,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:e5:df:48,1,DOWN,54615aa0-2e35-481d-8183-840f0028c9ed,compute:nova,,27206
db95ae8358bd4566ba2e38702a128b6b,05f9a2ea-61cd-42a6-a583-226e53b2d833,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:2d:cc:e6,1,DOWN,d2c9ae24-afb5-4f21-95f4-2310a98ab421,compute:nova,,33
d3ac3958f14941cdb205e76ba43bbe49,05fd165d-a7b0-4a56-bcfc-bf5fcfa1d1ae,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:85:6a:17,1,DOWN,1d695f25-494c-4aff-b845-160fd2b6d05e,compute:None,,45213
17ea94ad74b64b9d92f4888336a598c7,05ff2ee3-bd80-40ce-b2e7-3560b2da590c,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:21:ef:99,1,DOWN,d6bcbfbc-e2a2-4be1-9e11-0bdb9d964c0f,compute:None,,6679
7405f9b06504483996558c9f3c355149,0607c08c-7374-424e-acdc-887c464a1f19,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:22:58:b2,1,ACTIVE,1624c790-b377-40f5-b889-ffe0f30ed822,compute:nova,,15231
809c6f32e1f84a5bbdaf905685a0b4f3,06092896-a257-4849-81e3-96502fd39f7e,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:ae:66:bc,1,DOWN,c390782f-583d-428e-a5f3-6998ab15cc73,compute:nova,,21225
0cbc99bd30d24cbead943bf75c2f89e7,060cb45b-3fa5-4377-b605-007388d9c395,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:c2:90:6d,1,DOWN,8f6da004-c36e-4152-a793-7cc26df49ae9,compute:nova,,54930
70b2507b8cc44fcb917ddfb85f5079d9,0611ee4e-cf36-4982-81bb-d86f83301d54,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:b0:bd:8f,1,DOWN,66fe2820-0a93-4e89-8575-650e1b18e037,compute:nova,,34
d3ac3958f14941cdb205e76ba43bbe49,061c3ee2-51f8-4848-acf2-8579e8522229,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:a8:73:04,1,DOWN,e7b33d2e-c287-445c-8e5c-e01f1c73d7e6,compute:None,,36438
e7e8e8eca25741c8abc96fc07a103b94,0628a754-516e-4aed-8de2-0bbb87d5189a,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:0e:75:1a,1,ACTIVE,3ea65c37-7b09-4edf-aeeb-318524ebc865,compute:nova,,35633
b3c6072810a24f67a7ac48e49a960e51,0639c4ce-dc51-4d07-baa5-109c5db4a609,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:50:7a:7a,1,ACTIVE,88ae78e8-3331-40bc-b294-95d446a1dfab,compute:None,,65876
9c982b4e161647ddb5f8637ac9eb551d,067265c1-d4d9-47cc-8f9e-098f629e8639,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:c4:57:a1,1,DOWN,8d4ad10a-1cbd-41ec-976c-65d74516a1bd,compute:nova,,27476
9c982b4e161647ddb5f8637ac9eb551d,0683c427-ec93-4622-85bb-241a7e4b7be8,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:e5:f8:93,1,DOWN,974c42f8-ff22-4420-b174-5a4af5bedbb7,compute:nova,,24867
9ed76bfc5fd549d4b743c88eb09cd7c0,06a2b937-ccdf-46b7-b5b3-ccec55c3eb1a,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:d6:db:06,1,ACTIVE,f22f8247-7a40-468e-abdf-46f96655fd11,compute:nova,,60389
9c982b4e161647ddb5f8637ac9eb551d,06ac1d0b-24ce-4473-9743-dc1f11f428fd,,0a1d0a27-cffa-4de3-92c5-9d3fd3f2e74d,fa:16:3e:8b:55:81,1,DOWN,c3c4e7cc-4ab6-4e15-98f3-125217d02dda,compute:nova,,25124
