id,agent_type,binary,topic,host,admin_state_up,created_at,started_at,heartbeat_timestamp,description,configurations,load,availability_zone,resource_versions
1a2f579f-f29e-4c18-ae3f-93423c803ffd,Open vSwitch agent,neutron-openvswitch-agent,,twist4-7,1,2014-01-10 22:47:48,2017-08-04 15:11:43,2017-08-04 20:20:13,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.39.218.105/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
204c727d-5ea1-428a-ab5f-79f4db1aece6,Open vSwitch agent,neutron-openvswitch-agent,,astro-92,1,2016-09-24 04:13:01,2023-01-14 18:03:06,2024-07-08 07:00:01,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.213.246.198/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 20, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
2833b876-1445-4936-b344-7460a0c2172a,Open vSwitch agent,neutron-openvswitch-agent,,pulse0-78,1,2014-01-10 22:47:48,2017-01-17 20:54:40,2017-02-16 21:58:34,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.10.0.93/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
2868c9ba-ca42-4658-a6d0-a9e9fcc78720,Open vSwitch agent,neutron-openvswitch-agent,,glint3-93,1,2014-02-07 01:57:27,2017-07-13 15:29:35,2017-07-13 15:29:35,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.130.170.33/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
29c0bc48-bcfe-4eef-881a-2850965aa3f9,Open vSwitch agent,neutron-openvswitch-agent,,pulse1-24,1,2014-01-10 22:47:48,2017-08-04 15:11:53,2017-08-04 20:20:23,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.134.155.208/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
33f6613e-7026-4e8c-a63f-37c0b0371050,Open vSwitch agent,neutron-openvswitch-agent,,celes-18,1,2014-05-09 19:22:49,2018-09-06 17:10:47,2018-09-28 16:46:03,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.196.31.83/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
3c52572e-e7b0-4a48-b87c-3e274de64f70,Open vSwitch agent,neutron-openvswitch-agent,,astro1-40,1,2014-01-10 22:47:48,2017-01-17 20:53:22,2017-02-16 21:58:20,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.122.146.171/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
3c7e1056-97de-4e1b-bf03-1ded99c8d597,Open vSwitch agent,neutron-openvswitch-agent,,galax4-70,1,2016-09-24 04:13:20,2023-01-14 18:03:55,2024-07-08 06:59:41,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.18.246.213/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 19, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
3eac0a91-c4ac-4043-8257-087e53ce9fc3,Open vSwitch agent,neutron-openvswitch-agent,,pulse1-70,1,2014-12-04 15:20:48,2017-11-28 16:43:06,2017-11-28 16:47:36,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.251.41.77/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
3f8d3671-e225-4af0-a53b-dfc04810e3ef,Open vSwitch agent,neutron-openvswitch-agent,,prime3-77,1,2016-09-24 04:05:18,2023-01-14 18:03:21,2024-07-08 06:59:57,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.210.18.238/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 25, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
41be2738-1e61-4d43-a570-6a5217c2bbbb,Open vSwitch agent,neutron-openvswitch-agent,,track1-76,1,2014-01-10 22:47:49,2017-08-04 15:10:04,2017-08-04 20:20:34,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.234.24.51/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
42aebeb2-ce0c-4a7d-b5b2-dd1e0dd1b500,Open vSwitch agent,neutron-openvswitch-agent,,starx9-30,1,2014-07-31 17:54:35,2018-08-14 16:18:40,2018-08-14 16:22:10,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.77.10.16/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
42b3d362-fd0a-48f9-b6fc-91fcbf6a5a63,Open vSwitch agent,neutron-openvswitch-agent,,cosmo3-23,1,2016-09-23 20:52:08,2023-02-03 16:14:14,2024-07-08 06:59:52,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.165.53.177/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 23, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
43546f0e-5349-4ba8-a854-81106686d3dd,Open vSwitch agent,neutron-openvswitch-agent,,scope-84,1,2014-12-04 15:49:23,2017-11-30 11:46:32,2017-12-12 16:53:18,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.196.251.56/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 17, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
45a0e6cf-8b6d-49b1-bffb-a9865683bbe6,Open vSwitch agent,neutron-openvswitch-agent,,blaze1-11,1,2014-01-10 22:47:49,2017-08-04 15:10:02,2017-08-04 20:20:32,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.239.172.63/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
45fdb550-12ec-427d-9018-321daf12149c,Open vSwitch agent,neutron-openvswitch-agent,,meter-4,1,2014-01-10 22:47:48,2017-01-17 20:52:33,2017-02-16 21:58:17,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.65.198.150/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 0, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
46417a32-8637-4486-84dc-a163f893ba68,Open vSwitch agent,neutron-openvswitch-agent,,drift-69,1,2016-09-24 03:47:19,2023-01-14 17:54:00,2024-07-08 06:59:38,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.96.19.200/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 8, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
4b75d547-9389-4417-8355-2dbe2171c2e2,Open vSwitch agent,neutron-openvswitch-agent,,pulse8-35,1,2014-12-04 15:57:43,2017-11-30 11:48:04,2017-12-12 20:22:50,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.190.97.233/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 25, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
4c9de35b-0f61-4df5-9f08-5f72069f48ae,Open vSwitch agent,neutron-openvswitch-agent,,align-86,1,2018-02-01 21:03:06,2023-01-14 17:54:33,2024-07-08 06:59:42,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.38.22.20/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 69, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
4cbc7cd2-6adf-49c0-81de-21c64b7a0bfb,Open vSwitch agent,neutron-openvswitch-agent,,flare4-57,1,2018-02-01 20:49:53,2023-04-28 16:25:05,2024-07-08 06:59:58,,"{""ovs_hybrid_plug"": true, ""in_distributed_mode"": false, ""datapath_type"": ""system"", ""arp_responder_enabled"": false, ""tunneling_ip"": ""10.130.13.110/8"", ""vhostuser_socket_dir"": ""/var/run/openvswitch"", ""devices"": 88, ""ovs_capabilities"": {""datapath_types"": [""netdev"", ""system""], ""iface_types"": [""geneve"", ""gre"", ""internal"", ""ipsec_gre"", ""lisp"", ""patch"", ""stt"", ""system"", ""tap"", ""vxlan""]}, ""log_agent_heartbeats"": false, ""l2_population"": false, ""tunnel_types"": [""gre""], ""extensions"": [], ""enable_distributed_routing"": false, ""bridge_mappings"": {""trunk"": ""eth1-br""}}",0,,"{""QosPolicy"": ""1.0""}"
