venue_code,expected_covers,visit_day,visit_hour,booked_on,no_show_flag,source_channel
V0402,2,29-Jul-2018,18,29-Jul-2018 17:00,False,direct
V0402,2,29-Jul-2018,18,28-Jul-2018 17:00,False,direct
V0402,5,29-Jul-2018,18,27-Jul-2018 20:00,False,direct
V0402,3,29-Jul-2018,18,29-Jul-2018 18:00,False,direct
V0633,16,29-Jul-2018,18,28-Jul-2018 16:00,False,direct
V0646,2,29-Jul-2018,18,26-Jul-2018 20:00,False,direct
V0653,3,29-Jul-2018,18,27-Jul-2018 17:00,False,direct
V0717,3,29-Jul-2018,18,27-Jul-2018 17:00,False,direct
V0717,2,29-Jul-2018,18,29-Jul-2018 17:00,False,direct
V0744,4,29-Jul-2018,18,28-Jul-2018 17:00,False,direct
V0744,3,29-Jul-2018,18,27-Jul-2018 14:00,False,direct
V0127,2,29-Jul-2018,19,28-Jul-2018 18:00,False,direct
V0154,4,29-Jul-2018,19,28-Jul-2018 12:00,False,direct
V0254,2,29-Jul-2018,19,28-Jul-2018 17:00,False,direct
V0283,2,29-Jul-2018,19,28-Jul-2018 12:00,False,direct
V0337,2,29-Jul-2018,19,29-Jul-2018 16:00,False,direct
V0337,2,29-Jul-2018,19,28-Jul-2018 18:00,True,direct
V0342,10,29-Jul-2018,19,28-Jul-2018 19:00,False,direct
V0344,4,29-Jul-2018,19,27-Jul-2018 18:00,False,direct
V0350,2,29-Jul-2018,19,29-Jul-2018 16:00,False,direct
V0350,3,29-Jul-2018,19,26-Jul-2018 17:00,False,direct
V0379,4,29-Jul-2018,19,29-Jul-2018 17:00,True,direct
V0402,3,29-Jul-2018,19,26-Jul-2018 21:00,False,direct
V0484,3,29-Jul-2018,19,28-Jul-2018 19:00,False,direct
V0484,4,29-Jul-2018,19,28-Jul-2018 19:00,False,direct
V0526,8,29-Jul-2018,19,27-Jul-2018 18:00,False,direct
V0526,20,29-Jul-2018,19,28-Jul-2018 22:00,False,direct
V0526,3,29-Jul-2018,19,26-Jul-2018 23:00,False,direct
V0526,3,29-Jul-2018,19,29-Jul-2018 16:00,False,direct
V0547,2,29-Jul-2018,19,26-Jul-2018 18:00,False,direct
V0653,2,29-Jul-2018,19,27-Jul-2018 18:00,False,direct
V0713,6,29-Jul-2018,19,28-Jul-2018 22:00,True,direct
V0713,14,29-Jul-2018,19,28-Jul-2018 20:00,False,direct
V0717,2,29-Jul-2018,19,29-Jul-2018 00:00,False,direct
V0744,6,29-Jul-2018,19,29-Jul-2018 16:00,True,direct
V0744,5,29-Jul-2018,19,26-Jul-2018 22:00,False,direct
V0774,3,29-Jul-2018,19,27-Jul-2018 14:00,False,direct
V0810,8,29-Jul-2018,19,26-Jul-2018 14:00,False,direct
V0134,2,29-Jul-2018,20,28-Jul-2018 23:00,False,direct
V0134,2,29-Jul-2018,20,29-Jul-2018 18:00,False,direct
V0134,2,29-Jul-2018,20,29-Jul-2018 18:00,False,direct
V0154,2,29-Jul-2018,20,29-Jul-2018 17:00,False,direct
V0298,11,29-Jul-2018,20,28-Jul-2018 17:00,False,direct
V0298,5,29-Jul-2018,20,28-Jul-2018 17:00,False,direct
V0302,2,29-Jul-2018,20,29-Jul-2018 18:00,False,direct
V0302,2,29-Jul-2018,20,28-Jul-2018 18:00,False,direct
V0302,2,29-Jul-2018,20,29-Jul-2018 17:00,False,direct
V0342,2,29-Jul-2018,20,29-Jul-2018 19:00,False,direct
V0402,5,29-Jul-2018,20,28-Jul-2018 17:00,False,direct
V0402,2,29-Jul-2018,20,29-Jul-2018 17:00,False,direct
V0602,2,29-Jul-2018,20,28-Jul-2018 20:00,False,direct
V0717,3,29-Jul-2018,20,29-Jul-2018 17:00,False,direct
V0823,8,29-Jul-2018,20,23-Jul-2018 19:00,False,direct
V0118,3,29-Jul-2018,21,29-Jul-2018 21:00,False,direct
V0135,3,29-Jul-2018,21,29-Jul-2018 19:00,False,direct
V0135,2,29-Jul-2018,21,27-Jul-2018 21:00,False,direct
V0184,2,29-Jul-2018,21,27-Jul-2018 16:00,False,direct
V0283,2,29-Jul-2018,21,28-Jul-2018 23:00,True,direct
V0318,2,29-Jul-2018,21,29-Jul-2018 20:00,False,direct
V0427,2,29-Jul-2018,21,25-Jul-2018 20:00,False,direct
V0427,2,29-Jul-2018,21,29-Jul-2018 21:00,False,direct
V0427,3,29-Jul-2018,21,26-Jul-2018 13:00,False,direct
V0646,2,29-Jul-2018,21,26-Jul-2018 20:00,False,direct
V0646,2,29-Jul-2018,21,29-Jul-2018 13:00,False,direct
V0646,6,29-Jul-2018,21,26-Jul-2018 20:00,False,direct
V0646,6,29-Jul-2018,21,26-Jul-2018 20:00,False,direct
V0646,2,29-Jul-2018,21,28-Jul-2018 11:00,False,direct
V0713,3,29-Jul-2018,21,25-Jul-2018 19:00,False,direct
V0717,3,29-Jul-2018,21,27-Jul-2018 17:00,True,direct
V0717,2,29-Jul-2018,21,28-Jul-2018 23:00,False,direct
V0118,6,29-Jul-2018,22,29-Jul-2018 22:00,False,direct
V0302,2,29-Jul-2018,22,28-Jul-2018 21:00,False,direct
V0526,2,29-Jul-2018,22,27-Jul-2018 21:00,False,direct
V0717,3,29-Jul-2018,22,29-Jul-2018 22:00,False,direct
V0180,4,29-Jul-2018,23,28-Jul-2018 22:00,False,direct
V0717,2,29-Jul-2018,23,29-Jul-2018 23:00,False,direct
V0148,6,30-Jul-2018,0,28-Jul-2018 19:00,False,direct
V0713,5,30-Jul-2018,1,29-Jul-2018 14:00,False,direct
V0784,2,30-Jul-2018,8,27-Jul-2018 17:00,False,direct
V0784,5,30-Jul-2018,8,27-Jul-2018 18:00,False,direct
V0135,2,30-Jul-2018,11,30-Jul-2018 11:00,False,direct
V0350,5,30-Jul-2018,11,30-Jul-2018 10:00,False,direct
V0350,3,30-Jul-2018,11,29-Jul-2018 10:00,False,direct
V0350,2,30-Jul-2018,11,30-Jul-2018 11:00,False,direct
V0350,5,30-Jul-2018,11,27-Jul-2018 16:00,False,direct
V0774,1,30-Jul-2018,11,27-Jul-2018 13:00,False,direct
V0774,2,30-Jul-2018,11,28-Jul-2018 19:00,False,direct
V0774,3,30-Jul-2018,11,29-Jul-2018 12:00,False,direct
V0134,2,30-Jul-2018,12,28-Jul-2018 23:00,True,direct
V0134,2,30-Jul-2018,12,30-Jul-2018 12:00,False,direct
V0135,3,30-Jul-2018,12,30-Jul-2018 11:00,False,direct
V0331,5,30-Jul-2018,12,30-Jul-2018 11:00,False,direct
V0331,5,30-Jul-2018,13,30-Jul-2018 11:00,False,direct
V0774,2,30-Jul-2018,13,30-Jul-2018 11:00,False,direct
V0774,2,30-Jul-2018,13,22-Jul-2018 14:00,False,direct
V0331,13,30-Jul-2018,14,29-Jul-2018 10:00,False,direct
V0774,2,30-Jul-2018,14,27-Jul-2018 12:00,False,direct
V0799,14,30-Jul-2018,14,30-Jul-2018 11:00,False,direct
V0379,2,30-Jul-2018,16,29-Jul-2018 21:00,False,direct
V0774,2,30-Jul-2018,16,28-Jul-2018 19:00,False,direct
V0774,2,30-Jul-2018,16,30-Jul-2018 15:00,False,direct
V0774,2,30-Jul-2018,16,29-Jul-2018 17:00,False,direct
V0008,2,30-Jul-2018,17,29-Jul-2018 22:00,False,direct
V0008,23,30-Jul-2018,17,27-Jul-2018 15:00,False,direct
V0008,2,30-Jul-2018,17,27-Jul-2018 15:00,True,direct
V0008,10,30-Jul-2018,17,27-Jul-2018 15:00,False,direct
V0008,2,30-Jul-2018,17,30-Jul-2018 13:00,False,direct
V0008,4,30-Jul-2018,17,28-Jul-2018 18:00,False,direct
V0008,2,30-Jul-2018,17,29-Jul-2018 21:00,False,direct
V0008,2,30-Jul-2018,17,27-Jul-2018 22:00,False,direct
V0008,3,30-Jul-2018,17,27-Jul-2018 22:00,False,direct
V0008,2,30-Jul-2018,17,30-Jul-2018 16:00,False,direct
V0134,2,30-Jul-2018,17,30-Jul-2018 17:00,False,direct
V0135,2,30-Jul-2018,17,27-Jul-2018 23:00,False,direct
V0350,2,30-Jul-2018,17,30-Jul-2018 16:00,False,direct
V0484,2,30-Jul-2018,17,28-Jul-2018 21:00,False,direct
V0484,4,30-Jul-2018,17,30-Jul-2018 17:00,False,direct
V0774,1,30-Jul-2018,17,22-Jul-2018 14:00,False,direct
V0040,1,30-Jul-2018,18,28-Jul-2018 09:00,False,direct
V0061,9,30-Jul-2018,18,30-Jul-2018 18:00,False,direct
V0061,8,30-Jul-2018,18,30-Jul-2018 18:00,False,direct
V0127,5,30-Jul-2018,18,25-Jul-2018 17:00,False,direct
V0134,2,30-Jul-2018,18,30-Jul-2018 17:00,False,direct
V0134,3,30-Jul-2018,18,28-Jul-2018 23:00,True,direct
V0135,2,30-Jul-2018,18,30-Jul-2018 14:00,False,direct
V0135,2,30-Jul-2018,18,29-Jul-2018 16:00,False,direct
V0135,4,30-Jul-2018,18,27-Jul-2018 21:00,False,direct
V0148,4,30-Jul-2018,18,29-Jul-2018 19:00,False,direct
V0148,5,30-Jul-2018,18,26-Jul-2018 17:00,False,direct
V0148,3,30-Jul-2018,18,25-Jul-2018 22:00,False,direct
V0180,2,30-Jul-2018,18,27-Jul-2018 23:00,True,direct
V0180,6,30-Jul-2018,18,29-Jul-2018 17:00,False,direct
V0180,3,30-Jul-2018,18,28-Jul-2018 22:00,False,direct
V0182,14,30-Jul-2018,18,26-Jul-2018 21:00,False,direct
V0331,10,30-Jul-2018,18,29-Jul-2018 10:00,False,direct
V0337,2,30-Jul-2018,18,27-Jul-2018 18:00,False,direct
V0337,2,30-Jul-2018,18,29-Jul-2018 20:00,False,direct
V0379,4,30-Jul-2018,18,28-Jul-2018 22:00,False,direct
V0402,2,30-Jul-2018,18,29-Jul-2018 16:00,False,direct
V0402,2,30-Jul-2018,18,30-Jul-2018 17:00,False,direct
V0516,4,30-Jul-2018,18,27-Jul-2018 21:00,False,direct
V0602,7,30-Jul-2018,18,29-Jul-2018 23:00,False,direct
V0602,3,30-Jul-2018,18,28-Jul-2018 20:00,False,direct
V0717,2,30-Jul-2018,18,29-Jul-2018 18:00,False,direct
V0717,3,30-Jul-2018,18,26-Jul-2018 18:00,False,direct
V0744,2,30-Jul-2018,18,30-Jul-2018 17:00,False,direct
V0774,4,30-Jul-2018,18,26-Jul-2018 19:00,False,direct
V0799,22,30-Jul-2018,18,30-Jul-2018 11:00,False,direct
V0799,10,30-Jul-2018,18,30-Jul-2018 11:00,False,direct
V0823,6,30-Jul-2018,18,26-Jul-2018 23:00,False,direct
V0823,2,30-Jul-2018,18,27-Jul-2018 23:00,False,direct
V0055,5,30-Jul-2018,19,29-Jul-2018 21:00,False,direct
V0135,2,30-Jul-2018,19,30-Jul-2018 14:00,False,direct
V0135,2,30-Jul-2018,19,29-Jul-2018 16:00,False,direct
V0148,2,30-Jul-2018,19,29-Jul-2018 19:00,False,direct
V0148,2,30-Jul-2018,19,30-Jul-2018 17:00,False,direct
V0294,2,30-Jul-2018,19,30-Jul-2018 18:00,False,direct
V0337,2,30-Jul-2018,19,29-Jul-2018 14:00,False,direct
V0337,2,30-Jul-2018,19,26-Jul-2018 16:00,False,direct
V0379,4,30-Jul-2018,19,24-Jul-2018 09:00,False,direct
V0379,2,30-Jul-2018,19,30-Jul-2018 11:00,False,direct
V0402,3,30-Jul-2018,19,29-Jul-2018 17:00,False,direct
V0402,2,30-Jul-2018,19,30-Jul-2018 19:00,False,direct
V0402,4,30-Jul-2018,19,29-Jul-2018 20:00,False,direct
V0602,4,30-Jul-2018,19,29-Jul-2018 00:00,False,direct
V0712,2,30-Jul-2018,19,30-Jul-2018 16:00,False,direct
V0717,8,30-Jul-2018,19,26-Jul-2018 14:00,False,direct
V0717,4,30-Jul-2018,19,30-Jul-2018 17:00,False,direct
V0717,2,30-Jul-2018,19,30-Jul-2018 17:00,False,direct
V0744,2,30-Jul-2018,19,30-Jul-2018 17:00,False,direct
V0744,2,30-Jul-2018,19,30-Jul-2018 16:00,False,direct
V0744,12,30-Jul-2018,19,24-Jul-2018 18:00,False,direct
V0774,2,30-Jul-2018,19,27-Jul-2018 21:00,False,direct
V0810,4,30-Jul-2018,19,28-Jul-2018 18:00,False,direct
V0823,4,30-Jul-2018,19,30-Jul-2018 17:00,True,direct
V0134,2,30-Jul-2018,20,28-Jul-2018 23:00,False,direct
V0134,2,30-Jul-2018,20,30-Jul-2018 17:00,False,direct
V0154,6,30-Jul-2018,20,30-Jul-2018 01:00,False,direct
V0184,3,30-Jul-2018,20,27-Jul-2018 20:00,False,direct
V0184,2,30-Jul-2018,20,26-Jul-2018 11:00,False,direct
V0184,2,30-Jul-2018,20,30-Jul-2018 18:00,False,direct
V0254,5,30-Jul-2018,20,22-Jul-2018 17:00,False,direct
V0318,2,30-Jul-2018,20,30-Jul-2018 19:00,False,direct
V0344,3,30-Jul-2018,20,29-Jul-2018 22:00,False,direct
